"GHO","GBDCHILDCAUSES","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","MGHEREG","Display Value","Numeric","Low","High","Comments"
"MORT_200","CH5","PUBLISHED","2005","EMR","DJI","DAYS0-27","BTSX","","0.7","0.72139","","",""
"MORT_300","CH5","PUBLISHED","2013","EUR","FRA","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2002","SEAR","LKA","YEARS0-4","BTSX","","29","29.23436","","",""
"MORT_100","CH5","PUBLISHED","2006","EUR","BGR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2003","","","DAYS0-27","BTSX","REG7_EMR","1.3","1.28992","","",""
"MORT_200","CH5","PUBLISHED","2001","AMR","KNA","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2003","AFR","SWZ","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2006","WPR","AUS","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2003","AMR","USA","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2001","","","MONTHS1-59","BTSX","MDG_SEA","0.0","0.03639","","",""
"MORT_300","CH5","PUBLISHED","2006","AFR","AGO","DAYS0-27","BTSX","","5.4","5.35021","","",""
"MORT_200","CH5","PUBLISHED","2006","EUR","IRL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2005","EMR","LBN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2013","WPR","VNM","DAYS0-27","BTSX","","0.7","0.66457","","",""
"MORT_300","CH5","PUBLISHED","2008","SEAR","BTN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2011","","","MONTHS1-59","BTSX","UNICEF_ESARO","0.0","0.01163","","",""
"MORT_100","CH5","PUBLISHED","2013","EUR","GRC","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2008","EUR","PRT","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2012","","","YEARS0-4","BTSX","WBINC_LOINC","0.8","0.78258","","",""
"MORT_300","CH5","PUBLISHED","2009","","","DAYS0-27","BTSX","UNICEF_CEECIS","0.7","0.68445","","",""
"MORT_200","CH5","PUBLISHED","2005","EUR","SMR","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2009","EUR","DNK","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2005","","","YEARS0-4","BTSX","UNICEF_IND","0.0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2005","AMR","CUB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2008","WPR","TON","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2005","AFR","SSD","DAYS0-27","BTSX","","8.3","8.31590","","",""
"MORT_200","CH5","PUBLISHED","2005","WPR","JPN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2002","AFR","GIN","YEARS0-4","BTSX","","478","477.78440","","",""
"MORT_300","CH5","PUBLISHED","2009","AFR","SSD","YEARS0-4","BTSX","","2.5","2.47818","","",""
"MORT_200","CH5","PUBLISHED","2010","","","DAYS0-27","BTSX","WBDCP_LAC","0","0.04707","","",""
"MORT_100","CH5","PUBLISHED","2000","EUR","HUN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2010","AMR","URY","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2011","EUR","SRB","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2010","AMR","CAN","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2011","EUR","POL","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2006","WPR","MHL","DAYS0-27","BTSX","","0.1","0.10359","","",""
"MORT_300","CH5","PUBLISHED","2001","EUR","IRL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2002","","","YEARS0-4","BTSX","MDG_OCE","0.9","0.90451","","",""
"MORT_100","CH5","PUBLISHED","2004","","","DAYS0-27","BTSX","MDG_NAF","902","901.52020","","",""
"MORT_300","CH5","PUBLISHED","2006","AFR","NER","YEARS0-4","BTSX","","0.8","0.78180","","",""
"MORT_300","CH5","PUBLISHED","2012","AMR","KNA","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2000","EUR","MKD","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2004","SEAR","IDN","MONTHS1-59","BTSX","","53","52.78729","","",""
"MORT_100","CH5","PUBLISHED","2010","EUR","DEU","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2013","EUR","ARM","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2003","EMR","IRQ","DAYS0-27","BTSX","","0.2","0.17817","","",""
"MORT_200","CH5","PUBLISHED","2007","AMR","JAM","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2004","EUR","LVA","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2004","EMR","SDN","MONTHS1-59","BTSX","","0","0.01030","","",""
"MORT_300","CH5","PUBLISHED","2013","","","DAYS0-27","BTSX","WBDCP_MIDEASTNAF","1.1","1.10968","","",""
"MORT_100","CH5","PUBLISHED","2009","EUR","GBR","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2013","WPR","KIR","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2012","EUR","BLR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2013","EUR","UKR","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2003","SEAR","TLS","DAYS0-27","BTSX","","33","33.01699","","",""
"MORT_300","CH5","PUBLISHED","2001","SEAR","IND","YEARS0-4","BTSX","","1.7","1.74962","","",""
"MORT_300","CH5","PUBLISHED","2005","EUR","EST","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2007","EUR","NLD","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2001","EUR","TUR","MONTHS1-59","BTSX","","0","0.00040","","",""
"MORT_200","CH5","PUBLISHED","2009","EUR","MNE","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2013","AMR","TTO","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2001","AFR","NGA","DAYS0-27","BTSX","","3.3","3.32163","","",""
"MORT_200","CH5","PUBLISHED","2003","AFR","TCD","DAYS0-27","BTSX","","2.9","2.89558","","",""
"MORT_300","CH5","PUBLISHED","2001","","","DAYS0-27","BTSX","REG6_SEAR","3.3","3.29384","","",""
"MORT_100","CH5","PUBLISHED","2003","","","MONTHS1-59","BTSX","REG6_AMR","16","15.66527","","",""
"MORT_100","CH5","PUBLISHED","2010","","","MONTHS1-59","BTSX","REG7_WPR","39","38.60859","","",""
"MORT_100","CH5","PUBLISHED","2007","EUR","HRV","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2004","EUR","GBR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2000","AMR","CRI","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2010","AMR","CAN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2009","EMR","LBY","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2003","WPR","MYS","DAYS0-27","BTSX","","55","54.88820","","",""
"MORT_300","CH5","PUBLISHED","2011","AMR","BRA","DAYS0-27","BTSX","","0","0.00963","","",""
"MORT_100","CH5","PUBLISHED","2009","","","MONTHS1-59","BTSX","UNICEF_TACRO","10","9.94723","","",""
"MORT_100","CH5","PUBLISHED","2002","EMR","TUN","YEARS0-4","BTSX","","36","36.28991","","",""
"MORT_100","CH5","PUBLISHED","2008","SEAR","IDN","DAYS0-27","BTSX","","521","520.60030","","",""
"MORT_300","CH5","PUBLISHED","2010","AMR","ATG","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2009","AFR","SYC","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2008","WPR","AUS","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2010","AFR","TZA","YEARS0-4","BTSX","","0.2","0.24496","","",""
"MORT_100","CH5","PUBLISHED","2000","","","DAYS0-27","BTSX","REG7_AMR","1100","1099.72500","","",""
"MORT_300","CH5","PUBLISHED","2012","EUR","SMR","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2007","WPR","COK","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2011","SEAR","MDV","YEARS0-4","BTSX","","0","0.24317","","",""
"MORT_200","CH5","PUBLISHED","2005","","","YEARS0-4","BTSX","UNICEF_MENA","0.3","0.33557","","",""
"MORT_300","CH5","PUBLISHED","2004","","","DAYS0-27","BTSX","MDG_SSA","4.1","4.14479","","",""
"MORT_100","CH5","PUBLISHED","2001","AMR","CHL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2009","EMR","YEM","MONTHS1-59","BTSX","","0","0.03272","","",""
"MORT_300","CH5","PUBLISHED","2013","EUR","AZE","YEARS0-4","BTSX","","0.2","0.19810","","",""
"MORT_100","CH5","PUBLISHED","2001","AMR","COL","DAYS0-27","BTSX","","11","11.46804","","",""
"MORT_100","CH5","PUBLISHED","2011","EUR","CYP","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2011","SEAR","IND","MONTHS1-59","BTSX","","0","0.02605","","",""
"MORT_300","CH5","PUBLISHED","2000","AFR","BEN","MONTHS1-59","BTSX","","0","0.01168","","",""
"MORT_300","CH5","PUBLISHED","2012","WPR","PHL","MONTHS1-59","BTSX","","0","0.01395","","",""
"MORT_100","CH5","PUBLISHED","2001","AMR","DOM","DAYS0-27","BTSX","","61","60.79786","","",""
"MORT_100","CH5","PUBLISHED","2001","AFR","GAB","MONTHS1-59","BTSX","","2","1.66050","","",""
"MORT_200","CH5","PUBLISHED","2000","EUR","ISL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2001","SEAR","MMR","YEARS0-4","BTSX","","500","499.55260","","",""
"MORT_100","CH5","PUBLISHED","2003","AFR","BDI","YEARS0-4","BTSX","","391","391.47320","","",""
"MORT_200","CH5","PUBLISHED","2002","SEAR","IDN","MONTHS1-59","BTSX","","0","0.01368","","",""
"MORT_200","CH5","PUBLISHED","2007","EUR","ISL","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2010","AFR","COM","YEARS0-4","BTSX","","12","12.49729","","",""
"MORT_300","CH5","PUBLISHED","2002","EUR","SVK","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2010","AFR","AGO","YEARS0-4","BTSX","","1.3","1.29821","","",""
"MORT_200","CH5","PUBLISHED","2013","EUR","BGR","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2001","EUR","LVA","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2003","EMR","AFG","YEARS0-4","BTSX","","2626","2625.76800","","",""
"MORT_200","CH5","PUBLISHED","2005","EUR","NOR","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2009","EMR","SOM","YEARS0-4","BTSX","","4.3","4.31677","","",""
"MORT_300","CH5","PUBLISHED","2005","SEAR","MDV","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2005","AFR","MWI","YEARS0-4","BTSX","","0.4","0.41816","","",""
"MORT_300","CH5","PUBLISHED","2007","AMR","CRI","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2013","EUR","ALB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2007","AFR","NER","YEARS0-4","BTSX","","1","0.98796","","",""
"MORT_200","CH5","PUBLISHED","2007","EUR","SVK","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2013","WPR","TON","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2004","AFR","GHA","YEARS0-4","BTSX","","396","396.20800","","",""
"MORT_200","CH5","PUBLISHED","2003","","","YEARS0-4","BTSX","WBINC_HIINC","0","0.00259","","",""
"MORT_300","CH5","PUBLISHED","2004","AMR","KNA","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2000","EUR","ALB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2006","EUR","ALB","YEARS0-4","BTSX","","2","2.49711","","",""
"MORT_300","CH5","PUBLISHED","2003","EMR","ARE","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2007","","","MONTHS1-59","BTSX","WBDCP_LAC","0","0.00715","","",""
"MORT_300","CH5","PUBLISHED","2013","EMR","DJI","YEARS0-4","BTSX","","0.6","0.57409","","",""
"MORT_100","CH5","PUBLISHED","2004","EUR","ALB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2005","EUR","UZB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2008","EMR","DJI","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2008","WPR","PLW","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2002","EUR","SMR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2004","SEAR","LKA","YEARS0-4","BTSX","","0.5","0.54551","","",""
"MORT_300","CH5","PUBLISHED","2008","AFR","NAM","YEARS0-4","BTSX","","0.3","0.28245","","",""
"MORT_200","CH5","PUBLISHED","2006","AFR","ERI","MONTHS1-59","BTSX","","0","0.00134","","",""
"MORT_300","CH5","PUBLISHED","2011","AFR","COG","YEARS0-4","BTSX","","0.3","0.33564","","",""
"MORT_300","CH5","PUBLISHED","2001","AMR","BRB","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2000","AMR","HTI","YEARS0-4","BTSX","","1","1.00802","","",""
"MORT_300","CH5","PUBLISHED","2005","EUR","POL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH5","PUBLISHED","2007","EUR","AZE","YEARS0-4","BTSX","","0.3","0.27226","","",""
"MORT_100","CH5","PUBLISHED","2006","","","MONTHS1-59","BTSX","UNICEF_WCARO","217","217.49930","","",""
"MORT_100","CH5","PUBLISHED","2002","WPR","VNM","YEARS0-4","BTSX","","154","154.24510","","",""
"MORT_200","CH5","PUBLISHED","2012","","","MONTHS1-59","BTSX","UNICEF_WCARO","0","0.01001","","",""
"MORT_300","CH5","PUBLISHED","2009","EUR","POL","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2013","WPR","TUV","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2013","EUR","SMR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH5","PUBLISHED","2007","","","YEARS0-4","BTSX","REG7_EUR","477","477.04800","","",""
"MORT_100","CH5","PUBLISHED","2001","WPR","MYS","YEARS0-4","BTSX","","55","55.43660","","",""
"MORT_200","CH5","PUBLISHED","2002","","","YEARS0-4","BTSX","REG7_EMR","1.4","1.36529","","",""
"MORT_200","CH5","PUBLISHED","2000","EUR","NOR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH5","PUBLISHED","2013","AFR","SSD","MONTHS1-59","BTSX","","0","0.00176","","",""
"MORT_100","CH5","PUBLISHED","2006","","","YEARS0-4","BTSX","UNICEF_MENA","2774","2774.02300","","",""
"MORT_300","CH5","PUBLISHED","2010","EMR","DJI","MONTHS1-59","BTSX","","0","0.00000","","",""
