"GHO","GBDCHILDCAUSES","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","MGHEREG","Display Value","Numeric","Low","High","Comments"
"MORT_200","CH6","PUBLISHED","2004","","","MONTHS1-59","BTSX","REG7_AMR","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2000","","","MONTHS1-59","BTSX","REG6_EMR","46034","46034.47000","","",""
"MORT_200","CH6","PUBLISHED","2005","","","DAYS0-27","BTSX","WBINC_LMINC","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2005","","","DAYS0-27","BTSX","WBINC_HIINC","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2012","EMR","LBN","MONTHS1-59","BTSX","","0","0.01505","","",""
"MORT_100","CH6","PUBLISHED","2003","AMR","BRB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2008","EUR","SVK","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2004","AFR","RWA","YEARS0-4","BTSX","","0.1","0.05874","","",""
"MORT_200","CH6","PUBLISHED","2010","WPR","SLB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2004","EUR","ISR","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2005","","","DAYS0-27","BTSX","REG6_WPR","0.0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2007","","","YEARS0-4","BTSX","MDG_OCE","60","60.20932","","",""
"MORT_100","CH6","PUBLISHED","2000","EUR","GRC","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2007","EUR","ESP","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2009","EUR","BGR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2010","WPR","NRU","MONTHS1-59","BTSX","","0.3","0.25722","","",""
"MORT_300","CH6","PUBLISHED","2006","EUR","ALB","MONTHS1-59","BTSX","","0.1","0.07704","","",""
"MORT_300","CH6","PUBLISHED","2008","EUR","PRT","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2004","EUR","MNE","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2008","WPR","TON","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2000","WPR","MNG","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2001","","","DAYS0-27","BTSX","WBINC_LOINC","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2004","EMR","SDN","YEARS0-4","BTSX","","4048","4048.32200","","",""
"MORT_300","CH6","PUBLISHED","2000","","","MONTHS1-59","BTSX","UNICEF_EAPRO","5.1","5.09639","","",""
"MORT_200","CH6","PUBLISHED","2009","AMR","ECU","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2002","EMR","SDN","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2001","WPR","SGP","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2010","AMR","KNA","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2006","WPR","BRN","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2010","EUR","TKM","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2003","AFR","SLE","YEARS0-4","BTSX","","10.1","10.14261","","",""
"MORT_100","CH6","PUBLISHED","2001","WPR","PNG","MONTHS1-59","BTSX","","964","963.66080","","",""
"MORT_100","CH6","PUBLISHED","2005","AFR","SLE","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2007","","","DAYS0-27","BTSX","REG7_EUR","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2000","AFR","AGO","YEARS0-4","BTSX","","1.6","1.64358","","",""
"MORT_300","CH6","PUBLISHED","2000","EMR","IRQ","MONTHS1-59","BTSX","","2.8","2.82584","","",""
"MORT_200","CH6","PUBLISHED","2000","AMR","HTI","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2001","EUR","MNE","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2010","EUR","ISL","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2005","EUR","TUR","MONTHS1-59","BTSX","","5","5.42450","","",""
"MORT_100","CH6","PUBLISHED","2009","","","DAYS0-27","BTSX","WBINC_LOINC","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2010","AMR","HND","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2001","AMR","URY","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2007","AFR","ETH","MONTHS1-59","BTSX","","1.3","1.25578","","",""
"MORT_200","CH6","PUBLISHED","2011","EMR","SOM","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2005","EMR","OMN","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2008","","","DAYS0-27","BTSX","WBINC_LOINC","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2008","WPR","NRU","MONTHS1-59","BTSX","","0","0.04243","","",""
"MORT_100","CH6","PUBLISHED","2010","AFR","NER","YEARS0-4","BTSX","","370","369.52080","","",""
"MORT_200","CH6","PUBLISHED","2008","EMR","ARE","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2000","AMR","CHL","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2005","EMR","JOR","YEARS0-4","BTSX","","0","0.00257","","",""
"MORT_100","CH6","PUBLISHED","2002","WPR","AUS","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2008","AFR","RWA","MONTHS1-59","BTSX","","0.6","0.57162","","",""
"MORT_100","CH6","PUBLISHED","2007","SEAR","THA","YEARS0-4","BTSX","","47","46.81319","","",""
"MORT_200","CH6","PUBLISHED","2007","WPR","LAO","YEARS0-4","BTSX","","10","10.01853","","",""
"MORT_200","CH6","PUBLISHED","2009","EUR","LTU","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2009","AMR","BOL","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2010","EUR","HUN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2011","EUR","ISR","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2000","AFR","BWA","YEARS0-4","BTSX","","366","365.99260","","",""
"MORT_300","CH6","PUBLISHED","2000","AMR","DOM","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2002","AFR","TCD","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2012","AFR","CAF","YEARS0-4","BTSX","","1.3","1.28969","","",""
"MORT_300","CH6","PUBLISHED","2012","AFR","UGA","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2008","AMR","PRY","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2009","AFR","BDI","MONTHS1-59","BTSX","","0.4","0.38394","","",""
"MORT_200","CH6","PUBLISHED","2012","EUR","LUX","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2012","AMR","NIC","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2000","SEAR","BGD","MONTHS1-59","BTSX","","12695","12695.47000","","",""
"MORT_100","CH6","PUBLISHED","2003","EMR","LBN","YEARS0-4","BTSX","","49","49.30842","","",""
"MORT_200","CH6","PUBLISHED","2006","AMR","CHL","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2011","WPR","KHM","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2004","AFR","TCD","YEARS0-4","BTSX","","3465","3464.96200","","",""
"MORT_300","CH6","PUBLISHED","2004","","","YEARS0-4","BTSX","MDG_CCA","0.0","0.04412","","",""
"MORT_100","CH6","PUBLISHED","2004","","","DAYS0-27","BTSX","MDG_NAF","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2001","AFR","MRT","MONTHS1-59","BTSX","","8.3","8.25782","","",""
"MORT_300","CH6","PUBLISHED","2013","EUR","KAZ","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2002","","","DAYS0-27","BTSX","WBINC_LOINC","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2006","","","YEARS0-4","BTSX","WBDCP_HIINCOME","50","50.09202","","",""
"MORT_200","CH6","PUBLISHED","2002","AMR","HND","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2007","WPR","LAO","YEARS0-4","BTSX","","10.7","10.73648","","",""
"MORT_100","CH6","PUBLISHED","2011","EMR","OMN","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2009","AFR","CMR","YEARS0-4","BTSX","","0.4","0.35030","","",""
"MORT_200","CH6","PUBLISHED","2002","AMR","ECU","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2001","AMR","TTO","YEARS0-4","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2004","EUR","GEO","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_200","CH6","PUBLISHED","2010","AMR","TTO","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2004","","","YEARS0-4","BTSX","REG6_AFR","156616","156615.90000","","",""
"MORT_200","CH6","PUBLISHED","2008","AMR","COL","DAYS0-27","BTSX","","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2011","WPR","SLB","MONTHS1-59","BTSX","","0","0.00000","","",""
"MORT_100","CH6","PUBLISHED","2004","EMR","MAR","MONTHS1-59","BTSX","","38","38.41498","","",""
"MORT_200","CH6","PUBLISHED","2000","","","DAYS0-27","BTSX","REG7_EUR","0","0.00000","","",""
"MORT_300","CH6","PUBLISHED","2000","","","YEARS0-4","BTSX","REG6_SEAR","3.7","3.65820","","",""
"MORT_100","CH6","PUBLISHED","2006","","","YEARS0-4","BTSX","MDG_EAS","2531","2530.99700","","",""
