YEAR,COUNTRY,AGEGROUP,SEX,Display Value
2012,RUS,AGE25-29,MLE,0.004053
2000,YEM,AGE50-54,FMLE,0.009776
2000,ALB,AGE25-29,MLE,0.003
2013,DZA,AGE25-29,FMLE,0.001043
2000,DZA,AGE75-79,MLE,0.089469
2000,JAM,AGE30-34,MLE,0.00534
2000,CAN,AGE70-74,FMLE,0.018932
2012,GMB,AGE85-89,MLE,0.252097
2013,COK,AGE20-24,MLE,0.001393
1990,VNM,AGE80-84,FMLE,0.071
2000,,AGE100PLUS,MLE,0.374033
2012,ALB,AGE25-29,FMLE,0.000689
2013,RUS,AGE100PLUS,MLE,0.58257
1990,LTU,AGE70-74,MLE,0.056864
2012,ALB,AGE60-64,FMLE,0.009767
1990,AGO,AGE70-74,FMLE,0.074672
2000,KGZ,AGE25-29,MLE,0.003
2013,CHN,AGE60-64,MLE,0.015251
1990,WSM,AGE50-54,FMLE,0.009349
2012,SWE,AGE80-84,FMLE,0.051569
2013,MDG,AGE95-99,MLE,0.37122
1990,LUX,AGE15-19,FMLE,0.000215
2013,BTN,AGE60-64,FMLE,0.019998
2012,SAU,AGE10-14,FMLE,0.000357
2000,DZA,AGE50-54,FMLE,0.006199
1990,NIU,AGE75-79,FMLE,0.071115
2012,RUS,AGE60-64,MLE,0.041706
2000,TZA,AGE15-19,FMLE,0.003392
2000,QAT,AGE80-84,FMLE,0.082196
2013,DJI,AGE40-44,FMLE,0.007139
1990,KIR,AGE70-74,FMLE,0.053664
2013,DEU,AGE5-9,FMLE,0.000074
2013,SSD,AGE90-94,FMLE,0.319026
2000,RUS,AGE30-34,FMLE,0.001787
1990,KNA,AGE15-19,FMLE,0.001
2013,MLT,AGE90-94,MLE,0.178645
2000,CHN,AGE25-29,FMLE,0.001072
2012,BEL,AGE85-89,MLE,0.140336
2013,,AGE80-84,FMLE,0.089741
2012,BGR,AGE10-14,MLE,0.000322
1990,CIV,AGE40-44,FMLE,0.010862
2012,NRU,AGE10-14,FMLE,0.000075
1990,YEM,AGE70-74,MLE,0.068693
2013,AGO,AGE40-44,FMLE,0.009574
2012,NIU,AGE30-34,MLE,0.001539
2013,AGO,AGE5-9,FMLE,0.006274
1990,ALB,AGE50-54,FMLE,0.004925
2000,TUN,AGE5-9,FMLE,0
2012,CHN,AGE65-69,FMLE,0.018583
2012,ATG,AGE50-54,MLE,0.011026
1990,MNE,AGE20-24,FMLE,0.000462
2013,CAN,AGE95-99,MLE,0.289665
2000,RUS,AGE55-59,MLE,0.03376
2000,KGZ,AGE5-9,FMLE,0
2000,CHN,AGE85-89,MLE,0.18851
2013,DOM,AGE100PLUS,MLE,0.224763
2000,DZA,AGE15-19,FMLE,0.000823
2012,GMB,AGE60-64,FMLE,0.01871
2000,SSD,AGE45-49,FMLE,0.012007
2013,RUS,AGE5-9,FMLE,0.000246
2013,BTN,AGE40-44,MLE,0.005795
2013,QAT,AGE55-59,FMLE,0.005002
2013,TZA,AGE95-99,FMLE,0.412948
2012,URY,AGE85-89,MLE,0.143083
1990,RUS,AGE15-19,MLE,0.001622
2000,MLT,AGE100PLUS,FMLE,0.526281
2000,SGP,AGE85-89,FMLE,0.098388
2013,BTN,AGE5-9,MLE,0.001767
2000,MDG,AGE85-89,MLE,0.209368
2000,,AGE25-29,BTSX,0.001669
1990,DOM,AGE70-74,FMLE,0.037018
2012,MNE,AGE65-69,FMLE,0.015999
2012,KWT,AGE80-84,FMLE,0.10387
2013,LKA,AGE65-69,MLE,0.02816
1990,,AGE100PLUS,MLE,0.46593
2000,BOL,AGE25-29,MLE,0.003765
2000,CHL,AGE35-39,FMLE,0.001
1990,DJI,AGE95-99,MLE,0.575252
1990,,AGE85-89,FMLE,0.143456
2012,LBR,AGE55-59,FMLE,0.014172
2000,MMR,AGE85-89,FMLE,0.215373
2012,NGA,AGE90-94,FMLE,0.346121
2013,COK,AGE100PLUS,MLE,0.4062
2000,TKM,AGE50-54,FMLE,0.01011
2013,UGA,AGE10-14,MLE,0.002871
2013,KAZ,AGE85-89,FMLE,0.215468
1990,AUS,AGE70-74,MLE,0.040837
2013,NGA,AGE85-89,MLE,0.267336
2013,CMR,AGE40-44,MLE,0.012386
2000,AUT,AGE45-49,FMLE,0.002043
2012,BRA,AGE35-39,MLE,0.003486
2012,KIR,AGE80-84,FMLE,0.126245
2000,GEO,AGE75-79,MLE,0.086656
2013,NOR,AGE10-14,FMLE,0.00005
2012,PNG,AGE5-9,FMLE,0.000927
2012,ECU,AGE50-54,FMLE,0.003805
2012,FRA,AGE60-64,MLE,0.011671
2013,ISR,AGE10-14,MLE,0.000137
1990,AFG,AGE70-74,MLE,0.080781
1990,NAM,AGE70-74,FMLE,0.062474
2000,TLS,AGE1-4,FMLE,0.006178
1990,CPV,AGE20-24,MLE,0.002563
2012,MKD,AGE35-39,MLE,0.001369
2013,,AGE35-39,MLE,0.002049
2000,NRU,AGE30-34,MLE,0.000676
2013,ISL,AGE60-64,FMLE,0.005185
2000,,AGE90-94,FMLE,0.194151
2012,GNB,AGE90-94,MLE,0.442971
2000,THA,AGE55-59,MLE,0.013261
2013,NZL,AGE100PLUS,FMLE,0.401678
2012,SLE,AGE60-64,MLE,0.040314
1990,GIN,AGE10-14,FMLE,0.003943
1990,PRK,AGE45-49,MLE,0.004135
2013,SGP,AGE75-79,MLE,0.045773
1990,YEM,AGE45-49,MLE,0.01
2000,VNM,AGE45-49,FMLE,0.002
2012,CAF,AGE80-84,FMLE,0.148394
1990,CHE,AGE45-49,FMLE,0.002011
1990,TUN,AGE85-89,MLE,0.197
1990,LCA,AGE10-14,MLE,0.00054
1990,BLZ,AGE35-39,FMLE,0.002
2013,ARM,AGE100PLUS,MLE,0.618204
2012,IND,AGELT1,FMLE,0.045718
2013,NAM,AGE5-9,FMLE,0.000828
2012,SYC,AGE30-34,FMLE,0.001057
2012,AZE,AGE1-4,MLE,0.001351
2000,LAO,AGE75-79,FMLE,0.088
2013,BHS,AGE60-64,MLE,0.015329
1990,NIU,AGE20-24,MLE,0.002255
2000,MCO,AGE75-79,FMLE,0.025115
1990,MDV,AGE15-19,MLE,0.002
1990,TCD,AGE50-54,MLE,0.022574
2012,BEN,AGE55-59,FMLE,0.012824
2013,PNG,AGE70-74,MLE,0.085076
2000,MLI,AGE20-24,MLE,0.004485
2012,PLW,AGE60-64,MLE,0.020377
1990,NOR,AGE75-79,FMLE,0.041005
2013,GTM,AGE10-14,MLE,0.00066
2000,MDA,AGE80-84,FMLE,0.123394
2000,SVK,AGE80-84,MLE,0.123223
2000,BLZ,AGE75-79,FMLE,0.047363
1990,DNK,AGE20-24,MLE,0.000881
2013,MDV,AGE10-14,FMLE,0.000266
2000,ZAF,AGE70-74,FMLE,0.046989
1990,UZB,AGE15-19,MLE,0.00095
2013,DMA,AGE95-99,MLE,0.298826
2012,,AGE90-94,MLE,0.233334
2000,COK,AGE25-29,MLE,0.002
2013,IRQ,AGE65-69,FMLE,0.021321
1990,LAO,AGE55-59,MLE,0.023
2013,PAN,AGE40-44,MLE,0.003331
2013,,AGE70-74,BTSX,0.036804
2013,LAO,AGE95-99,FMLE,0.425431
1990,,AGE10-14,FMLE,0.000216
2013,,AGE90-94,MLE,0.342736
2013,GNQ,AGE30-34,MLE,0.007905
2013,YEM,AGE5-9,MLE,0.00157
2012,CAF,AGE25-29,MLE,0.007516
1990,BRN,AGE75-79,MLE,0.106107
2013,SUR,AGE70-74,MLE,0.033384
2013,ZWE,AGE35-39,MLE,0.013623
2012,SLB,AGE25-29,FMLE,0.001778
1990,MNE,AGE1-4,MLE,0.000457
2013,JPN,AGE10-14,MLE,0.000135
2012,KOR,AGE30-34,MLE,0.000834
2000,COD,AGE45-49,MLE,0.014258
2000,MNG,AGE60-64,FMLE,0.025543
2000,SSD,AGE40-44,MLE,0.012
2012,SWE,AGE25-29,MLE,0.000725
2013,DJI,AGE100PLUS,MLE,0.715381
1990,HRV,AGE100PLUS,FMLE,0.48053
2012,IRN,AGE1-4,MLE,0.000645
1990,CYP,AGELT1,MLE,0.011054
2000,,AGE15-19,BTSX,0.001743
2013,MWI,AGE60-64,MLE,0.024851
1990,COL,AGE65-69,MLE,0.021882
2012,CMR,AGE35-39,MLE,0.011029
2000,TUN,AGE60-64,MLE,0.016052
1990,COM,AGE15-19,MLE,0.00326
2012,MLT,AGE40-44,MLE,0.001686
2013,,AGE1-4,FMLE,0.003312
1990,ZAF,AGE10-14,MLE,0.001307
2012,UZB,AGE25-29,MLE,0.001745
2012,,AGE15-19,BTSX,0.000498
2012,SDN,AGE25-29,FMLE,0.003223
2012,MUS,AGE60-64,FMLE,0.012099
2000,PRK,AGE50-54,MLE,0.009335
1990,HND,AGE35-39,FMLE,0.003729
2012,COL,AGE65-69,MLE,0.017392
2000,NZL,AGE35-39,MLE,0.001334
2012,LBY,AGE35-39,MLE,0.001205
1990,COL,AGE20-24,MLE,0.004698
2013,EST,AGE90-94,MLE,0.219896
2000,MKD,AGE30-34,MLE,0.001014
1990,SMR,AGE55-59,MLE,0.006595
2013,MYS,AGE20-24,MLE,0.001383
2000,YEM,AGE25-29,FMLE,0.003
2000,TUR,AGE55-59,FMLE,0.00616
2012,ZAF,AGE90-94,MLE,0.231462
2000,BLZ,AGE20-24,MLE,0.001485
2012,ERI,AGE25-29,FMLE,0.002412
2013,KNA,AGE65-69,FMLE,0.016683
1990,SEN,AGE100PLUS,FMLE,0.641135
2000,MDV,AGE80-84,FMLE,0.177751
1990,MEX,AGE70-74,FMLE,0.028121
2013,NLD,AGE5-9,FMLE,0.000067
2012,ARM,AGE35-39,FMLE,0.001118
2012,KNA,AGE50-54,MLE,0.010145
1990,EGY,AGE100PLUS,MLE,0.586827
2000,URY,AGE85-89,FMLE,0.108
2013,GHA,AGE70-74,MLE,0.051469
1990,SLB,AGE75-79,MLE,0.108557
2013,GEO,AGE5-9,MLE,0.000251
2012,,AGE40-44,MLE,0.003482
2000,,AGE45-49,MLE,0.005949
2000,NGA,AGE15-19,FMLE,0.004732
1990,,AGE25-29,FMLE,0.001212
2000,CUB,AGE80-84,MLE,0.09023
2012,SMR,AGE65-69,MLE,0.010267
2000,MUS,AGE45-49,MLE,0.007617
1990,MLT,AGE50-54,FMLE,0.002892
2013,NRU,AGE95-99,FMLE,0.186909
2013,MLI,AGE30-34,MLE,0.004042
2012,NER,AGE85-89,FMLE,0.27628
2000,NLD,AGE55-59,MLE,0.008082
2013,IDN,AGE100PLUS,FMLE,0.562539
1990,COL,AGE75-79,FMLE,0.046261
2012,COM,AGE60-64,MLE,0.029012
2012,LSO,AGE60-64,FMLE,0.023739
1990,YEM,AGE70-74,FMLE,0.056
2000,,AGE35-39,MLE,0.00298
2000,COL,AGE1-4,FMLE,0.000923
2012,SRB,AGE1-4,MLE,0.000249
2012,PAK,AGE1-4,FMLE,0.004999
2013,CZE,AGE15-19,MLE,0.000507
2000,VCT,AGELT1,FMLE,0.01813
1990,ZAF,AGE80-84,MLE,0.172109
2012,CPV,AGE5-9,FMLE,0.000226
1990,MLI,AGE95-99,MLE,0.555919
2000,GHA,AGE70-74,MLE,0.055281
2012,MNG,AGE55-59,MLE,0.022236
2000,NIC,AGE25-29,MLE,0.002024
1990,PNG,AGELT1,FMLE,0.061871
2013,MWI,AGE1-4,FMLE,0.006234
2000,LBY,AGE50-54,FMLE,0.005153
2013,BIH,AGE100PLUS,MLE,0.391031
1990,LAO,AGE5-9,FMLE,0.003
2012,MOZ,AGE30-34,MLE,0.0116
2013,THA,AGE40-44,FMLE,0.002076
2012,ZAF,AGE30-34,FMLE,0.010798
2012,GRD,AGE1-4,MLE,0.000755
2013,JOR,AGE70-74,FMLE,0.033917
2013,LVA,AGE60-64,MLE,0.027617
2013,CUB,AGE90-94,MLE,0.193735
2000,TTO,AGE30-34,MLE,0.003211
2012,IRL,AGE5-9,FMLE,0.00009
2000,NRU,AGELT1,MLE,0.023
2012,COL,AGELT1,MLE,0.017161
2000,BIH,AGE20-24,MLE,0.000982
2013,KNA,AGE10-14,MLE,0.000349
2013,VCT,AGE40-44,FMLE,0.002577
1990,SDN,AGE40-44,MLE,0.008771
2013,CMR,AGE85-89,MLE,0.241088
2012,GUY,AGE75-79,FMLE,0.078075
2012,BRA,AGE80-84,MLE,0.101134
2013,PRT,AGE90-94,MLE,0.2093
1990,BRA,AGE90-94,FMLE,0.226974
1990,AZE,AGE45-49,FMLE,0.004921
2000,KNA,AGE55-59,FMLE,0.008772
1990,ARE,AGE15-19,FMLE,0.000514
1990,,AGE65-69,MLE,0.0334
2013,GRD,AGE5-9,MLE,0.000541
2012,SRB,AGE10-14,FMLE,0.000132
2012,PAK,AGE60-64,MLE,0.020957
1990,NGA,AGE25-29,MLE,0.007974
1990,BDI,AGE100PLUS,MLE,0.637022
1990,LVA,AGELT1,MLE,0.019
2000,DMA,AGE25-29,FMLE,0.000978
2000,COL,AGE60-64,MLE,0.014943
2013,GEO,AGE60-64,FMLE,0.008897
2013,TUN,AGE70-74,MLE,0.03867
2012,ARE,AGE25-29,FMLE,0.000264
1990,CZE,AGE1-4,MLE,0.000508
2013,SWZ,AGE10-14,MLE,0.002627
2000,KGZ,AGE45-49,FMLE,0.004833
2000,PRT,AGE80-84,MLE,0.104889
2000,LAO,AGE70-74,FMLE,0.054
2012,SLE,AGE1-4,FMLE,0.018922
2000,COD,AGE1-4,MLE,0.017759
1990,,AGE45-49,MLE,0.007266
1990,AZE,AGE35-39,MLE,0.004
2012,LSO,AGE5-9,MLE,0.004063
1990,TON,AGE20-24,FMLE,0.000543
2000,BLZ,AGE10-14,MLE,0.001
1990,KAZ,AGE15-19,MLE,0.001438
2013,MAR,AGE30-34,FMLE,0.001295
1990,ESP,AGE45-49,FMLE,0.001673
2000,KGZ,AGE25-29,MLE,0.003179
2013,MEX,AGE30-34,MLE,0.002818
2000,CHL,AGE40-44,MLE,0.003
1990,THA,AGE80-84,FMLE,0.096
2013,BLZ,AGE85-89,FMLE,0.123189
2012,ETH,AGELT1,FMLE,0.041788
2013,GRC,AGE10-14,MLE,0.000109
1990,GHA,AGE85-89,FMLE,0.25
2000,MDV,AGE1-4,FMLE,0.002244
2012,ITA,AGE10-14,MLE,0.000124
1990,,AGE50-54,MLE,0.017196
1990,NRU,AGE1-4,FMLE,0.002
2012,TCD,AGE25-29,MLE,0.006165
2013,GUY,AGE35-39,FMLE,0.004594
1990,LBR,AGE10-14,FMLE,0.004051
1990,MNG,AGE45-49,MLE,0.009007
1990,ROU,AGE1-4,MLE,0.001846
1990,PRY,AGE100PLUS,FMLE,0.315206
1990,SRB,AGE25-29,MLE,0.001205
2013,,AGE1-4,FMLE,0.002889
1990,PAK,AGE25-29,FMLE,0.002475
2013,GUY,AGE70-74,FMLE,0.046883
2012,,AGE65-69,BTSX,0.032353
1990,SWZ,AGE95-99,FMLE,0.419964
2000,ESP,AGE75-79,MLE,0.053959
2013,SEN,AGE95-99,MLE,0.53578
1990,MKD,AGE80-84,FMLE,0.094358
2013,,AGE70-74,BTSX,0.028629
2012,SOM,AGE90-94,MLE,0.313271
2012,IRN,AGE10-14,FMLE,0.000311
2013,MNG,AGE15-19,MLE,0.000821
2012,MEX,AGE1-4,FMLE,0.000507
1990,TON,AGE80-84,MLE,0.171951
2012,ARE,AGE40-44,MLE,0.001234
2000,,AGE10-14,FMLE,0.002494
2000,GNQ,AGE55-59,MLE,0.022246
2013,SWZ,AGE65-69,FMLE,0.031797
2000,GNQ,AGE20-24,MLE,0.0067
1990,TON,AGE45-49,MLE,0.012865
1990,GUY,AGE100PLUS,FMLE,0.304407
2012,MRT,AGE1-4,MLE,0.00537
2000,BFA,AGE80-84,MLE,0.211952
1990,JPN,AGELT1,MLE,0.004922
2012,AFG,AGE80-84,MLE,0.160656
2000,BFA,AGE100PLUS,FMLE,0.660342
2012,AFG,AGE55-59,FMLE,0.014393
2000,ARM,AGE20-24,MLE,0.000955
2013,TUV,AGE85-89,FMLE,0.163701
1990,THA,AGE90-94,MLE,0.285
2000,ZWE,AGE45-49,FMLE,0.044958
2000,CUB,AGE45-49,MLE,0.004222
2000,RWA,AGE1-4,MLE,0.022589
2000,KAZ,AGE75-79,FMLE,0.07814
1990,KEN,AGE95-99,MLE,0.493804
2013,SUR,AGE90-94,FMLE,0.184081
2013,SVN,AGE15-19,MLE,0.000357
2013,MCO,AGE65-69,MLE,0.015167
2000,,AGE85-89,FMLE,0.168701
2000,AZE,AGE60-64,FMLE,0.018
1990,BIH,AGE95-99,MLE,0.34417
2000,CHN,AGE15-19,MLE,0.001
2013,VNM,AGE70-74,MLE,0.042023
2012,POL,AGE10-14,FMLE,0.000118
2012,,AGELT1,FMLE,0.044611
1990,BEN,AGE10-14,FMLE,0.002017
2013,,AGE95-99,BTSX,0.267019
2000,LAO,AGE50-54,FMLE,0.009751
1990,IRQ,AGE5-9,MLE,0.001
2012,LCA,AGELT1,FMLE,0.013601
2000,TUR,AGE80-84,MLE,0.15479
2012,ITA,AGE65-69,FMLE,0.007048
2012,HUN,AGE1-4,FMLE,0.000202
1990,PRT,AGE50-54,FMLE,0.003634
1990,TON,AGE60-64,FMLE,0.015
2012,CYP,AGE5-9,MLE,0.000166
2012,MOZ,AGE50-54,FMLE,0.016983
2000,BLR,AGE60-64,MLE,0.039184
2013,GRC,AGE30-34,FMLE,0.000309
2000,MDV,AGE25-29,MLE,0.000805
1990,ESP,AGE80-84,FMLE,0.069369
2012,AFG,AGE90-94,FMLE,0.31475
1990,ESP,AGE10-14,FMLE,0.000205
1990,TON,AGE100PLUS,FMLE,0.445575
2013,VCT,AGE85-89,FMLE,0.14241
2000,JOR,AGE5-9,MLE,0.000522
2000,KGZ,AGE1-4,FMLE,0.001743
1990,TUR,AGE40-44,MLE,0.005409
2000,GTM,AGE1-4,MLE,0.002869
2000,IRQ,AGE45-49,MLE,0.004841
2013,BOL,AGE10-14,FMLE,0.001196
2000,UZB,AGE10-14,MLE,0.001
2000,PRY,AGE70-74,FMLE,0.025669
2000,LAO,AGE20-24,MLE,0.003
2013,BEN,AGE60-64,FMLE,0.02084
2012,ETH,AGE55-59,MLE,0.013042
2000,GHA,AGE25-29,MLE,0.005238
2012,FJI,AGE85-89,FMLE,0.172
2013,SEN,AGE35-39,FMLE,0.00368
2000,GAB,AGE100PLUS,MLE,0.555391
2013,THA,AGE100PLUS,MLE,0.521675
1990,VNM,AGELT1,MLE,0.043
2012,AUS,AGE1-4,MLE,0.000203
2012,,AGE20-24,BTSX,0.001354
2012,SOM,AGE65-69,FMLE,0.035029
2000,,AGE80-84,BTSX,0.075658
1990,KNA,AGE95-99,FMLE,0.455274
1990,LCA,AGE20-24,FMLE,0.000828
1990,MDA,AGE100PLUS,MLE,0.477124
2000,AZE,AGE90-94,MLE,0.26
1990,SYR,AGE50-54,MLE,0.007581
2013,TLS,AGE70-74,MLE,0.059073
1990,SYC,AGE100PLUS,FMLE,0.441035
2012,SYR,AGE95-99,MLE,0.423869
2000,LTU,AGE25-29,FMLE,0.001
2012,SYR,AGE1-4,FMLE,0.000888
1990,TUV,AGE85-89,MLE,0.227743
2013,MDA,AGE90-94,FMLE,0.240892
1990,TUR,AGE95-99,FMLE,0.39837
2000,BEN,AGE75-79,MLE,0.122704
2000,GNQ,AGE40-44,FMLE,0.011383
2013,KEN,AGE10-14,FMLE,0.002314
1990,GAB,AGE15-19,MLE,0.002668
2000,AUT,AGE60-64,MLE,0.013684
1990,GAB,AGE50-54,MLE,0.011147
2000,TLS,AGE25-29,MLE,0.003823
2012,CRI,AGE55-59,FMLE,0.004832
2013,SVK,AGE100PLUS,FMLE,0.429979
2000,OMN,AGE85-89,MLE,0.189909
1990,POL,AGE10-14,FMLE,0.000219
1990,COK,AGE45-49,FMLE,0.005
2012,PLW,AGE1-4,FMLE,0
2013,HRV,AGE15-19,MLE,0.000538
2013,GHA,AGE10-14,FMLE,0.00205
2012,PLW,AGE35-39,FMLE,0.001474
2013,GRC,AGE90-94,MLE,0.185196
2013,KAZ,AGE65-69,MLE,0.056323
2013,GTM,AGE30-34,FMLE,0.001922
1990,TON,AGE20-24,MLE,0.002
1990,TUV,AGE50-54,MLE,0.019101
1990,HRV,AGE45-49,MLE,0.007426
2012,GUY,AGELT1,FMLE,0.025344
2012,FSM,AGE1-4,MLE,0.002068
1990,NIU,AGE20-24,FMLE,0.001
2012,MRT,AGE80-84,MLE,0.175117
2000,FSM,AGE75-79,MLE,0.091943
2013,VNM,AGE10-14,FMLE,0.000293
2013,,AGE55-59,MLE,0.015744
2012,CUB,AGE5-9,MLE,0.00019
1990,LCA,AGE80-84,MLE,0.11407
2013,ARM,AGE30-34,MLE,0.001588
2000,GTM,AGE55-59,FMLE,0.008664
1990,LCA,AGE45-49,MLE,0.008432
2012,SYC,AGELT1,FMLE,0.009955
2013,MHL,AGE10-14,MLE,0.000447
2013,OMN,AGE70-74,FMLE,0.029124
2013,SEN,AGE15-19,MLE,0.001952
2000,ECU,AGE20-24,FMLE,0.001
1990,COD,AGE95-99,FMLE,0.460447
2000,GAB,AGE75-79,FMLE,0.073894
1990,TUN,AGE45-49,FMLE,0.003
2012,GAB,AGE35-39,FMLE,0.00929
2013,TLS,AGE10-14,FMLE,0.000664
2013,RWA,AGE30-34,FMLE,0.003388
2012,EST,AGE40-44,MLE,0.004481
2012,LCA,AGE90-94,MLE,0.188814
2012,,AGE30-34,BTSX,0.006757
2012,FSM,AGE90-94,FMLE,0.305584
1990,CHL,AGE80-84,FMLE,0.09
1990,SOM,AGE100PLUS,FMLE,0.54842
1990,ITA,AGE65-69,FMLE,0.012062
1990,SYC,AGE80-84,MLE,0.166157
2013,GAB,AGE65-69,MLE,0.029646
1990,POL,AGE45-49,FMLE,0.003285
1990,URY,AGE15-19,FMLE,0.001
2013,GAB,AGE30-34,MLE,0.005728
2000,AUT,AGE25-29,MLE,0.001074
1990,TLS,AGE40-44,FMLE,0.009623
2012,PHL,AGE90-94,MLE,0.328746
1990,SYC,AGE45-49,MLE,0.011899
2013,BOL,AGE35-39,MLE,0.00542
2012,COG,AGE30-34,FMLE,0.006217
2013,IRN,AGE85-89,MLE,0.170607
2013,GUY,AGE15-19,MLE,0.001842
1990,MRT,AGE45-49,FMLE,0.006241
2013,BFA,AGE30-34,FMLE,0.004832
2000,HRV,AGE25-29,FMLE,0.000429
1990,UKR,AGE80-84,MLE,0.137817
1990,KAZ,AGE50-54,MLE,0.016911
2000,SVK,AGE55-59,FMLE,0.006223
1990,MRT,AGE65-69,FMLE,0.033
2000,TKM,AGE40-44,FMLE,0.004
2012,FSM,AGE55-59,FMLE,0.010477
2000,MHL,AGE20-24,FMLE,0.001418
1990,,AGE85-89,BTSX,0.244647
2013,RWA,AGE65-69,FMLE,0.024345
2012,GAB,AGE60-64,MLE,0.019198
2000,,AGE70-74,BTSX,0.058675
1990,CHE,AGE25-29,MLE,0.001652
1990,SYR,AGE25-29,FMLE,0.001305
1990,IRQ,AGELT1,MLE,0.046682
2012,CHE,AGE1-4,MLE,0.000179
2012,KAZ,AGE1-4,FMLE,0.000471
2012,POL,AGE35-39,MLE,0.00218
2012,BOL,AGE50-54,FMLE,0.00812
1990,FSM,AGE45-49,FMLE,0.005686
2012,MRT,AGE55-59,FMLE,0.010701
1990,COG,AGE10-14,MLE,0.002535
2013,KEN,AGE70-74,MLE,0.051457
1990,IRQ,AGE95-99,FMLE,0.414
2013,MHL,AGE65-69,FMLE,0.02087
2013,MAR,AGE90-94,MLE,0.330777
2013,AUT,AGE10-14,FMLE,0.000078
2012,MDV,AGE95-99,FMLE,0.259396
2012,DOM,AGE70-74,MLE,0.025099
2013,IRN,AGE15-19,MLE,0.001213
2000,LSO,AGE90-94,MLE,0.263273
2013,TZA,AGE25-29,FMLE,0.004597
2000,MRT,AGE25-29,MLE,0.003
2000,STP,AGE40-44,MLE,0.005832
2012,SUR,AGE95-99,FMLE,0.292394
2013,ALB,AGE40-44,FMLE,0.001693
2012,MCO,AGE35-39,MLE,0.001108
2012,COD,AGE70-74,FMLE,0.059455
1990,CZE,AGE90-94,MLE,0.342885
1990,MKD,AGE55-59,FMLE,0.006685
2012,VCT,AGE10-14,FMLE,0.000568
2000,BEL,AGE90-94,MLE,0.264238
1990,ZMB,AGE45-49,FMLE,0.016633
1990,COK,AGE1-4,FMLE,0.001064
2012,SLB,AGE50-54,MLE,0.009713
2012,STP,AGE30-34,FMLE,0.002603
2013,LKA,AGE30-34,MLE,0.002062
2000,HTI,AGE1-4,MLE,0.008362
2013,CUB,AGE55-59,MLE,0.008819
2000,TKM,AGE15-19,FMLE,0.001128
2012,THA,AGE10-14,FMLE,0.000292
2013,UZB,AGE95-99,FMLE,0.226477
1990,AGO,AGELT1,MLE,0.15
2013,KAZ,AGELT1,MLE,0.018124
2012,KIR,AGE45-49,FMLE,0.004221
2000,BLR,AGE55-59,FMLE,0.009588
2000,SVK,AGE45-49,MLE,0.007336
1990,BTN,AGE1-4,MLE,0.0111
2012,VNM,AGE15-19,FMLE,0.00035
2000,MEX,AGE40-44,FMLE,0.001851
2012,GRC,AGE50-54,MLE,0.004931
2000,MLT,AGE10-14,MLE,0.000161
1990,JOR,AGE40-44,MLE,0.003
2000,MRT,AGE5-9,MLE,0.002223
1990,SYC,AGELT1,FMLE,0.01308
1990,NZL,AGE60-64,FMLE,0.010557
2013,NGA,AGE50-54,MLE,0.01539
2012,RUS,AGE70-74,MLE,0.079299
1990,NLD,AGE25-29,MLE,0.000776
2012,IDN,AGE70-74,FMLE,0.041408
2000,MDV,AGE5-9,FMLE,0.001
2000,COM,AGE30-34,MLE,0.004887
1990,GRC,AGE50-54,MLE,0.005267
2012,RWA,AGE60-64,MLE,0.019808
1990,BRA,AGE1-4,MLE,0.002856
1990,,AGE35-39,BTSX,0.007464
2000,SDN,AGE55-59,MLE,0.017292
2012,SEN,AGE65-69,MLE,0.038109
2013,ZWE,AGE1-4,MLE,0.009268
2012,NAM,AGE35-39,MLE,0.009737
2012,BWA,AGE100PLUS,MLE,0.404864
1990,CHN,AGE55-59,MLE,0.013121
2012,SGP,AGE100PLUS,FMLE,0.271639
2000,,AGE75-79,MLE,0.075376
2000,UGA,AGE90-94,MLE,0.379582
2012,ZWE,AGE60-64,FMLE,0.015712
2000,GNQ,AGE5-9,FMLE,0.008094
2013,GAB,AGE15-19,FMLE,0.001671
2013,GIN,AGE95-99,MLE,0.471732
2012,KOR,AGELT1,MLE,0.003509
2000,SSD,AGE90-94,FMLE,0.340213
2013,BFA,AGE20-24,MLE,0.004117
2012,DZA,AGE45-49,MLE,0.00487
1990,JPN,AGE85-89,MLE,0.158676
2012,MCO,AGE90-94,FMLE,0.154637
2013,SRB,AGE25-29,FMLE,0.00037
2000,AUS,AGE85-89,MLE,0.147857
1990,NIC,AGELT1,MLE,0.057975
2000,POL,AGE40-44,MLE,0.004822
2013,BGD,AGE1-4,MLE,0.001884
2013,GMB,AGE40-44,FMLE,0.006335
2013,PRY,AGE80-84,FMLE,0.0645
2012,MNE,AGE5-9,FMLE,0.000156
2012,JOR,AGE40-44,FMLE,0.001879
1990,DEU,AGE35-39,FMLE,0.001035
2012,ARG,AGE10-14,MLE,0.000302
2013,KAZ,AGE50-54,FMLE,0.006785
1990,FJI,AGE5-9,FMLE,0.000828
2012,LUX,AGE15-19,MLE,0.000203
2000,BLZ,AGE40-44,FMLE,0.002304
2012,ALB,AGE50-54,MLE,0.006022
1990,DJI,AGE1-4,FMLE,0.00732
1990,TKM,AGE80-84,MLE,0.130388
2000,,AGE55-59,BTSX,0.01062
2013,CUB,AGELT1,FMLE,0.003706
2000,TJK,AGE70-74,MLE,0.055627
1990,,AGE75-79,MLE,0.100911
2013,SLB,AGE100PLUS,MLE,0.615321
1990,SLV,AGE80-84,FMLE,0.09926
