iso_code,year,rateofoutofschoolM
HTI,1981,62.68655
HTI,1982,56.16373
HTI,1983,52.32418
HTI,1984,55.44816
HTI,1985,49.5
HTI,1986,47.81353
HTI,1987,57.64193
HTI,1997,42.21587
KWT,1971,32.66676
KWT,1972,32.92574
KWT,1973,29.71815
KWT,1974,27.2524
KWT,1975,25.40487
KWT,1976,24.2133
KWT,1977,20.00784
KWT,1978,7.75451
KWT,1979,9.07094
KWT,1980,13.38464
KWT,1981,12.58749
KWT,1982,12.52342
KWT,1983,12.29194
KWT,1984,12.88595
KWT,1985,10.7795
KWT,1986,10.11171
KWT,1987,14.69753
KWT,1988,14.6226
KWT,1992,50.53818
KWT,1994,30.05196
KWT,1996,13.82147
KWT,1997,17.10499
KWT,1999,5.91525
KWT,2000,4.82038
KWT,2001,2.55126
KWT,2005,3.3962
KWT,2007,1.59387
KWT,2008,3.20449
KWT,2010,4.355
KWT,2011,2.62534
KWT,2012,3.33088
KWT,2013,3.05234
COK,1998,7.70328
COK,1999,12.13627
COK,2000,7.01169
COK,2011,2.18295
COK,2013,1.72612
EGY,1971,23.12928
EGY,1972,22.36875
EGY,1973,22.24326
EGY,1978,19.68144
EGY,1994,7.84921
EGY,1997,7.77147
EGY,1999,10.00322
EGY,2000,9.33238
EGY,2001,7.99524
EGY,2002,6.67092
EGY,2003,4.87943
EGY,2004,2.96822
EGY,2012,0.52868
PRI,2010,14.87576
PRI,2011,17.93859
PRI,2012,17.42195
PRI,2013,16.72382
ARM,2002,13.90187
ARM,2003,15.96274
ARM,2005,15.75093
ARM,2006,13.72532
ARM,2007,11.20652
BEL,1977,2.32261
BEL,1979,0.98924
BEL,1980,0.55555
BEL,1981,2.04583
BEL,1982,1.95808
BEL,1983,5.74255
BEL,1984,6.70213
BEL,1985,7.3804
BEL,1986,6.10576
BEL,1987,5.10079
BEL,1988,4.13819
BEL,1991,4.95024
BEL,1992,6.38463
BEL,1993,3.0382
BEL,1994,3.67085
BEL,1995,3.58929
BEL,1996,3.1105
BEL,1999,0.95955
BEL,2000,0.90703
BEL,2001,0.94296
BEL,2002,0.95508
BEL,2003,1.73062
BEL,2004,3.42605
BEL,2005,3.55303
BEL,2006,2.86819
BEL,2007,1.89266
BEL,2008,1.23959
BEL,2009,1.17199
BEL,2010,1.49194
BEL,2011,1.49079
BEL,2012,1.02111
BEL,2013,0.96739
URY,1984,12.69836
URY,1991,8.52039
URY,1992,6.39971
URY,1993,5.73664
URY,1994,7.31479
URY,1995,7.839
URY,1996,8.47833
URY,1997,8.22747
URY,2005,2.33113
URY,2007,1.97091
URY,2008,0.5531
URY,2009,0.26205
NIC,1971,46.0683
NIC,1973,45.70768
NIC,1980,36.76174
NIC,1982,38.0273
NIC,1983,37.75227
NIC,1984,38.88072
NIC,1985,36.15478
NIC,1986,37.20136
NIC,1987,35.47619
NIC,1988,35.59467
NIC,1989,37.11469
NIC,1990,34.06483
NIC,1991,31.12292
NIC,1992,28.1985
NIC,1993,27.30506
NIC,1994,26.30983
NIC,1995,28.2102
NIC,1999,18.53097
NIC,2000,15.42211
NIC,2001,11.07875
NIC,2002,3.5207
NIC,2006,2.57748
NIC,2007,2.91304
NIC,2010,2.82613
BHS,1992,11.76995
BHS,1993,11.9907
BHS,1999,7.98771
BHS,2004,6.26531
BHS,2005,2.45252
BHS,2006,4.09433
BHS,2008,2.37869
BHS,2009,6.47974
TZA,1981,30.75236
TZA,1982,36.48169
TZA,1983,38.39439
TZA,1985,44.70437
TZA,1986,46.10008
TZA,1987,47.20089
TZA,1988,48.64883
TZA,1989,48.60013
TZA,1990,49.14184
TZA,1991,49.72782
TZA,1992,49.51903
TZA,1993,50.48595
TZA,1994,51.90153
TZA,1995,51.93826
TZA,1996,51.79258
TZA,1997,51.45822
TZA,1998,52.0363
TZA,1999,51.61276
TZA,2000,47.842
TZA,2001,42.37918
TZA,2002,26.62174
TZA,2003,17.66277
TZA,2004,13.41541
TZA,2005,9.12854
TZA,2006,4.32222
TZA,2008,3.84175
TZA,2010,11.24738
TZA,2012,15.49742
TZA,2013,18.5182
PRT,1973,11.14396
PRT,1974,10.92856
PRT,1976,6.70107
PRT,1977,5.50931
PRT,1978,3.01313
PRT,1980,3.40882
PRT,1981,2.91302
PRT,1991,1.08762
PRT,1994,0.0502
PRT,2009,0.744
PRT,2010,0.6254
PRT,2011,0.91622
PRT,2012,0.87381
PRT,2013,1.07108
LUX,1972,9.5083
LUX,1973,10.97843
LUX,1974,8.15854
LUX,1975,9.10064
LUX,1976,9.50442
LUX,1977,10.82382
LUX,1978,11.04962
LUX,1981,21.23438
LUX,1982,16.26338
LUX,1983,16.99886
LUX,1984,18.67081
LUX,1986,18.80193
LUX,1987,22.19674
LUX,1988,16.28657
LUX,1999,3.672
LUX,2000,3.97659
LUX,2001,3.54034
LUX,2002,3.14897
LUX,2003,4.3946
LUX,2004,3.80576
LUX,2005,2.73473
LUX,2006,2.28453
LUX,2007,2.0713
LUX,2008,2.9232
LUX,2010,5.54448
LUX,2011,6.35758
LUX,2012,4.7935
LUX,2013,5.64195
FJI,1992,3.38691
FJI,1994,3.109
FJI,1995,4.77483
FJI,1996,6.62548
FJI,1997,6.20807
FJI,1998,5.47434
FJI,1999,6.03612
FJI,2000,5.1607
FJI,2001,2.17688
FJI,2003,1.26206
FJI,2004,1.0095
FJI,2006,1.24217
FJI,2009,0.83675
FJI,2013,4.19449
MHL,2002,1.36986
ISR,1999,2.18437
ISR,2000,1.94429
ISR,2001,1.76354
ISR,2002,2.09182
ISR,2003,2.0117
ISR,2004,2.58451
ISR,2005,2.77557
ISR,2006,3.38078
ISR,2007,3.14743
ISR,2008,3.13171
ISR,2009,3.34736
ISR,2010,2.98021
ISR,2011,3.3074
ISR,2012,2.61899
ISR,2013,3.00879
MMR,1971,35.26109
MMR,1973,26.54401
MMR,1974,38.05476
MMR,1978,32.4358
MMR,2000,9.09503
MMR,2001,8.0035
MMR,2002,10.70785
MMR,2003,8.97754
MMR,2004,10.4443
MMR,2005,11.06144
MMR,2006,10.81508
MMR,2007,16.6801
MMR,2008,10.28495
MMR,2009,11.1315
MMR,2010,11.76144
MMR,2014,1.75761
PSE,1999,9.70393
PSE,2000,8.89613
PSE,2001,11.0793
PSE,2002,11.26051
PSE,2003,12.37108
PSE,2004,14.31264
PSE,2005,16.26527
PSE,2006,16.0013
PSE,2007,16.32112
PSE,2008,14.11781
PSE,2009,12.18764
PSE,2010,10.2591
PSE,2011,9.84705
PSE,2012,7.0922
PSE,2013,8.17955
PSE,2014,7.08552
CMR,1971,30.06126
CMR,1972,32.28219
CMR,1973,34.18113
CMR,1974,37.46109
CMR,1975,30.3707
CMR,1976,29.17697
CMR,1977,30.82959
CMR,1978,29.36009
CMR,1979,28.72024
CMR,1980,28.61878
CMR,1988,22.09156
CMR,1990,23.06036
CMR,1991,25.20236
CMR,2012,0.47019
CMR,2014,0.46492
SUR,1977,5.68386
SUR,1978,3.70446
SUR,2005,11.95663
SUR,2006,9.06109
SUR,2007,12.02131
SUR,2008,7.51979
SUR,2009,5.25468
SUR,2011,3.36324
SUR,2013,16.14569
SUR,2014,8.97956
MNE,2003,2.63474
MNE,2005,2.00269
MNE,2006,1.02974
MNE,2007,4.40841
MNE,2008,5.54971
MNE,2011,8.1346
MNE,2012,6.03853
MNE,2015,5.81322
UGA,1979,58.77478
UGA,1981,55.05839
UGA,1982,54.39076
UGA,1986,39.76049
UGA,2009,7.68569
UGA,2010,10.995
UGA,2011,8.13439
UGA,2013,7.65865
LVA,1999,2.61862
LVA,2008,3.13731
LVA,2009,2.37768
LVA,2010,2.78419
LVA,2011,2.63262
LVA,2012,2.08822
LVA,2013,1.96565
SVN,1995,7.18433
SVN,1996,5.3986
SVN,1997,4.49725
SVN,1998,2.48445
SVN,1999,3.45008
SVN,2000,5.5839
SVN,2001,3.71038
SVN,2002,3.20952
SVN,2003,2.20616
SVN,2004,0.35494
SVN,2005,0.95268
SVN,2006,1.56495
SVN,2007,1.75076
SVN,2008,1.81931
SVN,2009,2.21897
SVN,2010,2.64963
SVN,2011,3.13656
SVN,2012,2.68905
SVN,2013,3.04134
PHL,1981,6.37497
PHL,1982,7.88434
PHL,1983,9.37132
PHL,1984,6.72326
PHL,1986,6.28162
PHL,1987,5.19351
PHL,1988,4.57664
PHL,1989,3.09352
PHL,1990,0.69433
PHL,1998,6.6607
PHL,1999,11.35929
PHL,2001,11.15308
PHL,2002,11.12036
PHL,2003,10.54769
PHL,2004,11.25788
PHL,2005,12.08817
PHL,2006,13.75074
PHL,2007,13.48304
PHL,2008,12.37077
PHL,2009,10.32056
PHL,2013,5.13798
HRV,1998,15.76456
HRV,1999,7.23311
HRV,2000,5.88592
HRV,2001,3.46301
HRV,2002,1.40945
HRV,2003,0.1192
HRV,2005,2.06101
HRV,2006,2.06366
HRV,2007,2.24333
HRV,2008,4.20264
HRV,2009,8.96221
HRV,2010,6.51044
HRV,2011,4.30972
HRV,2012,2.68003
GEO,1995,15.46332
GEO,1996,16.61543
GEO,1997,14.27792
GEO,2004,7.46136
GEO,2005,8.13262
GEO,2006,5.61889
GEO,2007,3.72209
KAZ,2000,6.72858
KAZ,2001,3.00083
KAZ,2002,1.84407
KAZ,2003,1.83522
KAZ,2004,1.57871
KAZ,2005,1.61679
KAZ,2006,2.69007
KAZ,2007,2.73141
KAZ,2008,1.58965
KAZ,2009,0.70396
KAZ,2011,1.1241
KAZ,2012,0.8153
KAZ,2013,0.83768
KAZ,2014,0.60739
KAZ,2015,0.17203
MUS,1972,22.25175
MUS,1973,21.54047
MUS,1974,20.63609
MUS,1975,19.36237
MUS,1976,19.09207
MUS,1977,15.38018
MUS,1978,17.74923
MUS,1979,20.52418
MUS,1980,20.05782
MUS,1981,17.13202
MUS,1982,11.08833
MUS,1983,7.98324
MUS,1984,5.19784
MUS,1986,1.83129
MUS,1990,3.42159
MUS,1991,8.06332
MUS,1993,7.82977
MUS,1994,6.61734
MUS,1995,5.66225
MUS,1996,3.09401
MUS,1997,2.15313
MUS,1998,4.30506
MUS,1999,7.46448
MUS,2000,6.90844
MUS,2001,7.71164
MUS,2002,6.28969
MUS,2003,7.05764
MUS,2004,6.30534
MUS,2005,4.52374
MUS,2006,4.62795
MUS,2007,4.12657
MUS,2008,3.77924
MUS,2009,4.07422
MUS,2010,4.51313
MUS,2011,4.42009
MUS,2012,7.00717
MUS,2013,4.78246
MUS,2014,4.46644
ITA,1976,2.3471
ITA,1979,0.47561
ITA,1985,1.02198
ITA,1996,1.35114
ITA,1997,0.92679
ITA,2000,0.22036
ITA,2001,0.21567
ITA,2002,0.30177
ITA,2003,0.24819
ITA,2004,0.36232
ITA,2005,0.28884
ITA,2006,0.33334
ITA,2007,0.33215
ITA,2008,0.36212
ITA,2009,0.38931
ITA,2010,0.35546
ITA,2011,0.5274
ITA,2012,0.34441
ITA,2013,0.31197
VEN,1999,15.67409
VEN,2000,13.24047
VEN,2001,10.55269
VEN,2002,7.44202
VEN,2003,8.73616
VEN,2004,8.37549
VEN,2005,9.61243
VEN,2006,8.69677
VEN,2007,7.4658
VEN,2008,9.33607
VEN,2009,7.1872
VEN,2010,6.35334
VEN,2011,6.32934
VEN,2012,4.96837
VEN,2013,5.79869
VEN,2014,7.17199
SMR,2009,8.8764
SMR,2012,6.79825
DMA,1976,7.63204
DMA,1977,9.43653
DMA,1979,16.4549
DMA,1980,15.09677
DMA,1981,19.96562
DMA,1982,12.84986
DMA,2004,2.81496
DMA,2005,5.88718
DMA,2006,8.22184
DMA,2007,10.60296
DMA,2008,10.08867
DMA,2009,4.38951
DNK,1981,4.54725
DNK,1982,3.71761
DNK,1983,2.06363
DNK,1984,0.91348
DNK,1985,1.3762
DNK,1986,1.1836
DNK,1987,1.18412
DNK,1988,1.11822
DNK,1989,2.27704
DNK,1990,2.40287
DNK,1991,1.74854
DNK,1992,2.42736
DNK,1993,2.87015
DNK,1994,1.15996
DNK,1995,1.8386
DNK,1996,1.74619
DNK,1999,2.37343
DNK,2000,2.45658
DNK,2004,2.21709
DNK,2005,4.38964
DNK,2006,4.16307
DNK,2007,3.66743
DNK,2008,4.58291
DNK,2009,4.65974
DNK,2010,4.75258
DNK,2011,2.79137
DNK,2012,2.21292
DNK,2013,1.66129
MDG,1972,28.78287
MDG,1989,32.24887
MDG,1990,32.8244
MDG,1995,46.71683
MDG,1996,42.92176
MDG,1999,36.72431
MDG,2000,35.14704
MDG,2001,33.61492
MDG,2002,32.6856
MDG,2003,22.68892
ROU,1993,26.30628
ROU,1994,18.09331
ROU,1995,12.31276
ROU,1996,9.86665
ROU,1997,9.01407
ROU,1998,4.88799
ROU,1999,7.43226
ROU,2000,7.88349
ROU,2001,8.08648
ROU,2002,5.76509
ROU,2003,2.61368
ROU,2004,0.98064
ROU,2005,2.05817
ROU,2006,4.5855
ROU,2007,4.82345
ROU,2008,5.29614
ROU,2009,5.55075
ROU,2010,6.20809
ROU,2011,7.05267
ROU,2012,8.20448
NZL,1973,0.78843
NZL,1974,0.43031
NZL,1983,0.36084
NZL,1991,0.95462
NZL,1992,2.3665
NZL,1994,2.99454
NZL,1995,1.73233
NZL,1996,1.06467
NZL,1998,0.36458
NZL,1999,0.60039
NZL,2000,1.23423
NZL,2001,2.50853
NZL,2002,2.97019
NZL,2003,1.75336
NZL,2004,1.41632
NZL,2005,0.53116
NZL,2006,0.5394
NZL,2007,0.41663
NZL,2008,0.30878
NZL,2009,0.6808
NZL,2010,0.69621
NZL,2011,1.31836
NZL,2012,1.88189
NZL,2013,1.82631
IRN,1984,8.35559
IRN,1985,9.33851
IRN,1986,9.27871
IRN,1987,9.21524
IRN,1988,9.38904
IRN,1989,9.89466
IRN,1990,3.29093
IRN,1992,0.87017
IRN,1997,4.58548
IRN,1999,12.32915
IRN,2000,13.24428
IRN,2002,3.9905
IRN,2003,4.95234
IRN,2004,2.02961
IRN,2005,2.65297
IRN,2007,0.78195
CAF,1971,34.08579
CAF,1972,31.14315
CAF,1973,29.30748
CAF,1977,35.96235
CAF,1978,36.0001
CAF,1981,30.47077
CAF,1982,27.94052
CAF,1983,23.85455
CAF,1986,25.99481
CAF,1987,37.94602
CAF,1988,41.09268
CAF,1989,41.35683
CAF,1990,30.57036
CAF,1991,36.28586
CAF,2005,43.77105
CAF,2006,43.14462
CAF,2007,33.26215
CAF,2008,23.43499
CAF,2009,22.59836
CAF,2010,20.10591
CAF,2011,22.89831
CAF,2012,20.5752
MDV,1997,6.65048
MDV,1999,4.57969
MDV,2000,3.22909
MDV,2001,2.84504
MDV,2002,2.90059
MDV,2005,1.94909
MDV,2006,1.97717
MDV,2007,3.50203
MDV,2008,7.89416
MDV,2009,2.74302
BRB,1971,12.66549
BRB,1972,10.80911
BRB,1973,11.02621
BRB,1976,0.51004
BRB,1981,6.08363
BRB,1982,4.19456
BRB,1983,0.74666
BRB,1989,0.38911
BRB,1990,1.48652
BRB,1992,9.78834
BRB,1999,2.55703
BRB,2000,4.46015
BRB,2001,5.25804
BRB,2002,7.94534
BRB,2003,8.02121
BRB,2004,8.85171
BRB,2005,9.68374
BRB,2006,7.72344
BRB,2007,6.03381
BRB,2008,3.44678
BRB,2009,6.95442
BRB,2010,5.67333
BRB,2011,6.8
BRB,2014,9.44679
SWE,1982,3.85692
SWE,1987,1.67656
SWE,1988,1.53277
SWE,1989,1.16065
SWE,1990,0.46393
SWE,1991,0.33765
SWE,2000,0.26797
SWE,2002,0.2613
SWE,2003,0.52399
SWE,2004,2.77583
SWE,2005,4.36292
SWE,2006,4.73272
SWE,2007,3.55561
SWE,2008,1.21357
SWE,2009,0.37461
SWE,2010,0.30294
SWE,2011,0.29538
SWE,2012,0.30669
SWE,2013,0.38806
ZAF,1970,35.6424
ZAF,1991,11.55931
ZAF,1994,6.79377
ZAF,1995,5.74008
ZAF,1998,7.26455
ZAF,1999,7.60802
ZAF,2000,10.83276
ZAF,2001,11.55231
ZAF,2002,12.41393
ZAF,2003,13.05682
ZAF,2004,14.60259
ZAF,2005,17.02432
NPL,1983,16.82393
NPL,1984,16.46559
NPL,1988,11.03472
NPL,1999,25.11314
NPL,2000,19.65551
NPL,2003,14.02177
NPL,2004,13.53489
NPL,2011,0.70998
NPL,2014,4.68306
NPL,2015,2.14183
SYR,1971,9.20643
SYR,1973,1.30439
SYR,1978,0.87605
SYR,1979,2.17813
SYR,1980,3.28348
SYR,1981,4.46293
SYR,1982,5.62806
SYR,1983,5.98544
SYR,1984,4.95905
SYR,1985,4.28417
SYR,1986,3.35499
SYR,1987,0.59629
SYR,1988,0.88989
SYR,1989,0.82878
SYR,1990,1.02811
SYR,1997,0.66407
SYR,2006,0.14003
SYR,2007,0.2604
SYR,2008,0.23743
SYR,2009,0.23262
SYR,2013,28.43413
GNB,1981,44.14891
GNB,1982,31.62635
GNB,1984,35.9368
GNB,1985,36.77299
GNB,1987,48.84217
GNB,1988,50.51073
GNB,2000,45.25625
GNB,2010,29.08567
BFA,1971,87.40001
BFA,1972,86.98878
BFA,1977,84.31644
BFA,1978,83.7141
BFA,1979,83.14402
BFA,1980,82.28562
BFA,1981,80.94729
BFA,1982,78.99497
BFA,1983,77.6137
BFA,1984,75.78978
BFA,1985,73.2034
BFA,1986,70.86808
BFA,1987,68.69674
BFA,1988,68.2272
BFA,1989,68.0917
BFA,1991,67.17836
BFA,1992,66.60373
BFA,1993,65.50738
BFA,1994,64.03789
BFA,1995,62.07526
BFA,1998,58.53736
BFA,1999,58.18953
BFA,2000,57.06606
BFA,2001,56.19609
BFA,2002,57.78118
BFA,2003,55.47318
BFA,2004,53.70748
BFA,2005,48.89007
BFA,2006,45.43254
BFA,2007,40.20162
BFA,2008,34.61593
BFA,2009,32.2913
BFA,2010,37.35909
BFA,2011,33.06307
BFA,2012,32.28753
BFA,2013,31.74189
BFA,2014,30.29141
SLB,2005,23.00454
SLB,2006,18.45558
SLB,2007,17.8877
COM,1987,18.68038
COM,1994,25.76398
COM,1999,35.21903
COM,2000,28.00284
COM,2007,18.93648
COM,2013,12.49742
AGO,1982,50.30222
AGO,1983,53.03329
AGO,1998,46.45968
AGO,2008,15.02456
AGO,2009,15.1446
AGO,2010,11.58934
AGO,2011,5.07143
NRU,2012,24.48378
NRU,2014,11.25828
FSM,2014,14.09953
SSD,2011,52.59745
VUT,1981,13.76155
VUT,1989,23.99656
VUT,1999,1.73192
VUT,2004,2.099
SDN,2011,46.27628
SDN,2012,46.52654
GAB,1997,8.63343
TUV,2013,15.42777
TUV,2014,5.39084
AFG,1974,55.05707
AFG,1993,58.40169
AUT,1989,5.96507
19700,1975,9.18583
19700,1976,8.48252
19700,1977,8.15016
19700,1978,7.79139
19700,1979,7.81646
19700,1980,5.7193
19700,1981,6.11817
19700,1982,5.61565
19700,1983,6.2362
19700,1984,6.43326
19700,1985,6.16755
19700,1986,5.38387
19700,1987,4.86117
19700,1988,4.4256
19700,1989,4.27552
19700,1990,4.14587
19700,1991,3.72775
19700,1992,4.2682
19700,1993,4.51247
19700,1994,4.60005
19700,1995,4.32003
19700,1996,4.18586
19700,1997,3.88938
19700,1998,3.29149
19700,1999,3.18683
19700,2000,2.91333
19700,2001,2.55746
19700,2002,2.9467
19700,2003,3.29513
19700,2004,3.75976
19700,2005,4.0762
19700,2006,3.70189
19700,2007,3.15627
19700,2008,2.83265
19700,2009,3.35666
19700,2010,3.44912
19700,2011,3.8318
19700,2012,3.67409
19700,2013,3.8654
40044,1970,50.34545
40044,1971,49.41254
40044,1972,46.48042
40044,1973,43.5839
40044,1974,42.02221
40044,1975,39.75832
40044,1976,37.7849
40044,1977,38.64388
40044,1978,38.25397
40044,1979,37.4817
40044,1980,36.34166
40044,1981,35.67967
40044,1982,35.99742
40044,1983,35.49877
40044,1984,37.20834
40044,1985,38.16438
40044,1986,38.70289
40044,1987,39.50784
40044,1988,38.50518
40044,1989,39.21106
40044,1990,40.30617
40044,1991,39.26249
40044,1992,39.66256
40044,1993,39.79044
40044,1994,39.2798
40044,1995,37.54377
40044,1996,37.5062
40044,1997,35.93404
40044,1998,35.84253
40044,1999,36.47578
40044,2000,34.33235
40044,2001,32.19141
40044,2002,29.6368
40044,2003,26.39591
40044,2004,24.67436
40044,2005,22.31786
40044,2006,20.58104
40044,2007,18.55896
40044,2008,16.85219
40044,2009,16.62928
40044,2010,16.17537
40044,2011,15.36432
40044,2012,14.80365
40044,2013,14.70459
40061,1975,10.83292
40061,1976,10.26071
40061,1977,10.00599
40061,1978,9.65444
40061,1979,9.74377
40061,1980,6.31266
40061,1981,6.47492
40061,1982,5.66969
40061,1983,6.54825
40061,1984,6.95631
40061,1985,6.73889
40061,1986,5.49072
40061,1987,4.6557
40061,1988,3.97819
40061,1989,3.47415
40061,1990,3.14155
40061,1991,3.16782
40061,1992,4.16079
40061,1993,4.58904
40061,1994,4.78207
40061,1995,3.67736
40061,1996,3.46
40061,1997,2.85055
40061,1998,2.17375
40061,1999,2.00638
40061,2000,1.91949
40061,2001,2.20308
40061,2002,3.33342
40061,2003,3.59645
40061,2004,4.32984
40061,2005,3.84655
40061,2006,3.34977
40061,2007,2.75191
40061,2008,2.4453
40061,2009,3.37095
40061,2010,3.68142
40061,2011,4.3422
40061,2012,4.10167
40061,2013,4.38217
40326,1993,5.92564
40326,1994,6.04859
40326,1995,7.31062
40326,1996,7.22741
40326,1997,7.33738
40326,1998,6.40755
40326,1999,6.09275
40326,2000,5.40515
40326,2001,3.5799
40326,2002,2.2992
40326,2003,2.89079
40326,2004,2.79
40326,2005,5.07168
40326,2006,4.90029
40326,2007,4.51013
40326,2008,4.0813
40326,2009,4.29667
40326,2010,3.64653
40326,2011,3.65986
40326,2012,4.07544
40326,2013,4.07704
40540,1972,55.16114
40540,1973,54.2032
40540,1974,52.56207
40540,1975,51.17201
40540,1976,50.35952
40540,1977,48.4104
40540,1978,46.31515
40540,1979,43.45049
40540,1980,41.22998
40540,1981,39.25232
40540,1982,38.03606
40540,1983,37.61662
40540,1984,38.30017
40540,1985,39.41905
40540,1986,41.0703
40540,1987,42.03423
40540,1988,42.87635
40540,1989,41.89773
40540,1990,42.4896
40540,1991,41.63203
40540,1992,41.88321
40540,1993,41.44472
40540,1994,41.00353
40540,1995,39.60874
40540,1996,40.55277
40540,1997,38.06203
40540,1998,37.15349
40540,1999,36.83243
40540,2000,34.54867
40540,2001,32.87094
40540,2002,31.29303
40540,2003,28.98724
40540,2004,27.52234
40540,2005,25.26488
40540,2006,23.94365
40540,2007,20.52742
40540,2008,20.02785
40540,2009,19.64592
40540,2010,19.64037
40540,2011,18.77554
40540,2012,18.23238
40540,2013,18.06497
40366,1970,20.85765
40366,1971,20.69861
40366,1972,20.05896
40366,1973,18.72755
40366,1974,18.24296
40366,1975,17.49329
40366,1976,16.78919
40366,1977,16.39661
40366,1978,16.59989
40366,1979,16.09061
40366,1980,15.11426
40366,1981,14.63924
40366,1982,14.39574
40366,1983,14.32077
40366,1984,14.36298
40366,1985,14.25793
40366,1986,14.03851
40366,1987,13.9765
40366,1988,13.72376
40366,1989,13.50558
40366,1990,13.39891
40366,1991,13.2195
40366,1992,13.72939
40366,1993,14.01525
40366,1994,14.25397
40366,1995,14.498
40366,1996,14.83072
40366,1997,14.56751
40366,1998,13.62717
40366,1999,12.67267
40366,2000,11.98304
40366,2001,11.62411
40366,2002,11.31625
40366,2003,10.78352
40366,2004,9.9668
40366,2005,9.32821
40366,2006,9.05614
40366,2007,7.965
40366,2008,7.99845
40366,2009,8.04503
40366,2010,7.93472
40366,2011,8.1993
40366,2012,8.21617
40366,2013,8.31551
40505,1999,5.45448
40505,2000,5.1826
40505,2001,4.94303
40505,2002,5.22966
40505,2003,5.93102
40505,2004,5.33839
40505,2005,5.4289
40505,2006,5.23801
40505,2007,6.09526
40505,2008,6.43708
40505,2009,6.82904
40505,2010,6.64299
40505,2011,6.05165
40505,2012,5.72664
40505,2013,6.0593
40370,1986,7.94129
40370,1987,7.98105
40370,1988,8.18254
40370,1989,8.33876
40370,1990,8.05627
40370,1991,7.36598
40370,1992,6.08416
40370,1993,5.77447
40370,1994,6.43085
40370,1995,6.52366
40370,1996,5.87142
40370,1997,4.94853
40370,1998,3.87497
40370,1999,3.73516
40370,2000,3.26561
40370,2001,2.60865
40370,2002,1.94925
40370,2003,2.30248
40370,2004,2.49602
40370,2005,2.43319
40370,2006,2.75153
40370,2007,3.38055
40370,2008,4.68069
40370,2009,4.97022
40370,2010,5.31475
40370,2011,5.81242
40370,2012,6.31306
40370,2013,6.05331
40070,1970,20.88668
40070,1971,20.72692
40070,1972,20.08685
40070,1973,18.75131
40070,1974,18.2662
40070,1975,17.51514
40070,1976,16.80857
40070,1977,16.41455
40070,1978,16.61688
40070,1979,16.10477
40070,1980,15.13044
40070,1981,14.65108
40070,1982,14.40267
40070,1983,14.32804
40070,1984,14.37091
40070,1985,14.26577
40070,1986,14.04699
40070,1987,13.98473
40070,1988,13.73159
40070,1989,13.51237
40070,1990,13.40456
40070,1991,13.22266
40070,1992,13.73256
40070,1993,14.01782
40070,1994,14.25604
40070,1995,14.50124
40070,1996,14.83531
40070,1997,14.57103
40070,1998,13.62927
40070,1999,12.67498
40070,2000,11.98491
40070,2001,11.62592
40070,2002,11.318
40070,2003,10.78486
40070,2004,9.96732
40070,2005,9.32814
40070,2006,9.05593
40070,2007,7.96364
40070,2008,7.99731
40070,2009,8.04362
40070,2010,7.93333
40070,2011,8.19611
40070,2012,8.2155
40070,2013,8.31547
40043,1986,6.37563
40043,1987,5.64422
40043,1988,5.4196
40043,1989,5.08721
40043,1990,4.52936
40043,1991,4.42341
40043,1992,5.63862
40043,1993,6.87766
40043,1994,8.17147
40043,1995,9.39239
40043,1996,10.03754
40043,1997,10.2545
40043,1998,7.63966
40043,1999,5.04082
40043,2000,4.6834
40043,2001,4.00413
40043,2002,3.29264
40043,2003,3.02468
40043,2004,3.27518
40043,2005,3.68285
40043,2006,4.32658
40043,2007,3.81426
40043,2008,3.92871
40043,2009,3.84225
40043,2010,3.92948
40043,2011,3.94918
40043,2012,4.02042
40043,2013,3.98493
40525,1970,33.29438
40525,1971,33.12174
40525,1972,31.85797
40525,1973,31.01527
40525,1974,30.24769
40525,1975,29.49843
40525,1976,28.00381
40525,1977,27.18269
40525,1978,26.36948
40525,1979,25.12553
40525,1980,24.02374
40525,1981,23.49115
40525,1982,23.10479
40525,1983,22.7422
40525,1984,21.65801
40525,1985,21.25965
40525,1986,20.51586
40525,1987,19.57918
40525,1988,19.208
40525,1989,19.18828
40525,1990,19.40701
40525,1991,19.34454
40525,1992,20.53758
40525,1993,20.3248
40525,1994,19.46598
40525,1995,19.3531
40525,1996,18.60102
40525,1997,17.86505
40525,1998,17.28061
40525,1999,16.29592
40525,2000,15.46399
40525,2001,14.11054
40525,2002,13.21718
40525,2003,12.93118
40525,2004,12.61559
40525,2005,12.00834
40525,2006,11.66528
40525,2007,11.71462
40525,2008,10.94873
40525,2009,10.41156
40525,2010,9.3763
40525,2011,9.28452
40525,2012,9.29434
40525,2013,10.29315
40372,1972,5.84172
40372,1973,6.17033
40372,1974,6.01525
40372,1975,5.81778
40372,1976,5.48463
40372,1977,5.42529
40372,1978,5.33919
40372,1979,5.52648
40372,1980,5.66285
40372,1981,6.48671
40372,1982,6.64002
40372,1983,7.05661
40372,1984,6.88496
40372,1985,6.5997
40372,1986,5.86273
40372,1987,5.57379
40372,1988,5.18555
40372,1989,5.35147
40372,1990,5.44982
40372,1991,4.82463
40372,1992,5.27171
40372,1993,5.04596
40372,1994,4.8549
40372,1995,5.08279
40372,1996,4.57075
40372,1997,4.37879
40372,1998,3.65229
40372,1999,3.60335
40372,2000,3.2221
40372,2001,2.23665
40372,2002,1.68318
40372,2003,2.09533
40372,2004,2.239
