iso_code,year,rateofoutofschoolM
CHE,1988,21.16451
CHE,1989,18.90809
CHE,1990,17.16044
CHE,1991,16.37749
CHE,1992,16.32527
CHE,1993,17.3413
CHE,1994,18.3327
CHE,1995,10.76888
CHE,1996,8.96141
CHE,1999,0.71144
CHE,2000,1.08209
CHE,2001,1.28116
CHE,2002,1.29234
CHE,2003,1.3137
CHE,2004,1.37587
CHE,2005,2.24445
CHE,2006,2.53272
CHE,2007,2.42212
CHE,2008,1.71053
CHE,2009,1.18193
CHE,2010,1.09776
CHE,2011,1.00689
CHE,2012,1.14134
SOM,1976,75.78587
SOM,1977,79.05313
SOM,1978,82.8307
SOM,1979,82.44805
SOM,1980,81.2932
GUY,1971,14.56739
GUY,1972,14.19581
GUY,1974,10.46434
GUY,1976,8.66011
GUY,1977,1.09004
GUY,1979,4.17808
GUY,1982,7.13786
GUY,1995,3.54147
GUY,1996,9.67773
GUY,2003,3.0474
GUY,2008,10.38462
GUY,2009,16.36933
GUY,2010,13.81146
GUY,2011,11.95302
GUY,2012,13.50475
KGZ,1996,6.03018
KGZ,1999,6.80137
KGZ,2000,7.44799
KGZ,2001,6.50251
KGZ,2002,6.69337
KGZ,2003,7.20017
KGZ,2004,3.32337
KGZ,2005,5.57917
KGZ,2006,4.21041
KGZ,2007,5.42587
KGZ,2008,6.04227
KGZ,2009,6.96505
KGZ,2010,6.03321
KGZ,2011,6.18109
KGZ,2012,2.33729
KGZ,2013,1.17
KGZ,2014,1.58459
DZA,1973,21.01294
DZA,1974,16.59638
DZA,1975,14.23823
DZA,1976,12.49231
DZA,1977,11.51641
DZA,1978,11.06425
DZA,1979,11.54386
DZA,1980,10.63819
DZA,1981,10.64824
DZA,1982,11.26696
DZA,1983,12.4227
DZA,1984,11.63637
DZA,1985,11.79901
DZA,1986,11.20454
DZA,1987,10.30495
DZA,1988,9.51533
DZA,1989,8.79649
DZA,1990,8.55596
DZA,1991,7.1721
DZA,1992,6.52193
DZA,1993,7.55497
DZA,1994,8.17224
DZA,1995,8.2989
DZA,1996,9.23488
DZA,1997,10.16082
DZA,1999,8.41462
DZA,2000,7.91225
DZA,2001,5.86163
DZA,2002,4.83634
DZA,2003,4.44155
DZA,2004,3.71912
DZA,2005,3.39317
DZA,2006,3.11858
DZA,2007,3.04246
DZA,2008,1.78637
TUN,1971,8.75401
TUN,1975,10.30906
TUN,1978,9.69446
TUN,1979,9.04604
TUN,1980,7.14929
TUN,1981,6.20902
TUN,1982,4.47387
TUN,1983,2.02915
TUN,1990,0.9887
TUN,1991,0.43662
TUN,1992,0.52324
TUN,1993,0.20848
TUN,1994,0.57502
TUN,1995,0.88621
TUN,1996,2.08771
TUN,1997,3.72039
TUN,1999,4.24766
TUN,2000,3.3292
TUN,2001,1.92033
TUN,2005,0.93002
TUN,2006,1.40215
TUN,2007,2.12091
TUN,2008,1.61085
TUN,2009,1.0337
MAC,1990,15.13278
MAC,1992,11.28593
PAN,1970,25.98638
PAN,1971,17.9321
PAN,1972,15.30405
PAN,1973,13.11279
PAN,1975,11.15056
PAN,1976,11.80669
PAN,1978,9.53641
PAN,1979,11.2149
PAN,1980,11.99428
PAN,1981,13.37565
PAN,1982,14.34116
PAN,1983,15.35275
PAN,1984,15.45398
PAN,1985,14.98969
PAN,1986,14.56899
PAN,1987,14.06871
PAN,1988,15.12976
PAN,1989,13.8616
PAN,1990,13.58934
PAN,1999,6.31346
PAN,2000,4.57822
PAN,2001,3.0326
PAN,2002,0.63157
PAN,2004,0.95335
PAN,2005,1.23438
PAN,2006,0.75337
PAN,2007,0.7622
PAN,2008,1.23262
PAN,2009,3.74061
PAN,2010,1.25231
PAN,2011,2.1598
PAN,2012,2.10569
PAN,2013,3.0512
LBY,1971,6.3432
LBY,1972,0.53807
LBY,1978,2.89862
KOR,1971,2.82345
KOR,1972,1.50571
KOR,1973,2.52594
KOR,1974,3.31612
KOR,1975,3.58193
KOR,1976,2.51185
KOR,1977,3.28978
KOR,1978,2.84652
KOR,1979,1.13341
KOR,1984,0.96877
KOR,1985,1.79516
KOR,1986,1.80533
KOR,1998,1.90108
KOR,1999,1.22962
KOR,2000,0.4659
KOR,2001,0.0052
KOR,2002,0.00518
KOR,2007,0.44878
KOR,2008,0.40868
KOR,2009,0.64104
KOR,2010,0.65775
KOR,2011,0.67949
KOR,2014,3.30562
CAN,1982,4.22924
CAN,1983,4.30931
CAN,1984,4.79921
CAN,1985,5.07319
CAN,1986,4.84746
CAN,1987,4.73147
CAN,1988,4.76176
CAN,1989,3.96143
CAN,1990,5.05144
CAN,1991,1.98064
CAN,1992,2.24719
CAN,1993,3.50265
CAN,1994,3.68571
CAN,1995,5.11299
CAN,1996,4.15897
CAN,1998,1.44636
CAN,1999,0.28371
VCT,1984,6.27586
VCT,1986,3.08428
VCT,2005,0.45848
VCT,2011,3.33432
VCT,2013,2.727
VCT,2014,8.48634
SLV,1970,33.96804
SLV,1998,23.86978
SLV,2000,7.46017
SLV,2001,6.76863
SLV,2002,4.52866
SLV,2003,3.81611
SLV,2005,3.90916
SLV,2006,3.87237
SLV,2007,4.63199
SLV,2008,4.5528
SLV,2009,4.44014
SLV,2010,4.01333
SLV,2011,4.16749
SLV,2012,4.27756
SLV,2013,4.42001
YEM,1999,29.38496
YEM,2003,17.33655
YEM,2004,14.87509
YEM,2005,14.04528
YEM,2008,16.75521
YEM,2010,10.98236
YEM,2012,7.70048
YEM,2013,7.87455
GRC,1971,2.82649
GRC,1972,2.65053
GRC,1973,2.20478
GRC,1974,1.5318
GRC,1975,2.33165
GRC,1976,3.21044
GRC,1977,4.39879
GRC,1978,5.17662
GRC,1979,5.56484
GRC,1980,6.06595
GRC,1981,3.59905
GRC,1982,2.20801
GRC,1987,3.37534
GRC,1988,3.27895
GRC,1989,4.37049
GRC,1990,4.72955
GRC,1991,4.80401
GRC,1992,6.64871
GRC,1993,8.50148
GRC,1994,9.49583
GRC,1995,9.9003
GRC,1996,10.93192
GRC,1997,10.8002
GRC,1998,4.30414
GRC,1999,3.74618
GRC,2000,2.15961
GRC,2001,2.88919
GRC,2002,1.84982
GRC,2003,1.37676
GRC,2004,0.78593
GRC,2005,1.74915
GRC,2006,1.89431
GRC,2007,1.64078
GRC,2010,0.77478
GRC,2011,1.41594
GRC,2012,1.62909
GRC,2013,2.39661
BHR,1971,14.52317
BHR,1972,12.24592
BHR,1973,11.86724
BHR,1974,8.66414
BHR,1975,5.17827
BHR,1976,9.54728
BHR,1977,9.35328
BHR,1978,12.75884
BHR,1979,13.73325
BHR,1980,13.46306
BHR,1981,14.54015
BHR,1982,15.80035
BHR,1983,14.2072
BHR,1984,12.24858
BHR,1985,9.18075
BHR,1986,3.53293
BHR,1987,4.94493
BHR,1988,1.33825
BHR,1989,0.6881
BHR,1992,3.91561
BHR,1993,2.7163
BHR,1994,3.07892
BHR,1997,0.09225
BHR,1999,0.64487
CHN,1987,1.69621
CHN,1992,0.17157
CHN,1993,1.71122
CHN,1994,3.77908
CHN,1995,6.22245
CHN,1996,8.09575
CHN,1997,9.27904
BEN,1984,32.49372
BEN,1985,31.62783
BEN,1986,34.50042
BEN,1988,35.22911
BEN,1989,34.75145
BEN,1990,47.63902
BEN,1992,34.28433
BEN,1993,29.71901
BEN,1994,29.70868
BEN,1995,27.55878
BEN,1996,25.74018
BEN,1997,22.85847
BEN,2006,6.19947
BEN,2008,5.1962
BEN,2009,0.04818
BEN,2011,0.13738
MOZ,1973,56.38907
MOZ,1979,58.839
MOZ,1981,61.8198
MOZ,1982,62.52036
MOZ,1983,46.1992
MOZ,1985,45.06423
MOZ,1986,46.42319
MOZ,1987,50.04257
MOZ,1989,53.22309
MOZ,1991,51.96892
MOZ,1992,53.79782
MOZ,1993,54.46535
MOZ,1994,52.9219
MOZ,1995,50.33829
MOZ,1998,45.51404
MOZ,1999,42.33044
MOZ,2000,39.10991
MOZ,2001,35.2087
MOZ,2002,41.32569
MOZ,2004,28.96455
MOZ,2005,24.22709
MOZ,2006,20.83203
MOZ,2007,15.83162
MOZ,2008,12.72187
MOZ,2009,11.94705
MOZ,2010,10.3785
MOZ,2011,12.63824
MOZ,2012,12.25657
MOZ,2013,11.00785
MOZ,2014,10.33879
THA,1973,20.79951
THA,1974,20.85348
THA,2006,5.11885
THA,2007,4.5627
THA,2008,3.94094
THA,2009,3.03665
HND,1979,24.24277
HND,1980,23.37614
HND,1982,12.0541
HND,1983,10.86895
HND,1984,9.97154
HND,1986,11.30493
HND,1991,12.40092
HND,1993,11.16871
HND,2000,11.92692
HND,2003,7.8769
HND,2004,5.9512
HND,2005,9.71226
HND,2006,4.69387
HND,2007,8.56055
HND,2008,4.6496
HND,2009,4.15028
HND,2010,4.82982
HND,2011,3.01148
HND,2012,3.22005
HND,2013,5.97772
HND,2014,5.39329
CPV,1981,10.22859
CPV,1982,11.20925
CPV,1983,13.74211
CPV,1984,8.35455
CPV,1985,5.10637
CPV,1986,3.82104
CPV,1987,3.00485
CPV,2000,2.69136
CPV,2001,4.72495
CPV,2002,5.22398
CPV,2003,5.49723
CPV,2004,7.47281
CPV,2005,7.38499
CPV,2006,7.56707
CPV,2007,7.30219
CPV,2008,7.07596
CPV,2009,5.89656
CPV,2010,4.79804
CPV,2011,3.33323
CPV,2012,1.62253
CPV,2013,1.96228
CPV,2014,1.9202
GTM,1970,46.63941
GTM,1971,45.59769
GTM,1972,45.21873
GTM,1974,44.59758
GTM,1975,43.53301
GTM,1978,41.43855
GTM,1981,36.07474
GTM,1982,40.00432
GTM,1983,35.87344
GTM,1997,24.19191
GTM,1999,14.38636
GTM,2000,11.96112
GTM,2001,12.81029
GTM,2002,9.91152
GTM,2004,5.79905
GTM,2005,4.66381
GTM,2006,3.51503
GTM,2007,2.81267
GTM,2008,3.00407
GTM,2009,0.28519
GTM,2010,1.12864
GTM,2011,3.28985
GTM,2012,6.15216
GTM,2013,8.65982
GTM,2014,10.93847
SRB,2006,0.16326
SRB,2007,1.60269
SRB,2008,1.92305
SRB,2009,3.51854
SRB,2010,5.31037
SRB,2013,3.98826
SRB,2014,1.67545
MDA,2000,6.98192
MDA,2001,3.29706
MDA,2002,3.82359
MDA,2003,2.9671
MDA,2004,3.25508
MDA,2005,6.5342
MDA,2006,9.57608
MDA,2007,9.67634
MDA,2008,9.05271
MDA,2009,9.47494
MDA,2010,9.93248
MDA,2011,9.08458
MDA,2012,9.40361
MDA,2013,9.45336
PNG,1989,31.62114
PNG,2012,9.55447
LAO,1992,37.7752
LAO,1993,32.50325
LAO,1994,28.52487
LAO,1996,27.48444
LAO,1997,25.21392
LAO,1998,21.94612
LAO,1999,21.76352
LAO,2000,20.99687
LAO,2001,21.70803
LAO,2002,20.59653
LAO,2003,18.06723
LAO,2004,17.91878
LAO,2005,16.82647
LAO,2006,15.208
LAO,2007,12.87654
LAO,2008,10.76689
LAO,2009,8.92857
LAO,2010,4.30693
LAO,2011,4.93494
LAO,2012,5.16673
LAO,2013,3.71083
LAO,2014,4.10844
SYC,1979,17.55681
SYC,1993,11.52239
SYC,1994,10.1067
SYC,1995,9.77199
SYC,1996,8.99127
SYC,2000,8.5139
SYC,2001,14.76749
SYC,2002,6.47513
SYC,2003,4.10495
SYC,2004,4.32541
SYC,2005,3.73832
SYC,2014,5.87252
JOR,1972,3.23799
JOR,1980,4.22529
JOR,1981,7.25764
JOR,1982,7.4412
JOR,1983,10.97422
JOR,1984,11.27559
JOR,1985,11.50356
JOR,1999,3.23823
JOR,2007,4.20973
JOR,2008,6.59581
JOR,2010,10.24368
JOR,2011,11.18351
JOR,2012,12.02924
MRT,1994,48.70571
MRT,1995,42.04686
MRT,1996,39.59726
MRT,1998,37.98423
MRT,1999,39.30317
MRT,2000,39.21188
MRT,2001,35.67785
MRT,2002,37.31706
MRT,2003,34.73821
MRT,2004,28.49727
MRT,2005,30.29632
MRT,2006,27.60022
MRT,2007,27.13707
MRT,2008,30.95944
MRT,2009,31.34009
MRT,2010,31.01669
MRT,2011,30.84072
MRT,2012,32.41575
MRT,2013,28.89099
MRT,2014,26.61675
WSM,1994,8.07131
WSM,1998,6.75509
WSM,1999,7.73317
WSM,2000,9.86278
WSM,2001,6.97184
WSM,2010,3.55153
WSM,2011,6.0216
WSM,2012,5.13408
WSM,2014,3.39283
HUN,1996,20.48034
HUN,1997,12.26261
HUN,1998,4.17198
HUN,1999,3.93058
HUN,2000,3.5237
HUN,2001,3.20094
HUN,2002,3.12586
HUN,2003,4.12946
HUN,2004,4.52965
HUN,2005,3.60501
HUN,2006,3.22931
HUN,2007,3.36315
HUN,2008,2.16564
HUN,2009,1.65641
HUN,2010,1.81916
HUN,2011,2.40308
HUN,2012,3.454
HUN,2013,3.91941
DJI,1985,71.37369
DJI,1986,69.20691
DJI,1987,68.66796
DJI,1988,68.88998
DJI,1989,69.05858
DJI,1990,68.74359
DJI,1992,67.06707
DJI,1993,70.61224
DJI,1994,70.10305
DJI,1995,69.46603
DJI,1996,69.4095
DJI,1997,70.70079
DJI,1999,70.32183
DJI,2000,70.67532
DJI,2001,67.8974
DJI,2002,66.2132
DJI,2004,61.66427
DJI,2005,59.67231
DJI,2006,55.5953
DJI,2007,51.81628
DJI,2008,48.15277
DJI,2009,48.83306
DJI,2011,39.33101
DJI,2013,39.66078
DJI,2014,30.73488
DJI,2015,39.32337
GNQ,1994,19.23281
GNQ,2000,26.30558
GNQ,2001,21.14039
GNQ,2002,22.72554
GNQ,2003,26.32235
GNQ,2008,46.39892
GNQ,2009,46.89704
GNQ,2010,46.87363
GNQ,2011,44.72977
GNQ,2012,42.09422
BGD,1970,32.78869
BGD,1973,9.0959
BGD,1977,10.76452
BGD,1978,11.95295
BGD,1981,20.64924
BGD,1983,20.54006
BGD,1984,26.31307
BGD,1985,28.07313
BGD,1986,29.33492
BGD,1987,30.37956
BGD,1988,23.39107
BGD,1989,23.7412
BGD,1990,21.91442
BGD,2005,7.26768
BGD,2006,7.28493
BGD,2008,8.33293
BGD,2009,10.10701
BGD,2010,7.39658
NLD,1971,8.1048
NLD,1972,8.6552
NLD,1973,9.40207
NLD,1974,10.30157
NLD,1975,10.84157
NLD,1976,10.52617
NLD,1977,10.64411
NLD,1978,10.40249
NLD,1979,9.94447
NLD,1980,9.65429
NLD,1981,9.87091
NLD,1982,11.50153
NLD,1983,13.20882
NLD,1984,14.32653
NLD,1985,14.75493
NLD,1986,9.00106
NLD,1987,7.17359
NLD,1988,5.60554
NLD,1989,5.01983
NLD,1990,5.21704
NLD,1991,5.82475
NLD,1992,6.36361
NLD,1993,7.47905
NLD,1994,0.10838
NLD,1999,0.01424
NLD,2000,0.01117
NLD,2003,0.12508
NLD,2004,0.69131
NLD,2005,0.94373
NLD,2006,0.575
NLD,2013,1.02943
HKG,1971,13.311
HKG,1972,11.91954
HKG,1973,12.16598
HKG,1974,11.1149
HKG,1975,10.40816
HKG,1976,10.88032
HKG,1977,11.1473
HKG,1978,11.50483
HKG,1979,10.17537
HKG,1980,4.66122
HKG,1981,4.03684
HKG,1982,4.67648
HKG,1983,4.12043
HKG,1984,3.41811
HKG,1985,3.21088
HKG,1995,8.41088
HKG,1996,7.00523
HKG,2012,0.31599
HKG,2013,0.3002
HKG,2014,0.38682
LCA,1981,12.36585
LCA,1982,9.27596
LCA,1990,1.31859
LCA,2000,7.39589
LCA,2001,6.36833
LCA,2002,0.47796
LCA,2003,1.68699
LCA,2004,3.46324
LCA,2005,5.77693
LCA,2006,3.34016
LCA,2007,4.56571
NGA,1999,31.7542
NGA,2000,28.55156
NGA,2004,27.8682
NGA,2005,27.65881
NGA,2006,27.79991
NGA,2007,21.58477
NGA,2008,29.28983
NGA,2009,28.43919
NGA,2010,28.87977
COL,1986,35.51689
COL,1991,36.74889
COL,1999,4.25066
COL,2000,2.45054
COL,2001,5.37216
COL,2002,5.00321
COL,2004,3.22565
COL,2005,2.7675
COL,2006,3.86004
COL,2007,4.63425
COL,2008,3.7947
COL,2009,3.09588
BMU,1978,15.61609
BMU,1979,17.33936
BMU,1984,10.29614
BMU,1985,7.00569
BMU,2011,12.52033
BMU,2012,14.65306
ESP,1971,8.31457
ESP,1972,7.10922
ESP,1973,5.96912
ESP,1978,1.55815
ESP,1979,1.62615
ESP,1988,1.3948
ESP,1989,0.85454
ESP,1990,0.70912
ESP,1992,0.54164
ESP,1999,0.1725
ESP,2000,0.33247
ESP,2001,0.38737
ESP,2002,0.27819
ESP,2003,0.16955
ESP,2004,0.31307
ESP,2005,0.20666
ESP,2006,0.08208
ESP,2007,0.09062
ESP,2008,0.21606
ESP,2009,0.47919
ESP,2010,0.6104
ESP,2011,0.48058
ESP,2012,0.50328
ESP,2013,0.69911
TLS,2008,21.63704
TLS,2009,11.66244
TLS,2010,3.14667
TLS,2011,0.39652
TLS,2013,2.15931
TLS,2014,3.68715
BGR,1996,4.56554
BGR,1997,3.97812
BGR,1998,0.85589
BGR,1999,1.12535
BGR,2000,1.31176
BGR,2001,0.87702
BGR,2002,2.07672
BGR,2003,2.29888
BGR,2004,2.85785
BGR,2005,6.13897
BGR,2006,7.60213
BGR,2007,4.40035
BGR,2008,2.70124
BGR,2009,1.57055
BGR,2010,1.05094
BGR,2011,1.76559
BGR,2012,3.22543
BGR,2013,3.51984
BGR,2014,3.89267
GIN,1984,62.05178
GIN,1985,57.41997
GIN,1986,60.91246
GIN,1987,63.7661
GIN,1988,62.74577
GIN,1989,63.33659
GIN,1990,64.78856
GIN,1991,62.7729
GIN,1998,51.98199
GIN,1999,49.96851
GIN,2000,47.75157
GIN,2001,44.59451
GIN,2002,36.81335
GIN,2003,33.63885
GIN,2004,30.87793
GIN,2005,29.42371
GIN,2006,27.88137
GIN,2007,26.23267
GIN,2008,27.42482
GIN,2009,26.27128
GIN,2010,23.11721
GIN,2011,20.18597
GIN,2012,20.81308
GIN,2013,19.8166
GIN,2014,19.65498
SWZ,1970,44.51354
SWZ,1971,44.6518
SWZ,1972,42.69428
SWZ,1973,39.74853
SWZ,1974,39.26546
SWZ,1975,37.12669
SWZ,1976,36.10259
SWZ,1977,34.69497
SWZ,1978,34.54661
SWZ,1979,33.72006
SWZ,1981,28.68448
SWZ,1982,28.55139
SWZ,1983,30.13442
SWZ,1984,29.22735
SWZ,1985,27.85771
SWZ,1986,28.75
SWZ,1987,28.51534
SWZ,1988,28.50167
SWZ,1989,29.58765
SWZ,1990,27.59524
SWZ,1991,27.1199
SWZ,1992,26.18312
SWZ,1993,27.55779
SWZ,1994,27.67326
SWZ,1995,26.77814
SWZ,1996,29.17266
SWZ,1998,29.90078
SWZ,1999,30.42564
SWZ,2000,28.40429
SWZ,2001,28.1431
SWZ,2002,28.12943
SWZ,2003,27.95979
SWZ,2004,25.55319
SWZ,2005,24.38119
SWZ,2006,18.14919
SWZ,2007,16.14349
SWZ,2013,21.19905
FRA,1971,3.71827
FRA,1972,3.65079
FRA,1982,1.44935
FRA,1983,3.97611
FRA,1985,4.40603
FRA,1986,1.32338
FRA,1992,0.42064
FRA,1993,2.00146
FRA,1994,2.15726
FRA,1995,1.1986
FRA,1996,0.25705
FRA,1997,0.54986
FRA,1999,0.54143
FRA,2000,0.64969
FRA,2001,0.58877
FRA,2002,0.63349
FRA,2003,0.73683
FRA,2004,1.15253
FRA,2005,0.86108
FRA,2006,0.89129
FRA,2007,0.86164
FRA,2008,0.94952
FRA,2009,0.91306
FRA,2010,0.90811
FRA,2011,1.36001
FRA,2012,1.57748
FRA,2013,0.94402
CYP,1971,20.11773
CYP,1972,21.46497
CYP,1973,21.50691
CYP,1974,21.83156
CYP,1975,28.56418
CYP,1976,30.79617
CYP,1977,31.95271
CYP,1978,31.30297
CYP,1979,30.82821
CYP,1980,31.72117
CYP,1981,29.07553
CYP,1982,32.53105
CYP,1983,31.86162
CYP,1984,31.3676
CYP,1985,30.62882
CYP,1986,25.91537
CYP,1987,21.7922
CYP,1988,20.12593
CYP,1989,20.0676
CYP,1990,21.13894
CYP,1991,20.84393
CYP,1992,22.48782
CYP,1993,2.40719
CYP,1994,2.95461
CYP,1995,3.71045
CYP,1996,3.63994
CYP,1997,3.80079
CYP,1999,2.33894
CYP,2000,2.24498
CYP,2001,2.72127
CYP,2002,1.75193
CYP,2003,1.53888
CYP,2004,1.17687
CYP,2005,0.41808
CYP,2006,0.47669
CYP,2007,0.56299
CYP,2008,0.75829
CYP,2009,0.57084
CYP,2010,0.88465
CYP,2011,0.68458
CYP,2012,1.98397
CYP,2013,2.91976
CYP,2014,3.4803
ARE,1978,20.47552
ARE,1980,24.86018
ARE,1981,27.70378
ARE,1982,21.91932
ARE,1983,25.17938
ARE,1984,24.75359
ARE,1985,24.9347
ARE,1986,24.40434
ARE,1987,12.43055
ARE,1988,8.41623
ARE,1989,3.42509
ARE,1992,2.14151
ARE,1993,7.24843
ARE,1994,9.22201
ARE,1995,7.72246
ARE,1996,9.70611
ARE,1997,12.69978
ARE,1998,12.00696
ARE,1999,15.31699
ARE,2003,8.67012
ARE,2004,4.83651
ARE,2005,3.51835
ARE,2006,6.70337
ARE,2007,6.37385
ARE,2009,11.13278
ARE,2010,8.60164
ARE,2011,8.05853
ARE,2012,6.59057
ARE,2013,6.39586
ARE,2014,3.99191
KIR,1985,1.17669
KIR,1986,3.533
KIR,1987,5.86616
KIR,1989,1.49518
SAU,1979,45.36133
SAU,2009,14.35451
SAU,2010,9.77469
SAU,2011,9.70897
SAU,2012,7.72103
SAU,2013,2.70565
SAU,2014,2.06124
PAK,2002,30.13914
PAK,2003,29.66946
PAK,2004,23.46324
PAK,2005,22.60459
PAK,2006,26.28796
PAK,2007,22.65034
PAK,2008,22.19291
PAK,2009,21.14227
PAK,2010,19.61062
PAK,2011,23.01953
PAK,2012,23.94997
PAK,2013,25.20075
PAK,2014,21.42721
ARG,1970,5.99219
ARG,1974,3.73097
ARG,1975,3.9666
ARG,1991,3.82421
ARG,1999,0.22845
ARG,2003,0.15169
ARG,2005,0.24069
ARG,2006,0.24232
ARG,2008,0.31023
ARG,2009,0.29259
ARG,2010,0.27765
ARG,2011,0.11922
ARG,2012,0.15918
LSO,1970,53.26189
LSO,1972,55.68863
LSO,1973,54.66243
LSO,1974,47.75908
LSO,1976,46.69415
LSO,1977,45.97741
LSO,1978,50.91973
LSO,1979,49.97369
LSO,1980,48.81013
LSO,1981,47.66083
LSO,1982,43.32723
LSO,1983,43.36191
LSO,1984,42.30216
LSO,1985,39.72813
LSO,1986,39.07143
LSO,1987,37.43985
LSO,1988,35.93045
LSO,1989,36.19998
LSO,1990,36.87871
LSO,1991,35.54117
LSO,1992,34.94046
LSO,1993,36.73066
LSO,1994,34.95341
LSO,1995,35.04574
LSO,1996,34.89316
LSO,1998,41.3998
LSO,1999,44.34685
LSO,2000,23.24857
LSO,2001,23.03196
LSO,2002,22.32254
LSO,2003,22.22018
LSO,2004,24.30619
LSO,2005,25.07579
LSO,2006,24.71886
LSO,2007,26.78304
LSO,2008,25.83935
LSO,2009,25.44176
LSO,2010,22.88035
LSO,2011,20.95476
LSO,2012,19.65715
LSO,2013,21.85281
LSO,2014,20.99868
RWA,1973,39.24281
RWA,1974,41.40005
RWA,1975,44.65871
RWA,1977,42.00251
RWA,1978,40.17359
RWA,1999,21.67734
RWA,2002,19.10454
RWA,2003,12.3538
RWA,2013,5.15567
ECU,1971,19.77241
ECU,1973,18.88267
ECU,1974,18.16584
ECU,1975,19.20459
ECU,1976,18.74896
ECU,1977,15.42029
ECU,1978,13.44343
ECU,1979,9.94153
ECU,1980,11.42702
ECU,1994,8.04115
ECU,1995,7.68503
ECU,1996,6.72034
ECU,1997,4.31208
ECU,1998,4.11137
ECU,1999,4.41048
ECU,2000,3.50082
ECU,2001,2.35159
ECU,2009,4.04369
ECU,2010,3.88504
ECU,2014,4.47761
ZMB,1972,14.82362
ZMB,1976,15.84357
ZMB,1977,16.87936
ZMB,1978,18.8152
ZMB,1979,19.87129
ZMB,1980,19.99029
ZMB,1981,19.90524
ZMB,1982,19.8901
ZMB,1983,18.18196
ZMB,1984,17.01023
ZMB,1986,16.66443
ZMB,1988,19.53901
ZMB,1994,26.46759
ZMB,1995,28.74514
ZMB,1998,32.63963
ZMB,1999,33.88763
ZMB,2000,34.35369
ZMB,2001,34.75748
ZMB,2002,31.38203
ZMB,2004,18.93176
ZMB,2005,11.161
ZMB,2006,13.10458
ZMB,2007,9.25395
ZMB,2009,12.12845
ZMB,2010,14.66242
ZMB,2011,10.78572
ZMB,2012,9.68828
ZMB,2013,11.93674
TJK,2000,2.2941
TJK,2001,1.99485
TJK,2002,1.4257
TJK,2003,0.95716
TJK,2004,0.8286
TJK,2005,0.94965
TJK,2006,0.7518
TJK,2007,1.91811
TJK,2008,0.59892
TJK,2009,0.55184
TJK,2010,0.51488
TJK,2011,0.48662
TJK,2012,0.62797
TJK,2013,1.14393
TJK,2014,2.61169
TJK,2015,2.0883
ETH,1987,65.46647
ETH,1988,64.62387
ETH,1989,66.67057
ETH,1994,77.30169
ETH,1995,73.5314
ETH,1996,68.1118
ETH,1998,59.60623
ETH,1999,57.60491
ETH,2000,53.96379
ETH,2001,50.09725
ETH,2002,48.17506
ETH,2003,47.77141
ETH,2004,45.85586
ETH,2005,35.487
ETH,2006,31.48112
ETH,2007,26.41894
ETH,2008,20.79475
ETH,2009,21.86823
ETH,2010,23.66766
ETH,2011,19.40909
ETH,2012,18.19819
ETH,2014,10.67921
AZE,1991,6.89699
AZE,1992,7.22769
AZE,1993,14.18659
AZE,1994,17.28299
AZE,1995,22.256
AZE,1996,10.89263
AZE,1997,9.39675
AZE,1998,10.68528
AZE,1999,7.89707
AZE,2000,11.53704
AZE,2001,13.90832
AZE,2002,14.1118
AZE,2003,14.25554
AZE,2004,14.19349
AZE,2005,13.69585
AZE,2006,13.44139
AZE,2007,16.24393
AZE,2008,15.70454
AZE,2009,13.76079
AZE,2010,14.72004
AZE,2011,11.59426
AZE,2012,9.67474
AZE,2013,4.71467
AZE,2014,3.91064
MLT,1971,18.0428
MLT,1972,16.44973
MLT,1973,17.06986
MLT,1974,15.77234
MLT,1975,12.13925
MLT,1976,5.8036
MLT,1977,1.02861
MLT,1981,1.25573
MLT,1982,3.54061
MLT,1983,4.46017
MLT,1984,4.81449
MLT,1985,2.70208
MLT,1986,4.64487
MLT,1987,6.58128
MLT,1988,6.99192
MLT,1989,5.41751
MLT,1990,2.92033
MLT,1991,0.80448
MLT,1994,2.84503
MLT,1995,3.36681
MLT,1996,4.5823
MLT,1997,5.60193
MLT,2011,5.8427
MLT,2012,5.04514
MLT,2013,3.164
MLT,2014,0.95912
POL,1999,4.13626
POL,2000,4.04363
POL,2001,3.98369
POL,2002,4.22398
POL,2003,4.63628
POL,2004,4.98834
POL,2005,5.31233
POL,2006,5.05124
POL,2007,4.86722
POL,2008,4.57042
POL,2009,3.80577
POL,2010,3.32748
POL,2011,3.36044
POL,2012,3.02403
POL,2013,2.95954
KHM,1997,10.54228
KHM,1998,9.04336
KHM,1999,8.19724
KHM,2000,2.50098
KHM,2003,0.35026
KHM,2006,4.67949
KHM,2007,2.6216
KHM,2008,3.94874
KHM,2010,5.80136
KHM,2011,0.23751
KHM,2012,0.31992
KHM,2014,4.26322
TON,1970,12.26766
TON,1971,9.62972
TON,1972,4.49772
TON,1974,10.20732
TON,1975,2.77523
TON,1983,12.4398
TON,1985,4.08437
TON,1986,3.0062
TON,1990,8.51755
TON,1993,8.10978
TON,1998,4.44036
TON,1999,5.85742
TON,2013,5.17914
TUR,1974,6.69909
TUR,1994,5.6738
TUR,1995,6.24085
TUR,1997,5.2057
TUR,1999,1.65983
TUR,2006,0.05677
TUR,2008,0.8668
TUR,2009,3.55263
TUR,2010,2.98292
TUR,2011,4.00324
TUR,2012,5.65702
TUR,2013,6.26293
