iso_code,year,rateofoutofschoolMF
ESP,2002,0.17175
ESP,2003,0.13371
ESP,2004,0.24571
ESP,2005,0.3076
ESP,2006,0.22576
ESP,2007,0.12246
ESP,2008,0.14447
ESP,2009,0.28799
ESP,2010,0.39176
ESP,2011,0.32301
ESP,2012,0.32541
ESP,2013,0.48665
DJI,1985,74.91256
DJI,1986,73.32597
DJI,1987,73.08531
DJI,1988,73.06933
DJI,1989,72.94323
DJI,1990,72.3432
DJI,1991,72.22644
DJI,1992,71.13819
DJI,1993,73.71028
DJI,1994,73.21866
DJI,1995,72.56039
DJI,1996,72.87916
DJI,1997,74.03929
DJI,1999,74.25733
DJI,2000,74.10743
DJI,2001,71.57575
DJI,2002,69.94112
DJI,2004,65.45493
DJI,2005,63.28036
DJI,2006,59.41072
DJI,2007,55.11238
DJI,2008,50.7034
DJI,2009,51.15016
DJI,2011,42.31748
DJI,2013,42.93965
DJI,2014,35.35552
DJI,2015,42.63094
ARE,1978,20.13564
ARE,1980,23.80177
ARE,1981,26.72718
ARE,1982,21.1615
ARE,1983,25.217
ARE,1984,24.92623
ARE,1985,25.04367
ARE,1986,24.2906
ARE,1987,13.26548
ARE,1988,9.99524
ARE,1989,5.25505
ARE,1990,1.59223
ARE,1991,1.47078
ARE,1992,4.11581
ARE,1993,7.49835
ARE,1994,9.02866
ARE,1995,7.68216
ARE,1996,9.48488
ARE,1997,12.48358
ARE,1998,11.43725
ARE,1999,14.78659
ARE,2003,9.30762
ARE,2004,5.90158
ARE,2005,3.76611
ARE,2006,4.61725
ARE,2007,4.91835
ARE,2009,9.79178
ARE,2010,6.76584
ARE,2011,7.327
ARE,2012,5.38242
ARE,2013,5.31023
ARE,2014,3.80492
IRL,1971,5.10811
IRL,1972,6.36869
IRL,1973,6.18542
IRL,1974,6.84685
IRL,1975,6.18309
IRL,1976,4.9335
IRL,1977,4.01603
IRL,1978,3.78385
IRL,1979,4.83019
IRL,1980,6.78131
IRL,1981,9.50474
IRL,1982,12.10653
IRL,1983,13.97207
IRL,1986,15.15751
IRL,1987,14.33164
IRL,1988,13.22263
IRL,1989,12.56303
IRL,1990,12.02805
IRL,1991,12.44849
IRL,1992,13.20904
IRL,1993,13.4648
IRL,1994,13.35362
IRL,1995,13.0747
IRL,1996,12.33665
IRL,1997,10.73473
IRL,1998,0.4638
IRL,1999,0.18526
IRL,2000,0.24561
IRL,2001,0.27666
IRL,2002,0.23206
IRL,2003,0.10715
IRL,2004,0.19753
IRL,2005,0.12515
IRL,2006,0.11006
IRL,2007,0.07581
IRL,2008,0.1806
IRL,2009,0.31143
IRL,2010,0.33403
IRL,2011,0.7471
IRL,2012,0.56773
IRL,2013,0.7602
SSD,2011,59.35228
CIV,1977,51.17773
CIV,1991,51.41158
CIV,1992,51.03184
CIV,1996,45.47212
CIV,1997,44.34563
CIV,1999,42.26611
CIV,2000,43.21079
CIV,2001,39.08792
CIV,2002,38.95099
CIV,2003,43.46667
CIV,2009,43.29126
CIV,2013,29.64897
CIV,2014,24.78851
TUN,1971,22.125
TUN,1975,24.20159
TUN,1978,22.07268
TUN,1979,20.6289
TUN,1980,18.55898
TUN,1981,16.82593
TUN,1982,14.23234
TUN,1983,11.17272
TUN,1984,8.42658
TUN,1985,7.67981
TUN,1986,7.00256
TUN,1987,6.48335
TUN,1988,6.16413
TUN,1989,5.70251
TUN,1990,6.05422
TUN,1991,5.05041
TUN,1992,4.66354
TUN,1993,3.8255
TUN,1994,3.81127
TUN,1995,3.57554
TUN,1996,4.53946
TUN,1997,5.66245
TUN,1999,5.65524
TUN,2000,4.56187
TUN,2001,2.714
TUN,2002,0.52253
TUN,2003,0.30209
TUN,2004,0.15945
TUN,2005,1.13028
TUN,2006,1.36994
TUN,2007,2.34719
TUN,2008,1.99197
TUN,2009,1.37863
TUN,2010,0.36817
TUN,2011,0.3658
TUN,2012,0.1107
TUN,2013,0.38681
KIR,1979,1.28218
KIR,1981,0.28137
KIR,1983,0.63975
KIR,1984,0.55053
KIR,1985,1.15761
KIR,1986,2.5253
KIR,1987,5.55653
KIR,1989,1.55419
KIR,1991,0.2414
KIR,1992,0.06755
KIR,1993,1.12528
KIR,1994,0.97448
KIR,1995,1.71201
KIR,1996,1.68599
KIR,1997,0.86715
KIR,2014,2.35724
ARG,1970,5.02706
ARG,1974,3.38752
ARG,1975,3.6142
ARG,1987,5.45909
ARG,1991,3.74618
ARG,1997,
ARG,1998,0.06236
ARG,1999,0.66264
ARG,2000,0.6252
ARG,2003,0.51389
ARG,2004,0.52078
ARG,2005,0.84604
ARG,2006,0.95238
ARG,2007,0.89807
ARG,2008,0.61565
ARG,2009,0.87564
ARG,2010,1.02412
ARG,2011,0.62932
ARG,2012,0.81419
ARG,2013,0.14703
DZA,1973,32.50195
DZA,1974,28.59835
DZA,1975,26.18817
DZA,1976,24.2154
DZA,1977,22.64728
DZA,1978,21.59209
DZA,1979,21.49588
DZA,1980,20.38324
DZA,1981,20.12049
DZA,1982,20.44996
DZA,1983,21.11769
DZA,1984,20.09956
DZA,1985,19.75462
DZA,1986,18.60322
DZA,1987,17.29877
DZA,1988,16.19919
DZA,1989,15.13482
DZA,1990,14.60961
DZA,1991,12.88783
DZA,1992,11.80073
DZA,1993,12.28944
DZA,1994,12.3467
DZA,1995,12.11659
DZA,1996,12.56143
DZA,1997,13.08583
DZA,1999,10.27447
DZA,2000,9.47628
DZA,2001,7.35806
DZA,2002,6.08545
DZA,2003,5.54714
DZA,2004,4.77799
DZA,2005,4.46124
DZA,2006,4.2405
DZA,2007,4.02462
DZA,2008,2.65885
DZA,2009,1.1916
DZA,2010,1.33952
DZA,2011,1.24994
POL,1999,4.05907
POL,2000,4.02201
POL,2001,3.86378
POL,2002,4.10608
POL,2003,4.46085
POL,2004,4.80564
POL,2005,5.09671
POL,2006,4.83882
POL,2007,4.65543
POL,2008,4.44994
POL,2009,3.70879
POL,2010,3.23326
POL,2011,3.26462
POL,2012,2.9563
POL,2013,2.89569
MRT,1985,68.27858
MRT,1994,52.65876
MRT,1995,46.28877
MRT,1996,42.99648
MRT,1998,39.62415
MRT,1999,40.26512
MRT,2000,40.14645
MRT,2001,36.89412
MRT,2002,37.61767
MRT,2003,34.69527
MRT,2004,27.94201
MRT,2005,29.34699
MRT,2006,26.82591
MRT,2007,26.05653
MRT,2008,29.5178
MRT,2009,30.19418
MRT,2010,29.75782
MRT,2011,29.1338
MRT,2012,30.15813
MRT,2013,27.26896
MRT,2014,24.9182
MYS,1970,15.75467
MYS,1971,16.1089
MYS,1972,15.1222
MYS,1994,3.83067
MYS,1998,4.56806
MYS,1999,4.85306
MYS,2000,2.18566
MYS,2001,2.96311
MYS,2002,4.13397
MYS,2003,3.30473
BGD,1970,49.15306
BGD,1973,29.62524
BGD,1976,23.76049
BGD,1977,28.61634
BGD,1978,29.33893
BGD,1981,32.37691
BGD,1983,35.54496
BGD,1984,36.94011
BGD,1985,38.76682
BGD,1986,39.76747
BGD,1987,40.75862
BGD,1988,30.45543
BGD,1989,30.48473
BGD,1990,27.5354
BGD,2005,4.62698
BGD,2006,4.14373
BGD,2008,7.15834
BGD,2009,6.2058
BGD,2010,5.48214
IDN,1971,29.93498
IDN,1972,28.79406
IDN,1974,29.07926
IDN,1975,26.6404
IDN,1976,23.72417
IDN,1977,21.32823
IDN,1978,14.54514
IDN,1981,9.86524
IDN,1982,3.96696
IDN,1983,2.57643
IDN,1984,2.28902
IDN,1985,2.17165
IDN,1986,2.77849
IDN,1987,1.90134
IDN,1988,2.22755
IDN,1989,2.07333
IDN,1990,3.71972
IDN,1991,4.62666
IDN,1992,5.48148
IDN,1993,6.68515
IDN,1994,6.15768
IDN,1995,6.34203
IDN,1996,7.44302
IDN,1997,7.49962
IDN,2001,3.83487
IDN,2002,4.5555
IDN,2003,5.09548
IDN,2004,10.34934
IDN,2005,6.8893
IDN,2006,5.59939
IDN,2007,3.26499
IDN,2008,4.18808
IDN,2009,3.52723
IDN,2010,3.18635
IDN,2011,3.65237
IDN,2012,4.56396
IDN,2013,6.71094
WSM,1994,6.62745
WSM,1998,3.80197
WSM,1999,7.31553
WSM,2000,8.49005
WSM,2001,5.26324
WSM,2007,1.62976
WSM,2009,0.26674
WSM,2010,3.23459
WSM,2011,4.96228
WSM,2012,3.88524
WSM,2014,2.6737
BOL,1998,4.73102
BOL,1999,4.57725
BOL,2000,3.88303
BOL,2001,3.80475
BOL,2002,3.40424
BOL,2003,2.88698
BOL,2006,3.05606
BOL,2007,3.32641
BOL,2008,5.03444
SWZ,1970,44.1787
SWZ,1971,44.27327
SWZ,1972,42.31569
SWZ,1973,39.43354
SWZ,1974,38.43335
SWZ,1975,36.03113
SWZ,1976,35.01162
SWZ,1977,33.72934
SWZ,1978,33.29354
SWZ,1979,32.24429
SWZ,1980,30.08383
SWZ,1981,27.08123
SWZ,1982,27.11154
SWZ,1983,27.97284
SWZ,1984,27.50166
SWZ,1985,25.90169
SWZ,1986,27.05812
SWZ,1987,26.57747
SWZ,1988,27.00665
SWZ,1989,27.59598
SWZ,1990,25.68869
SWZ,1991,25.59048
SWZ,1992,24.9726
SWZ,1993,26.52641
SWZ,1994,26.26292
SWZ,1995,25.52374
SWZ,1996,27.98663
SWZ,1998,28.41443
SWZ,1999,29.14217
SWZ,2000,27.65937
SWZ,2001,27.21789
SWZ,2002,27.33631
SWZ,2003,27.13233
SWZ,2004,24.53762
SWZ,2005,23.51192
SWZ,2006,17.77294
SWZ,2007,15.12613
SWZ,2013,21.43795
MOZ,1973,66.56712
MOZ,1979,62.49769
MOZ,1981,64.59974
MOZ,1982,65.04783
MOZ,1983,51.47167
MOZ,1985,49.62948
MOZ,1986,50.79193
MOZ,1987,54.21691
MOZ,1988,58.00777
MOZ,1989,57.56983
MOZ,1990,55.76187
MOZ,1991,57.34141
MOZ,1992,58.95101
MOZ,1993,59.90875
MOZ,1994,58.7213
MOZ,1995,56.38339
MOZ,1998,51.73897
MOZ,1999,48.31105
MOZ,2000,44.81628
MOZ,2001,40.67796
MOZ,2002,45.13373
MOZ,2004,32.72213
MOZ,2005,27.81204
MOZ,2006,24.13247
MOZ,2007,19.1295
MOZ,2008,15.78125
MOZ,2009,14.50515
MOZ,2010,12.94811
MOZ,2011,14.86498
MOZ,2012,14.44922
MOZ,2013,13.22732
MOZ,2014,12.44367
GIN,1984,72.03027
GIN,1985,69.0142
GIN,1986,71.39311
GIN,1987,73.60883
GIN,1988,72.68294
GIN,1989,72.94069
GIN,1990,73.9428
GIN,1991,72.17656
GIN,1998,60.59922
GIN,1999,58.13647
GIN,2000,55.02306
GIN,2001,51.5561
GIN,2002,44.19066
GIN,2003,40.65824
GIN,2004,37.56894
GIN,2005,35.54256
GIN,2006,33.36025
GIN,2007,31.52456
GIN,2008,32.69722
GIN,2009,31.55934
GIN,2010,29.45334
GIN,2011,25.60615
GIN,2012,26.27064
GIN,2013,25.40518
GIN,2014,23.67074
SRB,2005,0.29641
SRB,2006,0.13752
SRB,2007,1.65532
SRB,2008,2.00193
SRB,2009,3.912
SRB,2010,5.46363
SRB,2013,3.65848
SRB,2014,1.41173
SOM,1976,80.20723
SOM,1977,82.45388
SOM,1978,85.47693
SOM,1979,85.24138
SOM,1980,85.00044
BGR,1996,5.73077
BGR,1997,4.74084
BGR,1998,2.23047
BGR,1999,1.92089
BGR,2000,2.09533
BGR,2001,1.66854
BGR,2002,2.49151
BGR,2003,2.56002
BGR,2004,3.04954
BGR,2005,6.2121
BGR,2006,7.69976
BGR,2007,4.37087
BGR,2008,2.34843
BGR,2009,0.94081
BGR,2010,0.66957
BGR,2011,1.40382
BGR,2012,3.00817
BGR,2013,3.37992
BGR,2014,3.64178
KOR,1971,3.48448
KOR,1972,1.81089
KOR,1973,2.77952
KOR,1974,3.51499
KOR,1975,3.58999
KOR,1976,2.53403
KOR,1977,3.3011
KOR,1978,2.83288
KOR,1979,1.09451
KOR,1980,0.12727
KOR,1981,0.05617
KOR,1982,0.14091
KOR,1983,0.18585
KOR,1984,0.80109
KOR,1985,1.48673
KOR,1986,1.48855
KOR,1987,0.3923
KOR,1988,0.41293
KOR,1989,0.50854
KOR,1990,0.62447
KOR,1991,0.6012
KOR,1992,0.66415
KOR,1993,0.7526
KOR,1994,0.9183
KOR,1995,1.20179
KOR,1996,1.18886
KOR,1997,1.03657
KOR,1998,1.22403
KOR,1999,0.65525
KOR,2000,0.2494
KOR,2001,0.13427
KOR,2002,0.27761
KOR,2007,0.31155
KOR,2008,0.30564
KOR,2009,0.79735
KOR,2010,1.08265
KOR,2011,1.0245
KOR,2013,0.47925
KOR,2014,3.59201
PAK,2002,40.96243
PAK,2003,38.99938
PAK,2004,33.3638
PAK,2005,31.25867
PAK,2006,33.71812
PAK,2007,28.87651
PAK,2008,28.08844
PAK,2009,26.6899
PAK,2010,25.32204
PAK,2011,28.25973
PAK,2012,28.69624
PAK,2013,29.94432
PAK,2014,27.0208
JOR,1972,9.25015
JOR,1973,5.76762
JOR,1974,5.35403
JOR,1975,4.96885
JOR,1976,4.31147
JOR,1977,3.42432
JOR,1978,2.28683
JOR,1979,1.63162
JOR,1980,4.39438
JOR,1981,6.7024
JOR,1982,7.08781
JOR,1983,9.93456
JOR,1984,10.21889
JOR,1985,9.33237
JOR,1999,2.34258
JOR,2000,1.0598
JOR,2002,0.98011
JOR,2003,1.1475
JOR,2004,1.44644
JOR,2005,1.08902
JOR,2006,1.41263
JOR,2007,2.94825
JOR,2008,5.61709
JOR,2010,10.25112
JOR,2011,11.32812
JOR,2012,12.47795
MKD,1998,4.68046
MKD,1999,4.95965
MKD,2000,2.62412
MKD,2001,2.28011
MKD,2002,3.74285
MKD,2003,5.35583
MKD,2004,5.59962
MKD,2005,6.38451
MKD,2006,8.41853
MKD,2007,9.61554
MKD,2008,11.12222
MKD,2009,10.10195
MKD,2010,6.64255
MKD,2012,11.7063
RWA,1973,44.63821
RWA,1974,46.76373
RWA,1975,49.18708
RWA,1977,45.73018
RWA,1978,43.49466
RWA,1999,21.26571
RWA,2002,17.99012
RWA,2003,11.52932
RWA,2010,1.49301
RWA,2013,3.87869
ECU,1971,20.24224
ECU,1973,19.55847
ECU,1974,18.57606
ECU,1975,19.19169
ECU,1976,18.72246
ECU,1977,15.58245
ECU,1978,13.70042
ECU,1979,10.53109
ECU,1980,11.92595
ECU,1994,7.71177
ECU,1995,7.34775
ECU,1996,6.30769
ECU,1997,3.92883
ECU,1998,3.5414
ECU,1999,3.73909
ECU,2000,3.00503
ECU,2001,1.70266
ECU,2002,0.63197
ECU,2003,0.6884
ECU,2005,0.62346
ECU,2006,0.54463
ECU,2007,0.63133
ECU,2009,2.76055
ECU,2010,3.07472
ECU,2012,3.25668
ECU,2013,1.27034
ECU,2014,3.46386
CYP,1971,20.26927
CYP,1972,21.62003
CYP,1973,21.72456
CYP,1974,22.35467
CYP,1975,28.78017
CYP,1976,31.00208
CYP,1977,31.92153
CYP,1978,31.14656
CYP,1979,30.42578
CYP,1980,31.26555
CYP,1981,28.78647
CYP,1982,32.06171
CYP,1983,31.90211
CYP,1984,31.62827
CYP,1985,30.83376
CYP,1986,26.19681
CYP,1987,22.1429
CYP,1988,20.66514
CYP,1989,20.54033
CYP,1990,21.1779
CYP,1991,20.84652
CYP,1992,22.6407
CYP,1993,2.37055
CYP,1994,3.08337
CYP,1995,3.787
CYP,1996,3.88272
CYP,1997,3.71523
CYP,1999,2.37638
CYP,2000,1.93003
CYP,2001,2.4604
CYP,2002,1.49306
CYP,2003,1.36476
CYP,2004,1.23981
CYP,2005,0.33796
CYP,2006,0.47981
CYP,2007,0.65816
CYP,2008,1.03876
CYP,2009,0.85526
CYP,2010,0.7149
CYP,2011,0.71991
CYP,2012,1.82365
CYP,2013,2.50563
CYP,2014,2.86471
AUT,1971,8.92673
AUT,1972,9.71622
AUT,1973,11.07517
AUT,1974,11.97926
AUT,1975,12.28492
AUT,1976,12.87772
AUT,1989,5.54547
LAO,1988,34.81311
LAO,1990,35.0778
LAO,1992,41.86233
LAO,1993,37.03048
LAO,1994,33.29097
LAO,1996,31.34273
LAO,1997,28.88525
LAO,1998,25.64457
LAO,1999,25.09166
LAO,2000,24.30462
LAO,2001,24.88579
LAO,2002,23.82547
LAO,2003,21.30054
LAO,2004,20.65073
LAO,2005,19.38271
LAO,2006,17.844
LAO,2007,15.33084
LAO,2008,12.88444
LAO,2009,10.49583
LAO,2010,5.85259
LAO,2011,6.01154
LAO,2012,6.21339
LAO,2013,4.62696
LAO,2014,4.87577
VUT,1981,14.90051
VUT,1989,24.87542
VUT,1998,1.94547
VUT,1999,2.35731
VUT,2000,0.68124
VUT,2001,0.41394
VUT,2002,0.77433
VUT,2003,0.33144
VUT,2004,2.36473
VUT,2005,0.8477
FJI,1992,3.35002
FJI,1994,2.9962
FJI,1995,4.50456
FJI,1996,6.85351
FJI,1997,6.42804
FJI,1998,5.45217
FJI,1999,5.75171
FJI,2000,5.13667
FJI,2001,2.06141
FJI,2002,0.78293
FJI,2003,0.69984
FJI,2004,0.84441
FJI,2006,0.87071
FJI,2007,0.38565
FJI,2008,0.6698
FJI,2009,0.61111
FJI,2011,0.95916
FJI,2012,1.31344
FJI,2013,2.95527
COL,1982,29.28293
COL,1984,30.99774
COL,1985,32.35215
COL,1986,34.4416
COL,1987,33.94529
COL,1988,34.36261
COL,1989,34.5852
COL,1991,32.07292
COL,1992,24.45348
COL,1993,23.58927
COL,1994,22.47916
COL,1995,18.9646
COL,1996,13.72371
COL,1998,6.0737
COL,1999,3.66029
COL,2000,2.46235
COL,2001,2.91636
COL,2002,2.41675
COL,2004,2.80921
COL,2005,2.54441
COL,2006,3.61055
COL,2007,4.22202
COL,2008,3.71246
COL,2009,3.14764
ZMB,1972,20.61059
ZMB,1976,20.14732
ZMB,1977,20.70334
ZMB,1978,22.089
ZMB,1979,22.64343
ZMB,1980,22.55582
ZMB,1981,22.31804
ZMB,1982,22.28288
ZMB,1983,20.67043
ZMB,1984,19.63632
ZMB,1986,18.7259
ZMB,1988,20.98757
ZMB,1994,27.88336
ZMB,1995,30.0326
ZMB,1998,33.72539
ZMB,1999,35.07781
ZMB,2000,35.04829
ZMB,2001,35.08225
ZMB,2002,31.88847
ZMB,2004,18.75535
ZMB,2005,10.25661
ZMB,2006,11.66247
ZMB,2007,8.84233
ZMB,2008,8.041
ZMB,2009,10.8884
ZMB,2010,13.48733
ZMB,2011,9.65357
ZMB,2012,8.20884
ZMB,2013,10.95964
NIC,1970,47.5803
NIC,1971,44.76606
NIC,1972,44.97956
NIC,1973,44.28287
NIC,1974,44.38122
NIC,1975,42.48055
NIC,1976,41.25253
NIC,1977,42.17887
NIC,1978,44.21
NIC,1980,35.60294
NIC,1982,37.00469
NIC,1983,36.54554
NIC,1984,38.04881
NIC,1985,33.93057
NIC,1986,35.05481
NIC,1987,33.44532
NIC,1988,33.22837
NIC,1989,34.95625
NIC,1990,32.48301
NIC,1991,29.83762
NIC,1992,26.42221
NIC,1993,25.67661
NIC,1994,24.77685
NIC,1995,26.56567
NIC,1996,27.28712
NIC,1999,17.3412
NIC,2000,14.06746
NIC,2001,9.8174
NIC,2002,2.57323
NIC,2004,0.82669
NIC,2005,0.63727
NIC,2006,1.63594
NIC,2007,1.89382
NIC,2008,1.02852
NIC,2010,1.58947
MDV,1997,6.69826
MDV,1999,4.44019
MDV,2000,2.84673
MDV,2001,2.0804
MDV,2002,2.16767
MDV,2004,0.00565
MDV,2005,1.80102
MDV,2006,2.15054
MDV,2007,3.28764
MDV,2008,8.06358
MDV,2009,3.4732
TON,1970,12.30998
TON,1971,11.05216
TON,1972,5.21024
TON,1974,10.57421
TON,1975,2.71571
TON,1982,1.25255
TON,1983,9.81743
TON,1984,1.10607
TON,1985,3.01682
TON,1986,3.2501
TON,1990,7.70878
TON,1993,7.4026
TON,1998,5.32091
TON,1999,8.39039
TON,2001,0.95123
TON,2004,1.88174
TON,2005,1.17044
TON,2006,1.09189
TON,2012,1.58478
TON,2013,3.91296
LUX,1972,8.86003
LUX,1973,10.02993
LUX,1974,7.80961
LUX,1975,8.74827
LUX,1976,9.1145
LUX,1977,9.69917
LUX,1978,10.06584
LUX,1981,21.1161
LUX,1982,15.62677
LUX,1983,16.89318
LUX,1984,18.26351
LUX,1986,18.21912
LUX,1987,21.40688
LUX,1988,15.09958
LUX,1999,2.66168
LUX,2000,2.90007
LUX,2001,3.2627
LUX,2002,3.00354
LUX,2003,4.13276
LUX,2004,3.4874
LUX,2005,2.24551
LUX,2006,1.74685
LUX,2007,1.64522
LUX,2008,2.37477
LUX,2010,4.71065
LUX,2011,5.37841
LUX,2012,4.38382
LUX,2013,4.79021
IRN,1971,40.65751
IRN,1984,16.79464
IRN,1985,16.63878
IRN,1986,15.68007
IRN,1987,15.24866
IRN,1988,14.27369
IRN,1989,13.70942
IRN,1990,7.43385
IRN,1992,3.63309
IRN,1997,6.55142
IRN,1999,14.11723
IRN,2000,14.74809
IRN,2002,6.0941
IRN,2003,6.65904
IRN,2004,3.59371
IRN,2005,3.81658
IRN,2006,1.21195
IRN,2007,0.48526
IRN,2009,0.42264
IRN,2010,0.31688
IRN,2011,0.16736
IRN,2012,0.45814
IRN,2013,1.17701
IRN,2014,0.65653
GEO,1995,16.22003
GEO,1996,16.25158
GEO,1997,14.87856
GEO,2004,9.34741
GEO,2005,9.12388
GEO,2006,5.00938
GEO,2007,4.82221
GEO,2008,0.40634
GEO,2009,0.04021
GEO,2011,0.64474
SAU,1979,57.20268
SAU,2009,14.98364
SAU,2010,9.65317
SAU,2011,9.25981
SAU,2012,6.92718
SAU,2013,3.9341
SAU,2014,3.51773
MNE,2003,2.65722
MNE,2005,2.08345
MNE,2006,1.53763
MNE,2007,4.69255
MNE,2008,5.89532
MNE,2011,8.07409
MNE,2012,5.76211
MNE,2015,6.31304
MMR,1971,38.77227
MMR,1973,31.47547
MMR,1974,40.77797
MMR,1978,35.29137
MMR,2000,10.0826
MMR,2001,8.95819
MMR,2002,11.09974
MMR,2003,9.29921
MMR,2004,10.75952
MMR,2005,11.04181
MMR,2006,11.34234
MMR,2007,11.1828
MMR,2008,10.62011
MMR,2009,11.91902
MMR,2010,12.25266
MMR,2014,5.47212
ZAF,1970,34.38965
ZAF,1991,10.23105
ZAF,1994,6.06915
ZAF,1995,5.03915
ZAF,1998,5.34882
ZAF,1999,5.1404
ZAF,2000,8.20014
ZAF,2001,8.35836
ZAF,2002,8.76439
ZAF,2003,9.11369
ZAF,2004,10.18714
ZAF,2005,11.94517
SVN,1995,7.13739
SVN,1996,5.39121
SVN,1997,4.72091
SVN,1998,2.36042
SVN,1999,3.51551
SVN,2000,4.46083
SVN,2001,3.85915
SVN,2002,3.19045
SVN,2003,2.27846
SVN,2004,0.28374
SVN,2005,1.33732
SVN,2006,1.90626
SVN,2007,2.09364
SVN,2008,2.07449
SVN,2009,2.33573
SVN,2010,2.66527
SVN,2011,2.84563
SVN,2012,2.2534
SVN,2013,2.5077
BFA,1971,89.9454
BFA,1972,89.51221
BFA,1977,87.44203
BFA,1978,86.97318
BFA,1979,86.4811
BFA,1980,85.69158
BFA,1981,84.67562
BFA,1982,83.1859
BFA,1983,81.92
BFA,1984,80.57094
BFA,1985,78.51536
BFA,1986,76.51454
BFA,1987,74.86181
BFA,1988,74.37803
BFA,1989,74.08528
BFA,1991,72.81773
BFA,1992,72.29648
BFA,1993,71.31294
BFA,1994,70.08697
BFA,1995,68.46483
BFA,1998,65.0203
BFA,1999,64.4863
BFA,2000,63.25434
BFA,2001,62.22812
BFA,2002,63.27615
BFA,2003,60.946
BFA,2004,58.84432
BFA,2005,54.02226
BFA,2006,50.37655
BFA,2007,45.04953
BFA,2008,39.01416
BFA,2009,36.15196
BFA,2010,39.93179
BFA,2011,35.35775
BFA,2012,34.24834
BFA,2013,33.38408
BFA,2014,32.04646
HUN,1994,8.40618
HUN,1995,9.45037
HUN,1996,21.54478
HUN,1997,12.97524
HUN,1998,4.0124
HUN,1999,3.87362
HUN,2000,3.39614
HUN,2001,3.01228
HUN,2002,2.91959
HUN,2003,4.05412
HUN,2004,4.44276
HUN,2005,3.71444
HUN,2006,3.20133
HUN,2007,3.37444
HUN,2008,2.12438
HUN,2009,1.41729
HUN,2010,1.54504
HUN,2011,2.2348
HUN,2012,3.27928
HUN,2013,3.92851
GNQ,1994,20.23526
GNQ,2000,33.39052
GNQ,2001,26.18895
GNQ,2002,28.33447
GNQ,2003,29.91411
GNQ,2008,47.03269
GNQ,2009,47.25473
GNQ,2010,47.0093
GNQ,2011,44.69752
GNQ,2012,42.10985
MDG,1972,32.88828
MDG,1989,33.10249
MDG,1990,33.24913
MDG,1995,43.82044
MDG,1996,42.84312
MDG,1999,36.46819
MDG,2000,34.81941
MDG,2001,33.25125
MDG,2002,32.32049
MDG,2003,22.56573
KAZ,2000,5.86635
KAZ,2001,2.74701
KAZ,2002,1.64242
KAZ,2003,1.41802
KAZ,2004,1.27335
KAZ,2005,1.27583
KAZ,2006,2.34582
KAZ,2007,2.68047
KAZ,2008,1.43292
KAZ,2009,0.55321
KAZ,2010,0.34741
KAZ,2011,0.73604
KAZ,2012,0.58407
KAZ,2013,0.60729
KAZ,2014,0.50701
KAZ,2015,0.12955
COK,1998,9.1791
COK,1999,13.73932
COK,2000,5.66372
COK,2010,1.56486
COK,2011,2.91096
COK,2012,1.26575
COK,2013,3.45224
COK,2014,1.60708
PRI,2010,12.42809
PRI,2011,15.46901
PRI,2012,14.81649
PRI,2013,14.77665
PNG,1989,36.87931
PNG,2012,12.84112
LSO,1970,39.91258
LSO,1971,43.84847
LSO,1972,43.20413
LSO,1973,42.78072
LSO,1974,34.83089
LSO,1976,33.79408
LSO,1977,32.77684
LSO,1978,39.14242
LSO,1979,37.82563
LSO,1980,37.39724
LSO,1981,37.10188
LSO,1982,32.92978
LSO,1983,33.4693
LSO,1984,32.51949
LSO,1985,30.09062
LSO,1986,29.6844
LSO,1987,27.82799
LSO,1988,26.44432
LSO,1989,27.07259
LSO,1990,28.24129
LSO,1991,26.68753
LSO,1992,26.39467
LSO,1993,28.81156
LSO,1994,27.66014
LSO,1995,28.76836
LSO,1996,28.56652
LSO,1998,36.68478
LSO,1999,40.39205
LSO,2000,19.58346
LSO,2001,19.45819
LSO,2002,19.10557
LSO,2003,19.107
LSO,2004,21.59794
LSO,2005,22.48424
LSO,2006,22.30433
LSO,2007,24.8399
LSO,2008,23.72073
LSO,2009,23.0815
LSO,2010,20.96897
LSO,2011,19.38502
LSO,2012,17.97668
LSO,2013,19.94734
LSO,2014,19.27472
ETH,1987,70.51041
ETH,1988,69.93778
ETH,1989,71.22456
ETH,1994,80.84902
ETH,1995,78.10491
ETH,1996,73.86301
ETH,1998,66.39427
ETH,1999,63.91007
ETH,2000,59.84458
ETH,2001,55.59255
ETH,2002,53.38363
ETH,2003,52.59436
ETH,2004,49.72396
ETH,2005,38.78277
ETH,2006,34.07551
ETH,2007,28.8709
ETH,2008,23.21186
ETH,2009,23.63843
ETH,2010,25.55166
ETH,2011,21.58011
ETH,2012,20.31764
ETH,2014,13.51454
GAB,1975,0.75368
GAB,1997,8.76602
HKG,1971,13.61093
HKG,1972,12.34061
HKG,1973,12.63437
HKG,1974,11.82585
HKG,1975,11.2455
HKG,1976,11.46835
HKG,1977,11.29867
HKG,1978,11.54133
HKG,1979,10.24758
HKG,1980,5.15589
HKG,1981,4.73901
HKG,1982,5.078
HKG,1983,4.39045
HKG,1984,3.61408
HKG,1985,3.25253
HKG,1995,7.82144
HKG,1996,7.25718
HKG,2012,0.82229
HKG,2013,0.75325
HKG,2014,0.65511
ISR,1999,2.40305
ISR,2000,2.15363
ISR,2001,1.68916
ISR,2002,2.01045
ISR,2003,1.91967
