GHO,GBDCHILDCAUSES,PUBLISHSTATE,year,region,code,agegroup,SEX,MGHEREG,Display Value,Numeric,Low,High,Comments
MORT_300,CH5,PUBLISHED,2009,WPR,FSM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,COM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,UNICEF_MENA,0,0.01556,,,
MORT_300,CH5,PUBLISHED,2003,SEAR,PRK,MONTHS1-59,BTSX,,0,0.01839,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,MDG_LAC,0,0.00983,,,
MORT_300,CH5,PUBLISHED,2000,EUR,ISR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AMR,GUY,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,WPR,TON,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,ISR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,WBINC_LMINC,0,0.02091,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,WORLD,0,0.01668,,,
MORT_300,CH5,PUBLISHED,2009,EMR,BHR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,SVK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,WPR,KHM,MONTHS1-59,BTSX,,0,0.01515,,,
MORT_300,CH5,PUBLISHED,2003,EUR,LTU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AFR,RWA,MONTHS1-59,BTSX,,0,0.00218,,,
MORT_300,CH5,PUBLISHED,2010,AFR,BWA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,SEAR,MMR,MONTHS1-59,BTSX,,0,0.01407,,,
MORT_300,CH5,PUBLISHED,2007,EUR,CYP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,TUV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AFR,SYC,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,ESP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AMR,KNA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AMR,URY,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,AMR,JAM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,WPR,PHL,MONTHS1-59,BTSX,,0,0.02545,,,
MORT_300,CH5,PUBLISHED,2004,EUR,ALB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,SEAR,TLS,MONTHS1-59,BTSX,,0.1,0.0645,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,MDG_SOA,0,0.0349,,,
MORT_300,CH5,PUBLISHED,2007,AFR,MWI,MONTHS1-59,BTSX,,0,0.00554,,,
MORT_300,CH5,PUBLISHED,2009,AMR,VCT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,BLR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AMR,ECU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,DNK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,UKR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,WBINC_UMINC,0,0.01212,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,MDG_EAS,0,0.03918,,,
MORT_300,CH5,PUBLISHED,2008,AMR,BLZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AFR,SWZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,TJK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AMR,LCA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EMR,TUN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,,,MONTHS1-59,BTSX,MDG_DEV,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AFR,SWZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AFR,NGA,MONTHS1-59,BTSX,,0,0.01462,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,UNICEF_TACRO,0,0.00707,,,
MORT_300,CH5,PUBLISHED,2006,EUR,HUN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EMR,AFG,MONTHS1-59,BTSX,,0,0.01233,,,
MORT_300,CH5,PUBLISHED,2000,EUR,EST,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,WPR,FJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,UNICEF_CEECIS,0,0.00046,,,
MORT_300,CH5,PUBLISHED,2010,EMR,IRQ,MONTHS1-59,BTSX,,0,0.04771,,,
MORT_300,CH5,PUBLISHED,2011,SEAR,THA,MONTHS1-59,BTSX,,0,0.00577,,,
MORT_300,CH5,PUBLISHED,2010,AMR,CHL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,AND,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AMR,PAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EUR,POL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,,,MONTHS1-59,BTSX,REG7_EUR,0,0.0006,,,
MORT_300,CH5,PUBLISHED,2012,EUR,BEL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,NOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AMR,PRY,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,WPR,KOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,MDG_SOA,0,0.02665,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,REG6_AFR,0,0.0158,,,
MORT_300,CH5,PUBLISHED,2011,EUR,TUR,MONTHS1-59,BTSX,,0,0.00108,,,
MORT_300,CH5,PUBLISHED,2004,EUR,ARM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AFR,ZAF,MONTHS1-59,BTSX,,0,0.02951,,,
MORT_300,CH5,PUBLISHED,2002,EMR,JOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,SEAR,BGD,MONTHS1-59,BTSX,,0,0.01295,,,
MORT_300,CH5,PUBLISHED,2013,WPR,VNM,MONTHS1-59,BTSX,,0,0.00858,,,
MORT_300,CH5,PUBLISHED,2008,AFR,GAB,MONTHS1-59,BTSX,,0.1,0.05682,,,
MORT_300,CH5,PUBLISHED,2001,EMR,ARE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,BGR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,ROU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,REG7_WPR,0,0.01983,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,MDG_SSA,0,0.01333,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,MDG_OCE,0,0.02828,,,
MORT_300,CH5,PUBLISHED,2004,AMR,VCT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,EUR,HRV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,WBINC_UMINC,0,0.01289,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,MDG_SOA,0,0.0199,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,UNICEF_EAPRO,0,0.02507,,,
MORT_300,CH5,PUBLISHED,2007,EUR,MLT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,HUN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AFR,STP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AMR,DOM,MONTHS1-59,BTSX,,0,0.03155,,,
MORT_300,CH5,PUBLISHED,2004,SEAR,MDV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,WPR,VUT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,WPR,JPN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AMR,MEX,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AFR,GMB,MONTHS1-59,BTSX,,0,0.00632,,,
MORT_300,CH5,PUBLISHED,2005,AMR,NIC,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,REG7_AMR,0,0.00712,,,
MORT_300,CH5,PUBLISHED,2001,,,MONTHS1-59,BTSX,MDG_WAS,0,0.02727,,,
MORT_300,CH5,PUBLISHED,2002,EUR,PRT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,UNICEF_WCARO,0,0.01418,,,
MORT_300,CH5,PUBLISHED,2004,AFR,GNB,MONTHS1-59,BTSX,,0,0.01715,,,
MORT_300,CH5,PUBLISHED,2012,WPR,COK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,,,MONTHS1-59,BTSX,REG7_EUR,0,0.00024,,,
MORT_300,CH5,PUBLISHED,2009,AFR,ERI,MONTHS1-59,BTSX,,0,0.00289,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,REG6_AMR,0,0.00622,,,
MORT_300,CH5,PUBLISHED,2009,AFR,KEN,MONTHS1-59,BTSX,,0,0.01029,,,
MORT_300,CH5,PUBLISHED,2006,EUR,BIH,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AMR,DMA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AFR,RWA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,SEAR,TLS,MONTHS1-59,BTSX,,0.1,0.09908,,,
MORT_300,CH5,PUBLISHED,2006,AFR,ZAF,MONTHS1-59,BTSX,,0,0.01627,,,
MORT_300,CH5,PUBLISHED,2012,EUR,CZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AFR,LBR,MONTHS1-59,BTSX,,0,0.02437,,,
MORT_300,CH5,PUBLISHED,2008,EMR,JOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,WPR,PLW,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AMR,BRA,MONTHS1-59,BTSX,,0,0.00154,,,
MORT_300,CH5,PUBLISHED,2007,EMR,ARE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EUR,TKM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AMR,DOM,MONTHS1-59,BTSX,,0,0.04816,,,
MORT_300,CH5,PUBLISHED,2003,WPR,NRU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,EUR,EST,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AFR,CMR,MONTHS1-59,BTSX,,0,0.00837,,,
MORT_300,CH5,PUBLISHED,2006,WPR,JPN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,SEAR,BTN,MONTHS1-59,BTSX,,0,0.01827,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,WBDCP_HIINCOME,0,0,,,
MORT_300,CH5,PUBLISHED,2001,EMR,JOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AMR,TTO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,UNICEF_EAPRO,0,0.03742,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,WBDCP_MIDEASTNAF,0,0.02156,,,
MORT_300,CH5,PUBLISHED,2004,EUR,SVN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,FIN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,WPR,PLW,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,UNICEF_WCARO,0,0.01469,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,WBINC_LOINC,0,0.01474,,,
MORT_300,CH5,PUBLISHED,2007,AFR,TZA,MONTHS1-59,BTSX,,0,0.00698,,,
MORT_300,CH5,PUBLISHED,2009,AFR,ETH,MONTHS1-59,BTSX,,0,0.02082,,,
MORT_300,CH5,PUBLISHED,2001,AFR,BDI,MONTHS1-59,BTSX,,0,0.00406,,,
MORT_300,CH5,PUBLISHED,2002,AMR,GTM,MONTHS1-59,BTSX,,0,0.01713,,,
MORT_300,CH5,PUBLISHED,2006,AMR,BOL,MONTHS1-59,BTSX,,0,0.01555,,,
MORT_300,CH5,PUBLISHED,2011,EUR,UZB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,MDG_WAS,0,0.02879,,,
MORT_300,CH5,PUBLISHED,2001,AMR,PAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,MDA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AFR,CMR,MONTHS1-59,BTSX,,0,0.00834,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,UNICEF_ESARO,0,0.01319,,,
MORT_300,CH5,PUBLISHED,2012,AFR,SEN,MONTHS1-59,BTSX,,0,0.0112,,,
MORT_300,CH5,PUBLISHED,2003,WPR,TUV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,MDG_OCE,0,0.01806,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,REG7_AFR,0,0.01365,,,
MORT_300,CH5,PUBLISHED,2001,WPR,PNG,MONTHS1-59,BTSX,,0,0.0291,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,WBDCP_EAP,0,0.03018,,,
MORT_300,CH5,PUBLISHED,2007,AFR,COM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,MDG_WAS,0,0.02802,,,
MORT_300,CH5,PUBLISHED,2001,EUR,FIN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,NOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EMR,PAK,MONTHS1-59,BTSX,,0,0.01097,,,
MORT_300,CH5,PUBLISHED,2010,EUR,CHE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EUR,ROU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AFR,BFA,MONTHS1-59,BTSX,,0,0.00766,,,
MORT_300,CH5,PUBLISHED,2009,,,MONTHS1-59,BTSX,UNICEF_ESARO,0,0.01183,,,
MORT_300,CH5,PUBLISHED,2005,AFR,UGA,MONTHS1-59,BTSX,,0,0.01389,,,
MORT_300,CH5,PUBLISHED,2007,EUR,ISL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AFR,MWI,MONTHS1-59,BTSX,,0,0.00641,,,
MORT_300,CH5,PUBLISHED,2004,AFR,SYC,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EMR,OMN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EUR,DEU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EMR,KWT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AFR,TCD,MONTHS1-59,BTSX,,0,0.02346,,,
MORT_300,CH5,PUBLISHED,2007,WPR,NRU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EUR,NLD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EUR,GEO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,KAZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,WPR,PNG,MONTHS1-59,BTSX,,0,0.03132,,,
MORT_300,CH5,PUBLISHED,2009,,,MONTHS1-59,BTSX,MDG_LAC,0,0.00862,,,
MORT_300,CH5,PUBLISHED,2000,EUR,KGZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,,,MONTHS1-59,BTSX,MDG_CCA,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EMR,JOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,WBDCP_SASIA,0,0.03083,,,
MORT_300,CH5,PUBLISHED,2010,EUR,ITA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,HUN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AFR,GHA,MONTHS1-59,BTSX,,0,0.00782,,,
MORT_300,CH5,PUBLISHED,2001,AFR,DZA,MONTHS1-59,BTSX,,0,0.01074,,,
MORT_300,CH5,PUBLISHED,2002,WPR,TUV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AFR,MWI,MONTHS1-59,BTSX,,0,0.00616,,,
MORT_300,CH5,PUBLISHED,2004,AMR,ARG,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,,,MONTHS1-59,BTSX,WBDCP_EURCASIA,0,0.0006,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,REG6_EUR,0,0.0003,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,WBDCP_EURCASIA,0,0.00029,,,
MORT_300,CH5,PUBLISHED,2002,WPR,NIU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,WPR,PNG,MONTHS1-59,BTSX,,0,0.01956,,,
MORT_300,CH5,PUBLISHED,2011,AMR,ECU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,REG6_AFR,0,0.01233,,,
MORT_300,CH5,PUBLISHED,2009,EMR,SAU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,REG6_EUR,0,0.00017,,,
MORT_300,CH5,PUBLISHED,2006,EMR,ARE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AFR,MUS,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AMR,BRB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,WPR,SLB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,EUR,FIN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,MLT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,MDG_EAS,0,0.02373,,,
MORT_300,CH5,PUBLISHED,2007,AMR,SUR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,REG7_AHIGH,0,0,,,
MORT_300,CH5,PUBLISHED,2003,AFR,NAM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,WPR,AUS,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,WBINC_LOINC,0,0.01633,,,
MORT_300,CH5,PUBLISHED,2009,EMR,IRQ,MONTHS1-59,BTSX,,0,0.04633,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,REG7_EUR,0,0.0004,,,
MORT_300,CH5,PUBLISHED,2003,EUR,AUT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,EMR,JOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,DNK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AMR,USA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,PHL,MONTHS1-59,BTSX,,0,0.01546,,,
MORT_300,CH5,PUBLISHED,2008,EUR,GEO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AMR,VEN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,MDG_OCE,0,0.02551,,,
MORT_300,CH5,PUBLISHED,2002,EMR,SYR,MONTHS1-59,BTSX,,0.1,0.09487,,,
MORT_300,CH5,PUBLISHED,2004,EUR,GBR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EUR,HRV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,REG6_SEAR,0,0.03965,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,WBDCP_EURCASIA,0,0.00022,,,
MORT_300,CH5,PUBLISHED,2000,EUR,PRT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,GMB,MONTHS1-59,BTSX,,0,0.00649,,,
MORT_300,CH5,PUBLISHED,2013,WPR,NRU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EMR,IRQ,MONTHS1-59,BTSX,,0.1,0.05466,,,
MORT_300,CH5,PUBLISHED,2006,EUR,ISL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,EMR,BHR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,SEAR,NPL,MONTHS1-59,BTSX,,0,0.03376,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,MDG_SOA,0,0.02111,,,
MORT_300,CH5,PUBLISHED,2007,EUR,LTU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,WPR,JPN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,ESP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,EMR,QAT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AFR,ETH,MONTHS1-59,BTSX,,0,0.02171,,,
MORT_300,CH5,PUBLISHED,2009,AFR,TZA,MONTHS1-59,BTSX,,0,0.00696,,,
MORT_300,CH5,PUBLISHED,2011,EUR,HRV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,WPR,PNG,MONTHS1-59,BTSX,,0,0.02803,,,
MORT_300,CH5,PUBLISHED,2001,EMR,IRN,MONTHS1-59,BTSX,,0,0.01072,,,
MORT_300,CH5,PUBLISHED,2003,AMR,SUR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,REG6_SEAR,0,0.0355,,,
MORT_300,CH5,PUBLISHED,2012,EMR,OMN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,WBDCP_HIINCOME,0,0,,,
MORT_300,CH5,PUBLISHED,2010,WPR,SLB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EMR,ARE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,MKD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AMR,HTI,MONTHS1-59,BTSX,,0,0.02308,,,
MORT_300,CH5,PUBLISHED,2000,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,WPR,JPN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,SWZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AMR,VEN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,BGR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AMR,CRI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,BRN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AFR,ZAF,MONTHS1-59,BTSX,,0,0.02612,,,
MORT_300,CH5,PUBLISHED,2007,EUR,NOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AFR,MLI,MONTHS1-59,BTSX,,0,0.00909,,,
MORT_300,CH5,PUBLISHED,2001,AMR,SLV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,AFR,DZA,MONTHS1-59,BTSX,,0,0.01201,,,
MORT_300,CH5,PUBLISHED,2010,SEAR,IND,MONTHS1-59,BTSX,,0,0.02735,,,
MORT_300,CH5,PUBLISHED,2008,AMR,USA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AMR,DMA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AFR,UGA,MONTHS1-59,BTSX,,0,0.01372,,,
