GHO,GBDCHILDCAUSES,PUBLISHSTATE,year,region,code,agegroup,SEX,MGHEREG,Display Value,Numeric,Low,High,Comments
MORT_300,CH5,PUBLISHED,2010,EUR,NOR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AFR,BFA,MONTHS1-59,BTSX,,0,0.01071,,,
MORT_300,CH5,PUBLISHED,2009,EUR,FRA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AMR,PAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AFR,GNQ,MONTHS1-59,BTSX,,0,0.00597,,,
MORT_300,CH5,PUBLISHED,2011,EMR,YEM,MONTHS1-59,BTSX,,0,0.03254,,,
MORT_300,CH5,PUBLISHED,2002,EUR,ALB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,STP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AFR,GIN,MONTHS1-59,BTSX,,0,0.0196,,,
MORT_300,CH5,PUBLISHED,2000,AFR,NGA,MONTHS1-59,BTSX,,0,0.01576,,,
MORT_300,CH5,PUBLISHED,2013,EUR,MLT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,CAF,MONTHS1-59,BTSX,,0,0.01967,,,
MORT_300,CH5,PUBLISHED,2008,AFR,ZWE,MONTHS1-59,BTSX,,0,0.01578,,,
MORT_300,CH5,PUBLISHED,2007,AFR,BDI,MONTHS1-59,BTSX,,0,0.0042,,,
MORT_300,CH5,PUBLISHED,2012,,,MONTHS1-59,BTSX,REG7_SEAR,0,0.0256,,,
MORT_300,CH5,PUBLISHED,2006,SEAR,LKA,MONTHS1-59,BTSX,,0,0.01174,,,
MORT_300,CH5,PUBLISHED,2007,EMR,YEM,MONTHS1-59,BTSX,,0,0.03089,,,
MORT_300,CH5,PUBLISHED,2012,AMR,BOL,MONTHS1-59,BTSX,,0,0.0168,,,
MORT_300,CH5,PUBLISHED,2003,SEAR,MDV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,WPR,KIR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AMR,PAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,SEAR,BGD,MONTHS1-59,BTSX,,0,0.00677,,,
MORT_300,CH5,PUBLISHED,2010,EMR,QAT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,EST,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AFR,NGA,MONTHS1-59,BTSX,,0,0.01241,,,
MORT_300,CH5,PUBLISHED,2008,EMR,DJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,MDG_CCA,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AMR,BLZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,UNICEF_CEECIS,0,0.00031,,,
MORT_300,CH5,PUBLISHED,2010,WPR,PHL,MONTHS1-59,BTSX,,0,0.01421,,,
MORT_300,CH5,PUBLISHED,2007,EUR,IRL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,WPR,NRU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,KAZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,LVA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EUR,MNE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AFR,BDI,MONTHS1-59,BTSX,,0,0.00463,,,
MORT_300,CH5,PUBLISHED,2013,AFR,CPV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AMR,BOL,MONTHS1-59,BTSX,,0,0.01811,,,
MORT_300,CH5,PUBLISHED,2003,EUR,ARM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,UZB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AFR,CMR,MONTHS1-59,BTSX,,0,0.00855,,,
MORT_300,CH5,PUBLISHED,2002,EMR,SDN,MONTHS1-59,BTSX,,0,0.01065,,,
MORT_300,CH5,PUBLISHED,2012,EUR,SVK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AMR,HND,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,,,MONTHS1-59,BTSX,WBDCP_SSA,0,0.01255,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,UNICEF_ESARO,0,0.01299,,,
MORT_300,CH5,PUBLISHED,2008,AFR,ERI,MONTHS1-59,BTSX,,0,0.00301,,,
MORT_300,CH5,PUBLISHED,2002,AFR,MLI,MONTHS1-59,BTSX,,0,0.00845,,,
MORT_300,CH5,PUBLISHED,2008,EUR,ISL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AMR,GRD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,TCD,MONTHS1-59,BTSX,,0,0.02284,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,UNICEF_ROSA,0,0.02418,,,
MORT_300,CH5,PUBLISHED,2003,EMR,PAK,MONTHS1-59,BTSX,,0,0.0138,,,
MORT_300,CH5,PUBLISHED,2000,EUR,SVK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,WPR,TON,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,BFA,MONTHS1-59,BTSX,,0,0.00901,,,
MORT_300,CH5,PUBLISHED,2005,EMR,TUN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,SEAR,PRK,MONTHS1-59,BTSX,,0,0.01858,,,
MORT_300,CH5,PUBLISHED,2011,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,WPR,BRN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AMR,USA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,EUR,LVA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,AFR,NER,MONTHS1-59,BTSX,,0,0.01735,,,
MORT_300,CH5,PUBLISHED,2003,EUR,ITA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AFR,UGA,MONTHS1-59,BTSX,,0,0.01358,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,MDG_EAS,0,0.02223,,,
MORT_300,CH5,PUBLISHED,2004,AFR,AGO,MONTHS1-59,BTSX,,0,0.0086,,,
MORT_300,CH5,PUBLISHED,2005,EUR,KGZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AFR,TZA,MONTHS1-59,BTSX,,0,0.00711,,,
MORT_300,CH5,PUBLISHED,2006,EMR,SDN,MONTHS1-59,BTSX,,0,0.01005,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,MDG_WAS,0,0.02836,,,
MORT_300,CH5,PUBLISHED,2001,EMR,BHR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,WPR,MNG,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,EUR,ISL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AMR,NIC,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AMR,BOL,MONTHS1-59,BTSX,,0,0.016,,,
MORT_300,CH5,PUBLISHED,2013,WPR,CHN,MONTHS1-59,BTSX,,0,0.02531,,,
MORT_300,CH5,PUBLISHED,2003,WPR,VUT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EMR,LBY,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,,,MONTHS1-59,BTSX,REG7_WPR,0,0.02032,,,
MORT_300,CH5,PUBLISHED,2001,EUR,LTU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,AMR,CUB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EMR,ARE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,WPR,VNM,MONTHS1-59,BTSX,,0,0.00865,,,
MORT_300,CH5,PUBLISHED,2002,EUR,BLR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,IRL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,NAM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,UNICEF_MENA,0,0.01618,,,
MORT_300,CH5,PUBLISHED,2011,AMR,USA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,EUR,TJK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AFR,UGA,MONTHS1-59,BTSX,,0,0.01396,,,
MORT_300,CH5,PUBLISHED,2002,AFR,ZMB,MONTHS1-59,BTSX,,0,0.01222,,,
MORT_300,CH5,PUBLISHED,2013,AFR,COM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,MKD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,ALB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,SEAR,IDN,MONTHS1-59,BTSX,,0,0.02795,,,
MORT_300,CH5,PUBLISHED,2004,AFR,ZAF,MONTHS1-59,BTSX,,0,0.02017,,,
MORT_300,CH5,PUBLISHED,2007,AFR,COD,MONTHS1-59,BTSX,,0,0.01755,,,
MORT_300,CH5,PUBLISHED,2002,EUR,KAZ,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,MDG_CCA,0,0,,,
MORT_300,CH5,PUBLISHED,2009,,,MONTHS1-59,BTSX,WBINC_UMINC,0,0.01295,,,
MORT_300,CH5,PUBLISHED,2002,,,MONTHS1-59,BTSX,MDG_SEA,0,0.03615,,,
MORT_300,CH5,PUBLISHED,2001,WPR,TON,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,ARM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EMR,DJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,SEAR,IDN,MONTHS1-59,BTSX,,0,0.03792,,,
MORT_300,CH5,PUBLISHED,2002,EUR,BIH,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,RWA,MONTHS1-59,BTSX,,0,0.00205,,,
MORT_300,CH5,PUBLISHED,2001,WPR,CHN,MONTHS1-59,BTSX,,0,0.04656,,,
MORT_300,CH5,PUBLISHED,2011,EUR,CZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,MDG_SSA,0,0.01378,,,
MORT_300,CH5,PUBLISHED,2000,AFR,COG,MONTHS1-59,BTSX,,0,0.01536,,,
MORT_300,CH5,PUBLISHED,2012,EUR,LUX,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,UKR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AFR,KEN,MONTHS1-59,BTSX,,0,0.0141,,,
MORT_300,CH5,PUBLISHED,2010,AMR,CRI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,BEL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,MRT,MONTHS1-59,BTSX,,0,0.01323,,,
MORT_300,CH5,PUBLISHED,2006,EUR,IRL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AFR,GAB,MONTHS1-59,BTSX,,0.1,0.06466,,,
MORT_300,CH5,PUBLISHED,2003,EUR,MKD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EUR,LUX,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AFR,COD,MONTHS1-59,BTSX,,0,0.01732,,,
MORT_300,CH5,PUBLISHED,2011,AFR,TGO,MONTHS1-59,BTSX,,0,0.00785,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,MDG_NAF,0,0.00431,,,
MORT_300,CH5,PUBLISHED,2011,WPR,VNM,MONTHS1-59,BTSX,,0,0.00817,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,UNICEF_EAPRO,0,0.02753,,,
MORT_300,CH5,PUBLISHED,2006,EUR,NLD,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,TJK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,SEAR,BTN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,SEAR,BGD,MONTHS1-59,BTSX,,0,0.00608,,,
MORT_300,CH5,PUBLISHED,2003,,,MONTHS1-59,BTSX,REG7_AFR,0,0.01435,,,
MORT_300,CH5,PUBLISHED,2008,EUR,AZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,,,MONTHS1-59,BTSX,MDG_DEV,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EUR,CYP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,AMR,DMA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AMR,PAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,SSD,MONTHS1-59,BTSX,,0,0.00276,,,
MORT_300,CH5,PUBLISHED,2012,EUR,PRT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,ESP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AFR,TZA,MONTHS1-59,BTSX,,0,0.00777,,,
MORT_300,CH5,PUBLISHED,2002,EUR,DEU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AMR,CAN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,,,MONTHS1-59,BTSX,WBDCP_LAC,0,0.00735,,,
MORT_300,CH5,PUBLISHED,2005,AFR,GIN,MONTHS1-59,BTSX,,0,0.02062,,,
MORT_300,CH5,PUBLISHED,2003,,,MONTHS1-59,BTSX,REG7_EMR,0,0.01715,,,
MORT_300,CH5,PUBLISHED,2001,EUR,SWE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,AFR,RWA,MONTHS1-59,BTSX,,0,0.00217,,,
MORT_300,CH5,PUBLISHED,2000,EUR,SWE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AMR,ATG,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,ROU,MONTHS1-59,BTSX,,0.1,0.05453,,,
MORT_300,CH5,PUBLISHED,2012,AFR,GHA,MONTHS1-59,BTSX,,0,0.00672,,,
MORT_300,CH5,PUBLISHED,2000,EMR,SOM,MONTHS1-59,BTSX,,0,0.02855,,,
MORT_300,CH5,PUBLISHED,2002,EMR,EGY,MONTHS1-59,BTSX,,0,0.00631,,,
MORT_300,CH5,PUBLISHED,2003,WPR,MHL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AFR,CIV,MONTHS1-59,BTSX,,0,0.01563,,,
MORT_300,CH5,PUBLISHED,2006,WPR,NRU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AMR,DOM,MONTHS1-59,BTSX,,0.1,0.05294,,,
MORT_300,CH5,PUBLISHED,2013,WPR,FSM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EUR,BIH,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,SEAR,BTN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AFR,TZA,MONTHS1-59,BTSX,,0,0.00718,,,
MORT_300,CH5,PUBLISHED,2010,WPR,FJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,EUR,GEO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,,,MONTHS1-59,BTSX,WBDCP_EAP,0,0.03404,,,
MORT_300,CH5,PUBLISHED,2009,EUR,CZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AMR,BHS,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AMR,COL,MONTHS1-59,BTSX,,0,0.01333,,,
MORT_300,CH5,PUBLISHED,2012,AFR,ERI,MONTHS1-59,BTSX,,0,0.00268,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,MDG_EAS,0,0.0273,,,
MORT_300,CH5,PUBLISHED,2002,AFR,MDG,MONTHS1-59,BTSX,,0,0.01384,,,
MORT_300,CH5,PUBLISHED,2012,EUR,LTU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,,,MONTHS1-59,BTSX,MDG_SOA,0,0.02435,,,
MORT_300,CH5,PUBLISHED,2005,AFR,GAB,MONTHS1-59,BTSX,,0.1,0.0701,,,
MORT_300,CH5,PUBLISHED,2012,,,MONTHS1-59,BTSX,MDG_NAF,0,0.00423,,,
MORT_300,CH5,PUBLISHED,2005,AMR,HTI,MONTHS1-59,BTSX,,0,0.0282,,,
MORT_300,CH5,PUBLISHED,2006,EUR,SWE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,RWA,MONTHS1-59,BTSX,,0,0.00192,,,
MORT_300,CH5,PUBLISHED,2011,EUR,CYP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AMR,SLV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,AMR,TTO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,WBDCP_EURCASIA,0,0.00069,,,
MORT_300,CH5,PUBLISHED,2001,EUR,HRV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EMR,KWT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,MDG_DEV,0,0,,,
MORT_300,CH5,PUBLISHED,2005,WPR,BRN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2001,AFR,NAM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,AMR,VEN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,AFR,NGA,MONTHS1-59,BTSX,,0,0.0153,,,
MORT_300,CH5,PUBLISHED,2003,EUR,EST,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,EUR,HRV,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,EUR,SVN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,AZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,WPR,SGP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EUR,MCO,MONTHS1-59,BTSX,,,,,,
MORT_300,CH5,PUBLISHED,2000,AFR,KEN,MONTHS1-59,BTSX,,0,0.01494,,,
MORT_300,CH5,PUBLISHED,2003,AFR,AGO,MONTHS1-59,BTSX,,0,0.00902,,,
MORT_300,CH5,PUBLISHED,2011,WPR,MNG,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EUR,BEL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,UNICEF_EAPRO,0,0.03008,,,
MORT_300,CH5,PUBLISHED,2001,AFR,ETH,MONTHS1-59,BTSX,,0,0.02878,,,
MORT_300,CH5,PUBLISHED,2009,EUR,UZB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,WPR,PLW,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,WBDCP_EURCASIA,0,0.0003,,,
MORT_300,CH5,PUBLISHED,2004,,,MONTHS1-59,BTSX,WBDCP_HIINCOME,0,0,,,
MORT_300,CH5,PUBLISHED,2010,AFR,SEN,MONTHS1-59,BTSX,,0,0.01009,,,
MORT_300,CH5,PUBLISHED,2005,EUR,CYP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,AFR,MLI,MONTHS1-59,BTSX,,0,0.00909,,,
MORT_300,CH5,PUBLISHED,2005,AMR,KNA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EUR,ROU,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,SEAR,LKA,MONTHS1-59,BTSX,,0,0.00901,,,
MORT_300,CH5,PUBLISHED,2012,,,MONTHS1-59,BTSX,UNICEF_ROSA,0,0.02155,,,
MORT_300,CH5,PUBLISHED,2009,AFR,GIN,MONTHS1-59,BTSX,,0,0.01897,,,
MORT_300,CH5,PUBLISHED,2011,EUR,AND,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2012,WPR,KIR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,AMR,HND,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,,,MONTHS1-59,BTSX,UNICEF_WCARO,0,0.0138,,,
MORT_300,CH5,PUBLISHED,2005,,,MONTHS1-59,BTSX,UNICEF_ROSA,0,0.02579,,,
MORT_300,CH5,PUBLISHED,2009,WPR,VNM,MONTHS1-59,BTSX,,0,0.00927,,,
MORT_300,CH5,PUBLISHED,2012,EUR,TJK,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,,,MONTHS1-59,BTSX,WBDCP_LAC,0,0.00712,,,
MORT_300,CH5,PUBLISHED,2005,AFR,TCD,MONTHS1-59,BTSX,,0,0.02357,,,
MORT_300,CH5,PUBLISHED,2001,SEAR,NPL,MONTHS1-59,BTSX,,0,0.03242,,,
MORT_300,CH5,PUBLISHED,2001,SEAR,IDN,MONTHS1-59,BTSX,,0.1,0.05204,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,WBDCP_LAC,0,0.00891,,,
MORT_300,CH5,PUBLISHED,2010,AFR,BDI,MONTHS1-59,BTSX,,0,0.00428,,,
MORT_300,CH5,PUBLISHED,2013,EUR,ARM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,EUR,CYP,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EUR,ISR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EUR,FIN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2002,EMR,DJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,MDG_SEA,0,0.02626,,,
MORT_300,CH5,PUBLISHED,2013,AFR,SEN,MONTHS1-59,BTSX,,0,0.0118,,,
MORT_300,CH5,PUBLISHED,2010,AFR,MRT,MONTHS1-59,BTSX,,0,0.01268,,,
MORT_300,CH5,PUBLISHED,2010,AFR,LSO,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,SLB,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,GHA,MONTHS1-59,BTSX,,0,0.00753,,,
MORT_300,CH5,PUBLISHED,2001,AFR,COG,MONTHS1-59,BTSX,,0,0.01451,,,
MORT_300,CH5,PUBLISHED,2011,EUR,BIH,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,GBR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2011,EUR,CHE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,WPR,FJI,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,EUR,LUX,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2008,AFR,MUS,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2004,EUR,BEL,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2006,EMR,YEM,MONTHS1-59,BTSX,,0,0.02886,,,
MORT_300,CH5,PUBLISHED,2010,AMR,BRA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,WPR,TON,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,AFR,NAM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,EMR,LBN,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2010,EUR,TUR,MONTHS1-59,BTSX,,0,0.00122,,,
MORT_300,CH5,PUBLISHED,2002,WPR,FSM,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2005,EUR,CZE,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2009,EMR,KWT,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2013,AMR,SUR,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2003,EMR,IRQ,MONTHS1-59,BTSX,,0.1,0.05321,,,
MORT_300,CH5,PUBLISHED,2001,AMR,KNA,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2000,,,MONTHS1-59,BTSX,UNICEF_WCARO,0,0.01535,,,
MORT_300,CH5,PUBLISHED,2013,WPR,MNG,MONTHS1-59,BTSX,,0,0,,,
MORT_300,CH5,PUBLISHED,2007,,,MONTHS1-59,BTSX,REG7_EMR,0,0.01494,,,
MORT_300,CH5,PUBLISHED,2013,EUR,TKM,MONTHS1-59,BTSX,,0,0,,,
