iso_code,year,year,preprimaryenroll
KNA,2014,2014,87.06366
TUV,2005,2005,87.36559
TUV,2006,2006,79.57829
CIV,2000,2000,2.56845
CIV,2001,2001,2.66602
CIV,2002,2002,2.74683
CIV,2003,2003,2.96001
CIV,2009,2009,3.29734
CIV,2013,2013,4.62535
CIV,2014,2014,5.99983
SLV,1998,1998,34.87304
SLV,2000,2000,41.1896
SLV,2001,2001,42.4374
SLV,2002,2002,45.78988
SLV,2003,2003,48.08011
SLV,2004,2004,51.38292
SLV,2005,2005,51.10911
SLV,2006,2006,51.44069
SLV,2007,2007,49.75684
SLV,2008,2008,50.73197
SLV,2009,2009,50.65069
SLV,2010,2010,55.03758
SLV,2011,2011,55.03595
SLV,2012,2012,56.13413
SLV,2013,2013,58.5929
GNQ,1999,1999,25.70128
GNQ,2000,2000,25.21557
GNQ,2011,2011,50.09679
GNQ,2012,2012,49.4452
SWZ,2004,2004,10.51562
SWZ,2011,2011,17.87444
SAU,2013,2013,10.40198
SAU,2014,2014,14.26301
BMU,2011,2011,31.5
BMU,2012,2012,38.20513
ESP,2013,2013,98.84931
MDA,2003,2003,54.96343
MDA,2004,2004,59.67939
MDA,2005,2005,64.31248
MDA,2006,2006,68.78945
MDA,2007,2007,68.98214
MDA,2008,2008,71.53233
MDA,2009,2009,73.15602
MDA,2010,2010,74.49397
MDA,2011,2011,75.96461
MDA,2012,2012,78.90407
MDA,2013,2013,81.26954
LSO,2005,2005,22.43194
LSO,2013,2013,24.65723
LSO,2014,2014,21.12889
PLW,2014,2014,70.94017
MHL,2002,2002,54.62754
ZWE,2012,2012,20.26469
BFA,2009,2009,2.05412
BFA,2011,2011,2.81555
BFA,2013,2013,3.53446
BFA,2014,2014,3.76697
UZB,2008,2008,17.66956
UZB,2009,2009,19.9811
UZB,2010,2010,20.06564
UZB,2011,2011,19.69331
IRL,2012,2012,58.63278
IRL,2013,2013,58.70247
TCD,2010,2010,1.61663
TCD,2011,2011,1.69804
TCD,2012,2012,1.33934
NRU,2007,2007,63.71429
NRU,2012,2012,59.83087
NRU,2014,2014,61.98934
LBY,2006,2006,8.57754
KOR,2014,2014,91.65543
PNG,1998,1998,36.94331
GAB,2011,2011,36.42805
JPN,1999,1999,82.637
VCT,2013,2013,67.18834
VCT,2014,2014,63.35304
SSD,2011,2011,3.59175
COK,2013,2013,83.61204
COK,2014,2014,74.09836
AGO,2008,2008,73.13397
AGO,2009,2009,65.41154
AGO,2010,2010,57.10158
AGO,2011,2011,47.93623
MMR,2006,2006,4.38138
MMR,2007,2007,4.53058
MMR,2008,2008,5.11903
MMR,2009,2009,5.51913
MMR,2010,2010,7.27143
MMR,2014,2014,23.03195
ETH,2007,2007,2.31321
ETH,2008,2008,2.81072
ETH,2009,2009,3.05946
ETH,2010,2010,3.51583
ETH,2011,2011,3.91228
ETH,2012,2012,16.49018
ETH,2014,2014,29.12629
ERI,1999,1999,4.53385
ERI,2000,2000,4.54095
ERI,2001,2001,4.49304
ERI,2002,2002,4.45182
ERI,2003,2003,4.88998
ERI,2004,2004,6.12934
ERI,2005,2005,9.7649
ERI,2006,2006,10.57439
ERI,2007,2007,10.6221
ERI,2008,2008,10.00749
ERI,2009,2009,9.61459
ERI,2010,2010,10.16794
ERI,2011,2011,10.77052
ERI,2012,2012,10.01841
ERI,2013,2013,12.71065
NPL,2011,2011,51.77676
NPL,2012,2012,56.34697
NPL,2013,2013,57.98793
NPL,2014,2014,52.62589
NPL,2015,2015,56.96546
TLS,2013,2013,12.59312
TLS,2014,2014,14.428
HTI,2014,2014,57.39708
PRK,2009,2009,81.90818
