year,country,AGEGROUP,SEX,Display Value
2012,GEO,AGE35-39,MLE,0.013494
2012,LBY,AGE1-4,MLE,0.002332
2000,AUT,AGE70-74,MLE,0.165824
2013,,AGE85-89,BTSX,0.549833
1990,NLD,AGE15-19,MLE,0.002725
2013,COK,AGE65-69,MLE,0.120552
2000,LAO,AGE35-39,FMLE,0.022
2013,FIN,AGE1-4,FMLE,0.000402
2000,ISL,AGE95-99,FMLE,0.795309
2012,JPN,AGE25-29,FMLE,0.00169
2000,ZWE,AGE10-14,FMLE,0.009363
2000,ARE,AGE1-4,MLE,0.001713
2013,OMN,AGE80-84,FMLE,0.297413
2012,PLW,AGE25-29,MLE,0.006336
2000,HUN,AGE90-94,MLE,0.764
2013,HUN,AGE5-9,FMLE,0.000393
2012,,AGE35-39,BTSX,0.009647
1990,BHS,AGE100PLUS,FMLE,1
1990,USA,AGE65-69,FMLE,0.077139
2012,,AGE100PLUS,FMLE,1
1990,GHA,AGE40-44,FMLE,0.033408
1990,JPN,AGE40-44,MLE,0.009128
2013,BDI,AGE1-4,MLE,0.038593
2000,BWA,AGE50-54,MLE,0.144682
1990,TKM,AGE10-14,FMLE,0.002663
1990,IRQ,AGE95-99,FMLE,0.88686
1990,TUN,AGE20-24,MLE,0.006089
2013,SMR,AGE70-74,MLE,0.083343
2012,,AGELT1,MLE,0.005746
2012,NIC,AGE5-9,FMLE,0.001511
2012,CUB,AGE50-54,MLE,0.029154
2000,DEU,AGE55-59,MLE,0.046178
2012,TKM,AGE35-39,MLE,0.035446
2013,TTO,AGE60-64,FMLE,0.073219
2000,TJK,AGE25-29,MLE,0.012053
1990,ISL,AGE10-14,FMLE,0.000814
2012,STP,AGE20-24,FMLE,0.009948
2013,DOM,AGE50-54,FMLE,0.032274
2013,GMB,AGE90-94,MLE,0.831825
1990,ROU,AGE20-24,FMLE,0.002894
2000,NAM,AGE55-59,MLE,0.099503
2013,KIR,AGE65-69,MLE,0.17107
2013,SLB,AGE30-34,FMLE,0.010238
1990,TZA,AGE10-14,FMLE,0.016945
2013,ATG,AGE65-69,FMLE,0.064576
2000,DJI,AGE75-79,FMLE,0.368077
2012,QAT,AGE85-89,FMLE,0.439922
2013,FRA,AGE40-44,FMLE,0.005165
2000,,AGE5-9,FMLE,0.002477
1990,DMA,AGE20-24,FMLE,0.002737
2000,DJI,AGE40-44,FMLE,0.040371
2000,MKD,AGE75-79,MLE,0.361072
2013,VNM,AGE55-59,FMLE,0.025006
2000,,AGE30-34,MLE,0.008804
1990,CZE,AGE10-14,MLE,0.001261
2012,MNE,AGE30-34,FMLE,0.003002
2012,ARE,AGE60-64,FMLE,0.078949
1990,NIC,AGE65-69,MLE,0.089565
1990,PNG,AGE20-24,MLE,0.022623
2000,MHL,AGE65-69,MLE,0.173
2012,BGR,AGE55-59,MLE,0.078384
2012,BRB,AGE85-89,MLE,0.488975
2000,CZE,AGE70-74,FMLE,0.13197
2013,LUX,AGE10-14,MLE,0.000358
2013,LBN,AGE10-14,FMLE,0.000619
2013,SVN,AGE60-64,MLE,0.064586
2013,CAF,AGE30-34,MLE,0.048352
2013,GMB,AGELT1,FMLE,0.043607
2000,TZA,AGE95-99,FMLE,0.911262
1990,BHS,AGE45-49,MLE,0.030081
2013,,AGE60-64,FMLE,0.07121
2013,JOR,AGE80-84,FMLE,0.414606
2000,BRN,AGE1-4,MLE,0.002229
2000,DMA,AGE70-74,FMLE,0.128125
2012,HTI,AGE50-54,FMLE,0.042093
2013,URY,AGE10-14,MLE,0.001243
1990,BHR,AGE100PLUS,FMLE,1
2013,RUS,AGE85-89,FMLE,0.559765
1990,BLZ,AGE70-74,MLE,0.215
2012,,AGE85-89,FMLE,0.462548
2012,LTU,AGE35-39,MLE,0.022827
1990,BTN,AGE45-49,FMLE,0.066516
2013,ALB,AGE65-69,FMLE,0.079327
2013,BWA,AGE80-84,FMLE,0.439626
2000,NAM,AGE75-79,FMLE,0.391333
2012,BRA,AGE100PLUS,FMLE,1
2012,JOR,AGE90-94,MLE,0.812548
2012,TJK,AGE85-89,FMLE,0.510558
2000,SSD,AGE80-84,FMLE,0.573
1990,HND,AGE35-39,FMLE,0.018473
1990,,AGE60-64,BTSX,0.090745
2013,DZA,AGE25-29,FMLE,0.005202
2000,PER,AGE20-24,FMLE,0.005176
2012,SAU,AGE35-39,MLE,0.003536
2000,,AGE65-69,BTSX,0.114604
2013,SLE,AGE30-34,MLE,0.044932
2000,,AGE85-89,MLE,0.669099
2012,SSD,AGE75-79,MLE,0.381146
2012,TGO,AGE30-34,MLE,0.028844
2012,TGO,AGELT1,MLE,0.068202
2013,KIR,AGE100PLUS,MLE,1
2013,,AGE30-34,BTSX,0.007861
2000,BLZ,AGE70-74,FMLE,0.137
2000,MLT,AGE1-4,MLE,0.000795
2000,MWI,AGE15-19,MLE,0.010767
1990,CHL,AGE50-54,MLE,0.047315
1990,TKM,AGE30-34,FMLE,0.011
2012,MDG,AGE20-24,MLE,0.014139
2000,YEM,AGE95-99,FMLE,0.891
1990,CIV,AGE100PLUS,MLE,1
2013,TTO,AGE25-29,FMLE,0.005397
2013,ARG,AGE60-64,FMLE,0.044534
1990,,AGE55-59,BTSX,0.08198
2012,BGR,AGELT1,FMLE,0.009403
1990,ISL,AGE45-49,FMLE,0.010885
1990,NIC,AGE75-79,FMLE,0.174551
2013,LUX,AGE65-69,FMLE,0.042685
2000,AGO,AGE75-79,FMLE,0.408743
1990,PRT,AGE95-99,FMLE,0.868475
2012,NIU,AGE85-89,FMLE,0.572432
2012,TJK,AGE50-54,FMLE,0.033325
2012,PAK,AGE80-84,FMLE,0.470241
2000,LSO,AGE20-24,FMLE,0.03027
2012,JAM,AGE35-39,MLE,0.020331
2000,MYS,AGE55-59,MLE,0.070146
2012,JAM,AGE1-4,MLE,0.002903
1990,IDN,AGELT1,MLE,0.068
1990,UZB,AGE65-69,MLE,0.174
2012,CPV,AGE30-34,MLE,0.006352
2012,CPV,AGELT1,MLE,0.021007
2000,SLB,AGE1-4,MLE,0.006925
2000,NPL,AGE80-84,MLE,0.55518
2000,LTU,AGELT1,MLE,0.010615
2000,,AGE40-44,BTSX,0.015745
2013,KHM,AGE60-64,MLE,0.072219
1990,,AGE80-84,FMLE,0.462813
1990,TKM,AGE35-39,FMLE,0.014
2012,HTI,AGE30-34,MLE,0.020162
2000,TTO,AGE95-99,FMLE,0.780506
2000,RUS,AGE20-24,MLE,0.02576
2000,IRQ,AGE1-4,MLE,0.01
2000,WSM,AGE1-4,MLE,0.003328
1990,HND,AGE95-99,MLE,0.813921
2000,BHR,AGE70-74,FMLE,0.202948
2013,GBR,AGE10-14,FMLE,0.000452
2000,KIR,AGELT1,FMLE,0.054293
1990,MNE,AGE10-14,MLE,0.001101
2012,SAU,AGE1-4,MLE,0.001292
1990,HTI,AGE75-79,FMLE,0.37665
2000,SWE,AGE20-24,MLE,0.003816
2012,DZA,AGE55-59,FMLE,0.042281
2013,AGO,AGE5-9,FMLE,0.030841
1990,URY,AGE60-64,FMLE,0.049549
1990,SWE,AGE95-99,MLE,0.873048
1990,CHL,AGE45-49,FMLE,0.015
2000,KWT,AGELT1,FMLE,0.010185
2012,BRN,AGE50-54,MLE,0.0234
1990,PNG,AGE100PLUS,MLE,1
2000,RUS,AGE55-59,MLE,0.155934
2013,DOM,AGE30-34,MLE,0.01203
1990,TUN,AGE10-14,FMLE,0.003
2013,SWE,AGE65-69,MLE,0.066502
2012,SGP,AGE90-94,FMLE,0.43564
2000,ALB,AGE1-4,MLE,0.003695
2012,TGO,AGE85-89,FMLE,0.713423
2000,URY,AGE80-84,MLE,0.409024
2000,VUT,AGE75-79,MLE,0.379842
2000,MHL,AGE45-49,FMLE,0.024
2013,MWI,AGE60-64,MLE,0.117198
2012,HND,AGE45-49,FMLE,0.018126
2012,ISL,AGE35-39,MLE,0.004565
2000,NPL,AGE20-24,FMLE,0.013753
1990,WSM,AGE40-44,MLE,0.033387
1990,DZA,AGE45-49,FMLE,0.022306
2000,SGP,AGE15-19,FMLE,0.001172
2013,,AGE35-39,BTSX,0.011564
2012,TJK,AGELT1,MLE,0.054302
2000,ATG,AGE1-4,MLE,0.001262
2012,CAN,AGE90-94,MLE,0.620463
1990,QAT,AGE65-69,MLE,0.105016
1990,BEL,AGE95-99,FMLE,0.833713
1990,MYS,AGE35-39,FMLE,0.008126
1990,QAT,AGE100PLUS,MLE,1
2000,BEL,AGE20-24,FMLE,0.002171
1990,MLT,AGE75-79,MLE,0.325022
2000,YEM,AGE15-19,FMLE,0.010424
1990,URY,AGE85-89,FMLE,0.544
1990,TGO,AGE65-69,MLE,0.175772
2000,LUX,AGE1-4,MLE,0.001011
2000,SWE,AGE75-79,FMLE,0.146011
1990,LSO,AGE60-64,FMLE,0.097747
2013,KIR,AGE5-9,FMLE,0.002687
2000,RUS,AGE70-74,MLE,0.338
2013,RUS,AGE40-44,FMLE,0.01387
2000,NIU,AGE60-64,MLE,0.10956
2012,CPV,AGE15-19,FMLE,0.001519
2000,MMR,AGE75-79,MLE,0.408153
2013,NIU,AGE10-14,FMLE,0.001102
1990,HTI,AGE40-44,FMLE,0.038829
2013,LTU,AGE25-29,FMLE,0.002415
2000,WSM,AGE20-24,FMLE,0.003557
2000,CIV,AGE25-29,MLE,0.04291
2012,MDG,AGE30-34,FMLE,0.017976
2012,MDG,AGELT1,FMLE,0.037099
2013,BEL,AGE65-69,FMLE,0.04642
1990,IRL,AGE75-79,FMLE,0.225428
2000,GMB,AGE1-4,MLE,0.05751
2012,BHR,AGE90-94,MLE,0.743665
1990,IRL,AGE65-69,MLE,0.159898
1990,,AGE95-99,FMLE,0.778494
2012,CHN,AGE10-14,MLE,0.001514
1990,,AGE95-99,MLE,0.873762
2012,QAT,AGE50-54,FMLE,0.011314
2012,BRN,AGE85-89,MLE,0.584526
1990,,AGE10-14,MLE,0.004008
1990,NRU,AGE70-74,FMLE,0.121
1990,CAN,AGE10-14,MLE,0.001409
1990,MRT,AGE70-74,MLE,0.286
2012,DZA,AGE1-4,MLE,0.003285
2013,FRA,AGE30-34,MLE,0.004663
2000,PAN,AGE15-19,FMLE,0.002461
2013,KWT,AGE65-69,MLE,0.0779
2000,FRA,AGE75-79,FMLE,0.122847
1990,IRQ,AGE60-64,FMLE,0.065
2013,KIR,AGE40-44,FMLE,0.013592
2013,YEM,AGE25-29,FMLE,0.013881
2012,SGP,AGE35-39,MLE,0.003147
1990,QAT,AGE5-9,FMLE,0.00111
2012,CAN,AGELT1,FMLE,0.0043
2000,DMA,AGE95-99,MLE,0.832615
1990,PAN,AGE45-49,FMLE,0.01595
2012,KIR,AGE1-4,FMLE,0.01562
2000,BRB,AGE100PLUS,FMLE,1
2000,NIU,AGE25-29,MLE,0.009016
2012,TGO,AGE75-79,MLE,0.366097
1990,THA,AGE10-14,MLE,0.004
2012,DOM,AGE60-64,MLE,0.05782
1990,CIV,AGE20-24,MLE,0.028622
2000,BEL,AGE45-49,MLE,0.019285
2000,KIR,AGE30-34,FMLE,0.012249
2000,BHR,AGE15-19,MLE,0.003509
2012,NAM,AGE1-4,FMLE,0.009948
1990,FRA,AGE70-74,FMLE,0.076859
1990,ARG,AGE90-94,FMLE,0.63772
2012,KWT,AGE25-29,MLE,0.002138
2012,YEM,AGE55-59,FMLE,0.063568
1990,WSM,AGE50-54,FMLE,0.04574
2000,DZA,AGELT1,MLE,0.033001
1990,FRA,AGE35-39,FMLE,0.004894
1990,LTU,AGE70-74,MLE,0.249354
2012,KIR,AGE35-39,FMLE,0.010136
2013,LVA,AGE60-64,MLE,0.129364
2000,QAT,AGE70-74,MLE,0.175575
2000,CHN,AGE40-44,MLE,0.015
2012,,AGE90-94,MLE,0.674055
2012,MOZ,AGE30-34,MLE,0.056427
2013,TUV,AGE100PLUS,MLE,1
1990,DNK,AGE20-24,MLE,0.004396
1990,UGA,AGE60-64,FMLE,0.122721
2012,MNG,AGE55-59,MLE,0.105477
2012,COL,AGE5-9,FMLE,0.001065
1990,SOM,AGE100PLUS,FMLE,1
1990,SGP,AGE70-74,MLE,0.219812
2013,MDV,AGE10-14,FMLE,0.001328
1990,ALB,AGE90-94,MLE,0.976
1990,ATG,AGELT1,MLE,0.016047
1990,FIN,AGE45-49,MLE,0.027862
2012,JAM,AGE100PLUS,FMLE,1
1990,ALB,AGE15-19,FMLE,0.003081
2012,KOR,AGE85-89,FMLE,0.387367
1990,ETH,AGE100PLUS,FMLE,1
2000,ITA,AGE70-74,FMLE,0.08034
1990,KHM,AGE65-69,FMLE,0.143508
2012,GUY,AGE75-79,FMLE,0.328178
2012,,AGE1-4,FMLE,0.001515
2013,LAO,AGE95-99,FMLE,0.89105
2000,MRT,AGE95-99,FMLE,0.933005
1990,ZMB,AGE25-29,FMLE,0.052
1990,SLB,AGE15-19,FMLE,0.015708
2000,,AGE5-9,FMLE,0.000909
1990,BDI,AGE100PLUS,MLE,1
2013,CPV,AGE10-14,FMLE,0.000885
2013,KHM,AGE15-19,MLE,0.008608
2000,NER,AGE70-74,MLE,0.295938
1990,PER,AGE40-44,MLE,0.017538
2012,BLR,AGE30-34,MLE,0.017753
1990,ITA,AGE80-84,MLE,0.422336
2012,SDN,AGE25-29,FMLE,0.01599
1990,DNK,AGE75-79,FMLE,0.197342
2012,,AGE55-59,FMLE,0.067068
1990,COL,AGE65-69,MLE,0.103736
2000,UZB,AGE75-79,FMLE,0.311283
1990,,AGE45-49,MLE,0.035712
2013,BLZ,AGE5-9,FMLE,0.002181
2013,GBR,AGE55-59,FMLE,0.020429
1990,GMB,AGE75-79,MLE,0.407511
2000,TCD,AGE100PLUS,MLE,1
2013,BFA,AGELT1,FMLE,0.0585
2013,BRB,AGE30-34,FMLE,0.005216
2000,POL,AGE15-19,FMLE,0.001441
2013,LKA,AGE65-69,MLE,0.13191
2013,STP,AGE5-9,MLE,0.010896
2013,DMA,AGE35-39,FMLE,0.008494
1990,MDV,AGE65-69,MLE,0.21396
2000,JPN,AGE1-4,MLE,0.001305
1990,GTM,AGE60-64,FMLE,0.084529
2000,VEN,AGE1-4,FMLE,0.00305
2012,LVA,AGE10-14,MLE,0.001481
2013,MCO,AGE5-9,FMLE,0.000057
2000,,AGE45-49,BTSX,0.033885
1990,FIN,AGE100PLUS,FMLE,1
2000,SLV,AGELT1,FMLE,0.023296
2000,GEO,AGE75-79,MLE,0.356209
2000,HUN,AGE100PLUS,MLE,1
2013,,AGE35-39,MLE,0.010195
1990,,AGE100PLUS,BTSX,1
1990,NAM,AGE70-74,FMLE,0.271592
2000,KAZ,AGE20-24,MLE,0.01872
2013,SYC,AGE80-84,FMLE,0.286592
2012,HRV,AGE90-94,MLE,0.681848
2012,VUT,AGE55-59,FMLE,0.040577
2012,,AGE50-54,BTSX,0.04857
2000,PNG,AGE60-64,MLE,0.20618
2012,KNA,AGE50-54,MLE,0.049549
1990,EGY,AGE100PLUS,MLE,1
1990,UKR,AGE65-69,FMLE,0.100937
2013,TJK,AGE90-94,FMLE,0.636529
2000,THA,AGE55-59,MLE,0.064267
1990,KHM,AGE10-14,MLE,0.028174
2013,ISL,AGE60-64,FMLE,0.025619
2000,MNE,AGE50-54,MLE,0.043601
2013,BTN,AGE95-99,FMLE,0.654586
2012,HND,AGE25-29,MLE,0.011771
2000,ZAF,AGE15-19,MLE,0.007996
1990,BRN,AGE15-19,FMLE,0.002405
2013,SSD,AGE55-59,FMLE,0.071052
2012,KIR,AGE80-84,FMLE,0.477288
2013,CIV,AGE90-94,FMLE,0.807653
2000,ISL,AGE50-54,FMLE,0.011509
2013,ZMB,AGE85-89,FMLE,0.605928
2000,GAB,AGE40-44,FMLE,0.04832
2013,RWA,AGE90-94,MLE,0.795572
2013,TUN,AGE55-59,FMLE,0.026006
2012,BIH,AGE80-84,FMLE,0.343215
1990,ITA,AGE20-24,FMLE,0.001612
2000,SYR,AGE100PLUS,MLE,1
1990,PAK,AGE70-74,FMLE,0.211991
2013,KAZ,AGE30-34,MLE,0.022833
2013,MWI,AGE1-4,FMLE,0.024535
2013,ARE,AGE65-69,FMLE,0.095576
1990,RUS,AGE95-99,MLE,0.856509
2000,SRB,AGELT1,MLE,0.012197
2013,TUV,AGE85-89,FMLE,0.568646
2000,TCD,AGE40-44,FMLE,0.069703
2013,CUB,AGE90-94,MLE,0.632724
2012,DJI,AGE80-84,FMLE,0.532137
2000,NRU,AGE75-79,MLE,0.294897
2013,CHE,AGE25-29,FMLE,0.00111
2000,PLW,AGE100PLUS,MLE,1
2012,,AGE90-94,FMLE,0.729279
2012,GIN,AGE1-4,MLE,0.03816
2000,THA,AGE10-14,FMLE,0.002
2000,MEX,AGE20-24,MLE,0.008012
1990,AFG,AGE10-14,FMLE,0.017343
2013,CMR,AGE85-89,MLE,0.719812
1990,SLE,AGE50-54,MLE,0.115729
2000,CHN,AGE70-74,FMLE,0.175478
1990,,AGE45-49,BTSX,0.023632
1990,MHL,AGE1-4,MLE,0.016
1990,AUT,AGE100PLUS,MLE,1
1990,ISR,AGE75-79,MLE,0.256036
1990,SDN,AGE40-44,MLE,0.042939
2012,UGA,AGE60-64,FMLE,0.100289
2013,MEX,AGE65-69,MLE,0.110763
2012,JOR,AGELT1,FMLE,0.015402
1990,AZE,AGE45-49,FMLE,0.024334
1990,URY,AGE5-9,MLE,0.001
2013,,AGE35-39,MLE,0.013434
1990,KNA,AGE95-99,FMLE,0.943
2000,AND,AGE15-19,MLE,0.003792
2012,ERI,AGE85-89,MLE,0.709391
2013,JPN,AGE10-14,MLE,0.000675
2000,VNM,AGE60-64,MLE,0.089391
2000,THA,AGELT1,FMLE,0.016199
2013,NZL,AGE45-49,MLE,0.011746
2000,GAB,AGE100PLUS,MLE,1
2000,GMB,AGE65-69,FMLE,0.154417
2000,ARE,AGE20-24,FMLE,0.001919
2013,GEO,AGE60-64,FMLE,0.043601
2012,AUS,AGE1-4,MLE,0.000813
2013,CUB,AGE30-34,FMLE,0.002647
2012,PAK,AGE60-64,MLE,0.099847
1990,GHA,AGE65-69,MLE,0.169567
2000,ISR,AGE1-4,MLE,0.001321
1990,PLW,AGE50-54,MLE,0.060581
2012,AUT,AGE50-54,FMLE,0.011771
2000,TKM,AGELT1,MLE,0.073808
1990,TON,AGE20-24,FMLE,0.002714
2000,AZE,AGE10-14,MLE,0.002
2000,IRQ,AGELT1,MLE,0.039
2000,NRU,AGE15-19,FMLE,0.000858
1990,,AGE100PLUS,MLE,1
2012,COM,AGE60-64,MLE,0.135647
2013,GNB,AGE35-39,FMLE,0.050397
2012,,AGE15-19,BTSX,0.002488
2013,CMR,AGE40-44,MLE,0.060068
1990,DJI,AGE95-99,MLE,0.98164
2013,CHE,AGE85-89,MLE,0.452578
2013,MUS,AGE55-59,MLE,0.065482
2013,KAZ,AGE85-89,FMLE,0.681236
2000,SYR,AGE40-44,FMLE,0.009826
2013,TUN,AGE10-14,FMLE,0.001137
1990,SMR,AGE40-44,FMLE,0.003742
2013,KOR,AGE90-94,FMLE,0.585748
1990,SAU,AGE90-94,FMLE,0.847408
2000,LVA,AGE50-54,MLE,0.086182
2013,UZB,AGE65-69,MLE,0.206955
2000,MDV,AGE80-84,FMLE,0.605932
1990,,AGE10-14,MLE,0.002942
2013,USA,AGE80-84,FMLE,0.239263
2012,BWA,AGE55-59,MLE,0.084412
2000,ECU,AGE45-49,FMLE,0.016609
2013,NLD,AGE5-9,FMLE,0.000333
1990,SEN,AGE100PLUS,FMLE,1
2000,KGZ,AGE45-49,MLE,0.054
1990,MRT,AGE65-69,MLE,0.183
2000,STP,AGE75-79,MLE,0.345373
1990,BDI,AGE40-44,FMLE,0.049439
1990,SLB,AGE75-79,MLE,0.425255
2013,TCD,AGE30-34,MLE,0.038089
2012,HRV,AGE75-79,FMLE,0.189652
2012,SMR,AGE65-69,MLE,0.05015
2013,GHA,AGE1-4,MLE,0.024086
2000,ZWE,AGE80-84,FMLE,0.506618
1990,NER,AGE75-79,FMLE,0.451386
2012,SMR,AGELT1,MLE,0
2000,UZB,AGE20-24,MLE,0.008534
1990,RUS,AGE85-89,FMLE,0.554
1990,,AGE25-29,FMLE,0.006043
2013,ZWE,AGE90-94,FMLE,0.797041
2000,NLD,AGE55-59,MLE,0.039674
2012,AZE,AGE1-4,MLE,0.005387
2013,LVA,AGE1-4,FMLE,0.00091
2012,COK,AGE25-29,MLE,0.01035
2000,,AGE95-99,BTSX,0.886201
2000,GNB,AGE15-19,MLE,0.01634
2013,BIH,AGE5-9,FMLE,0.000374
2013,ECU,AGE55-59,FMLE,0.025802
1990,GUY,AGE65-69,FMLE,0.158531
2012,ARE,AGE5-9,MLE,0.001103
2012,CMR,AGE45-49,MLE,0.0656
1990,KNA,AGE40-44,MLE,0.039147
1990,VEN,AGE5-9,FMLE,0.00201
1990,IRQ,AGE50-54,FMLE,0.027
2013,IRN,AGE95-99,FMLE,0.82801
2013,SYR,AGE65-69,MLE,0.127327
2000,TKM,AGE45-49,MLE,0.065
2000,LBY,AGE50-54,FMLE,0.025458
2000,ARM,AGE20-24,MLE,0.004766
1990,,AGE5-9,BTSX,0.026509
1990,MLI,AGE95-99,MLE,0.950845
2012,SOM,AGE55-59,MLE,0.094417
2012,FJI,AGE85-89,FMLE,0.588238
1990,TLS,AGE40-44,FMLE,0.047002
2000,SEN,AGE25-29,FMLE,0.019
2012,ZAF,AGE30-34,FMLE,0.052648
2012,CRI,AGE1-4,MLE,0.001285
2000,COG,AGE95-99,MLE,0.929077
2013,GAB,AGE65-69,MLE,0.138506
2012,KEN,AGELT1,MLE,0.0529
2000,NGA,AGE95-99,FMLE,0.875662
2000,TUV,AGE20-24,MLE,0.011066
2013,,AGE40-44,MLE,0.023781
1990,BLR,AGE20-24,MLE,0.011576
2012,PHL,AGE90-94,MLE,0.824457
2000,BHS,AGE70-74,FMLE,0.106985
2013,KNA,AGE10-14,MLE,0.001746
2000,BLZ,AGE30-34,MLE,0.014
2012,ISR,AGE50-54,MLE,0.017976
2013,ZAF,AGE60-64,MLE,0.177518
2013,CRI,AGE25-29,FMLE,0.002245
1990,CHL,AGELT1,MLE,0.018
2000,MDV,AGE25-29,MLE,0.004018
2013,BIH,AGE65-69,MLE,0.104002
2012,ITA,AGELT1,FMLE,0.002901
1990,GRC,AGE95-99,FMLE,0.864438
2013,POL,AGE85-89,MLE,0.527849
2000,GRD,AGE40-44,MLE,0.022189
1990,,AGE55-59,FMLE,0.029928
2013,,AGE60-64,MLE,0.069685
2000,AGO,AGE85-89,FMLE,0.735
2012,GTM,AGE50-54,MLE,0.042008
1990,VEN,AGE100PLUS,MLE,1
2000,,AGE50-54,FMLE,0.022459
1990,NLD,AGE70-74,FMLE,0.100931
1990,BRA,AGE45-49,FMLE,0.024138
1990,JAM,AGE90-94,FMLE,0.729577
2013,MHL,AGE30-34,FMLE,0.00514
2000,TCD,AGE20-24,MLE,0.033449
1990,BRA,AGE10-14,FMLE,0.001959
1990,,AGE45-49,FMLE,0.04402
1990,KNA,AGE95-99,FMLE,0.94324
2012,ETH,AGE55-59,MLE,0.063237
2012,AUT,AGE85-89,FMLE,0.41853
2012,IND,AGE10-14,MLE,0.004367
1990,NLD,AGE35-39,FMLE,0.003939
1990,LAO,AGE25-29,MLE,0.026217
1990,LCA,AGE20-24,FMLE,0.004132
1990,SDN,AGE75-79,MLE,0.39
2000,SVK,AGE20-24,FMLE,0.001331
2013,,AGE75-79,BTSX,0.328402
2000,EST,AGE55-59,FMLE,0.044257
2000,GRD,AGE15-19,FMLE,0.002948
2013,VCT,AGE65-69,MLE,0.104779
2000,MDV,AGE1-4,FMLE,0.008924
2012,KEN,AGE50-54,FMLE,0.042269
2013,GRC,AGE10-14,MLE,0.000544
1990,NZL,AGE75-79,MLE,0.302018
1990,MOZ,AGE5-9,FMLE,0.052181
2000,ZWE,AGE25-29,MLE,0.085871
2013,FSM,AGE60-64,FMLE,0.079268
2013,,AGE75-79,MLE,0.214648
2012,CMR,AGE100PLUS,FMLE,1
2013,NGA,AGE5-9,MLE,0.0281
2012,CHE,AGE55-59,FMLE,0.015577
1990,TLS,AGE65-69,MLE,0.243455
2013,GAB,AGE85-89,FMLE,0.644656
2000,SEN,AGE25-29,FMLE,0.018569
2012,COL,AGE50-54,FMLE,0.015177
2012,ISR,AGE85-89,MLE,0.446084
1990,SRB,AGE25-29,MLE,0.006006
1990,TLS,AGE100PLUS,MLE,1
2013,MNG,AGE15-19,MLE,0.004097
2012,IND,AGE30-34,FMLE,0.010331
1990,ZMB,AGE25-29,MLE,0.071
2000,GRD,AGE50-54,FMLE,0.030296
2013,AUT,AGE35-39,MLE,0.004579
1990,HRV,AGE45-49,MLE,0.03651
2012,KEN,AGE85-89,FMLE,0.656636
1990,SYC,AGE65-69,FMLE,0.097178
2000,GNQ,AGE55-59,MLE,0.105549
2012,ETH,AGE30-34,FMLE,0.023882
2000,SUR,AGE25-29,MLE,0.014395
2012,FJI,AGE65-69,MLE,0.197097
2000,GNB,AGE95-99,MLE,0.950724
2012,FJI,AGE30-34,MLE,0.011641
2000,GNQ,AGE20-24,MLE,0.032962
2012,POL,AGE90-94,FMLE,0.608966
2000,,AGE65-69,FMLE,0.080762
2012,POL,AGE55-59,FMLE,0.027841
2000,BFA,AGE80-84,MLE,0.669087
2012,EGY,AGE85-89,FMLE,0.593104
2012,SDN,AGE50-54,MLE,0.054866
1990,DNK,AGE100PLUS,MLE,1
2013,MRT,AGE25-29,FMLE,0.014129
2000,SLV,AGE55-59,MLE,0.069716
2013,BLZ,AGE30-34,MLE,0.007817
2000,MHL,AGE55-59,FMLE,0.052257
1990,ALB,AGE5-9,FMLE,0.006
2012,IND,AGELT1,FMLE,0.0443
2013,BFA,AGE65-69,FMLE,0.174238
2000,RWA,AGE1-4,MLE,0.085472
2000,BLZ,AGE75-79,FMLE,0.212271
1990,MAR,AGE95-99,FMLE,0.911391
1990,IRQ,AGE40-44,MLE,0.016
2013,SLV,AGE5-9,FMLE,0.001388
2013,SRB,AGE40-44,MLE,0.013612
1990,BLR,AGE100PLUS,MLE,1
1990,NIU,AGE30-34,MLE,0.013
2012,ESP,AGE35-39,MLE,0.004165
2000,AUT,AGE25-29,MLE,0.005355
1990,NZL,AGE40-44,MLE,0.011259
2013,SVK,AGE30-34,FMLE,0.002165
1990,IND,AGE80-84,MLE,0.515227
1990,IND,AGE45-49,MLE,0.046822
2000,LTU,AGE20-24,MLE,0.013
2012,COD,AGE50-54,MLE,0.07813
1990,SOM,AGE20-24,FMLE,0.029959
2012,SOM,AGE30-34,FMLE,0.031161
2012,CHE,AGE1-4,MLE,0.000718
2013,BFA,AGE30-34,FMLE,0.023876
2000,,AGE30-34,MLE,0.051106
2012,IND,AGE90-94,MLE,0.654758
2012,LCA,AGE55-59,MLE,0.059446
1990,MCO,AGE95-99,MLE,0.847818
2012,BOL,AGE50-54,FMLE,0.039815
1990,LCA,AGE100PLUS,FMLE,1
2000,NGA,AGE75-79,MLE,0.428461
2013,BOL,AGE10-14,FMLE,0.005964
1990,OMN,AGE20-24,FMLE,0.007593
2012,KAZ,AGE35-39,FMLE,0.011449
2012,NZL,AGE50-54,MLE,0.016991
1990,ITA,AGE10-14,MLE,0.001204
2000,LKA,AGE55-59,MLE,0.085183
2013,TON,AGE60-64,MLE,0.088748
2013,ZMB,AGE30-34,MLE,0.035166
1990,ALB,AGE10-14,FMLE,0.004
2013,,AGE60-64,MLE,0.121761
2000,BEN,AGE95-99,FMLE,0.938095
1990,COG,AGE45-49,MLE,0.066362
2013,MHL,AGE65-69,FMLE,0.099546
1990,BLZ,AGE60-64,MLE,0.094
1990,VEN,AGE20-24,MLE,0.010557
2013,ITA,AGE80-84,FMLE,0.199831
2000,SUR,AGE1-4,FMLE,0.004183
