underonemort,year,code,onetofourmort,fivetoninemort,tentofourteenmort
150,NA,2013,KEN,0.0250690001994371,NA,0.0130570000037551
151,0.026298999786377,2012,KGZ,NA,0.00164300005417317,NA
152,NA,2013,KGZ,0.0032150000333786,NA,NA
153,NA,1990,KHM,NA,NA,0.0281739998608828
154,0.0149999996647239,2000,KNA,0.00643299985677004,0.00400000018998981,NA
155,NA,2013,KNA,NA,NA,0.00174600002355874
156,0.00349800009280443,2012,KOR,NA,NA,NA
157,NA,2013,KOR,0.000513000006321818,NA,NA
158,0.0912960022687912,2000,LAO,NA,NA,NA
159,NA,2012,LAO,0.0198250003159046,NA,NA
160,NA,2000,LBN,0.003262999933213,NA,NA
161,0.00831300020217896,2012,LBN,NA,NA,NA
162,NA,2013,LBN,0.00141400005668402,NA,NA
163,NA,2012,LBR,0.0206610001623631,NA,NA
164,0.0270939990878105,2000,LBY,NA,NA,NA
165,NA,2012,LBY,0.00233200006186962,NA,0.00141300004906952
166,NA,1990,LCA,NA,NA,0.0026940000243485
167,NA,2000,LSO,NA,NA,0.00927700009196997
168,NA,1990,LTU,0.00366699998266995,NA,NA
169,0.0106149995699525,2000,LTU,NA,NA,NA
170,NA,2012,LTU,0.00109999999403954,NA,0.00131099997088313
171,0.00779900001361966,1990,LUX,NA,NA,NA
172,NA,2000,LUX,0.00101100001484156,NA,0.000502999988384545
173,NA,2013,LUX,NA,NA,0.000357999990228564
174,NA,1990,LVA,NA,NA,0.0039380001835525
175,NA,2000,LVA,0.00300000002607703,NA,NA
176,NA,2012,LVA,NA,NA,0.00148099998477846
177,0.0682990029454231,1990,MAR,NA,NA,NA
178,NA,2000,MAR,0.00838799960911274,NA,NA
179,NA,2013,MAR,NA,NA,0.00265199993737042
180,0.0296919997781515,1990,MDA,NA,NA,NA
181,0.0168810002505779,2012,MDA,NA,0.00141200004145503,NA
182,NA,1990,MDG,NA,NA,0.0171210002154112
183,0.0399999991059303,2000,MDV,0.00999999977648258,0.00300000002607703,NA
184,NA,2013,MDV,0.00136100000236183,NA,NA
185,0.0616800002753735,1990,MHL,0.0160000007599592,0.00899999961256981,NA
186,NA,2000,MHL,0.0108880000188947,NA,NA
187,NA,2013,MHL,NA,NA,0.0022350000217557
188,0.0153120001778007,2000,MKD,NA,0.00145500001963228,NA
189,NA,2012,MKD,0.00102399999741465,NA,NA
190,0.0108949998393655,1990,MLT,NA,NA,NA
191,NA,2000,MLT,0.000794999999925494,NA,NA
192,NA,2013,MLT,NA,NA,0.000651000009384006
193,NA,1990,MMR,0.0329990014433861,NA,NA
194,0.0646009966731071,2000,MMR,NA,NA,NA
195,NA,2012,MMR,0.0123979998752475,NA,0.00546200014650822
196,NA,1990,MNE,NA,NA,0.00110100000165403
197,NA,2012,MNE,NA,NA,0.00109799997881055
198,NA,1990,MNG,NA,NA,0.0035270000807941
199,NA,2012,MNG,NA,NA,0.00225299992598593
200,0.0672010034322739,2012,MOZ,NA,NA,NA
201,NA,2013,MOZ,0.0276439990848303,NA,NA
202,NA,2012,MRT,0.0211859997361898,NA,NA
203,0.0224849991500378,1990,MUS,NA,NA,NA
204,NA,2000,MUS,NA,NA,0.00211300002411008
205,NA,2013,MUS,NA,NA,0.00100799999199808
206,NA,1990,MWI,NA,NA,0.0100440001115203
207,0.0525950007140636,2000,NAM,NA,NA,NA
208,0.0674000009894371,2012,NER,NA,NA,NA
209,NA,2013,NER,0.0494889989495277,NA,NA
210,0.120399996638298,2000,NGA,NA,NA,NA
211,NA,2012,NGA,0.0491590015590191,NA,NA
212,0.0551000013947487,1990,NIC,NA,NA,NA
213,0.0228950008749962,2012,NIC,NA,0.00169199996162206,NA
214,NA,2013,NIC,0.00402799993753433,NA,NA
215,0,2000,NIU,0,NA,NA
216,0,2012,NIU,NA,0.00314399995841086,NA
217,NA,2013,NIU,0,NA,NA
218,0.00248900009319186,2012,NOR,NA,NA,NA
219,0.104000002145767,1990,NPL,NA,NA,NA
220,NA,2000,NPL,NA,NA,0.00648400001227856
221,NA,2013,NPL,NA,NA,0.00343999988399446
222,0.0224489998072386,2000,NRU,NA,NA,NA
223,NA,2012,NRU,0,NA,0.000638000026810914
224,0.0101950000971556,1990,NZL,NA,NA,NA
225,NA,2000,NZL,0.00151800003368407,NA,NA
226,NA,2013,NZL,NA,NA,0.000790000020060688
227,NA,1990,OMN,NA,NA,0.00531500019133091
228,0.0241979993879795,2000,PAN,NA,NA,NA
229,NA,2012,PAN,0.0029420000500977,NA,0.00235700001940131
230,0.0607100017368793,1990,PER,NA,0.00405400013551116,NA
231,NA,2000,PER,0.00992299988865852,NA,NA
232,NA,2013,PER,NA,NA,0.00175199995283037
233,NA,1990,PHL,NA,NA,0.00477499980479479
234,NA,2012,PHL,NA,NA,0.00274399993941188
235,0.0706029981374741,1990,PNG,NA,NA,NA
236,NA,1990,POL,0.00300000002607703,NA,0.0020000000949949
237,NA,2012,POL,0.000828000018373132,NA,NA
238,NA,1990,PRK,NA,NA,0.00303700007498264
239,NA,2012,PRK,NA,NA,0.00358400004915893
240,0.0127919996157289,1990,PRT,NA,NA,NA
241,NA,2000,PRT,0.00202100002206862,NA,0.00149099994450808
242,NA,2013,PRT,NA,NA,0.000867000024300069
243,NA,1990,PRY,NA,NA,0.00186800002120435
244,0.01906399987638,1990,QAT,NA,NA,NA
245,0.0067349998280406,2012,QAT,NA,NA,NA
246,NA,2013,QAT,0.00109100004192442,NA,NA
247,NA,1990,ROU,NA,NA,0.00290199997834861
248,NA,2012,ROU,NA,NA,0.00150899996515363
249,0.025000000372529,1990,RUS,0.00499999988824129,NA,NA
250,0.0983439981937408,1990,RWA,NA,NA,NA
251,NA,2000,RWA,0.0854720026254654,NA,NA
252,NA,2013,RWA,NA,NA,0.00974399968981743
253,NA,1990,SAU,0.0101039996370673,NA,NA
254,0.020499000325799,2000,SAU,NA,NA,NA
255,NA,2012,SAU,0.00129199994262308,NA,NA
256,0.0883359983563423,1990,SDN,NA,0.0235249996185303,NA
257,NA,2000,SDN,0.0411220006644726,NA,NA
258,NA,2013,SDN,NA,NA,0.0103289997205138
259,NA,1990,SEN,NA,NA,0.00845600012689829
260,NA,2000,SEN,0.0750000029802322,NA,0.00899999961256981
261,0.00330199999734759,2000,SGP,NA,NA,NA
262,NA,2012,SGP,0.000581000000238419,NA,0.000792999984696507
263,0.0347260013222694,1990,SLB,NA,0.0122239999473095,NA
264,NA,2000,SLB,0.00692499987781048,NA,NA
265,NA,2013,SLB,NA,NA,0.00383200007490814
266,0.152603000402451,2000,SLE,NA,NA,NA
267,0.123297996819019,2013,SLE,NA,NA,NA
268,0,2012,SMR,NA,NA,NA
269,NA,2013,SMR,NA,NA,0.00190799997653812
270,NA,1990,SOM,NA,NA,0.0281230006366968
271,0.0121969999745488,2000,SRB,NA,NA,NA
272,NA,2012,SRB,0.000995000009424984,NA,NA
273,0.158999994397163,1990,SSD,0.122000001370907,0.0549999997019768,0.0270000007003546
274,NA,2000,SSD,0.0808809995651245,NA,NA
275,0.0723000019788742,2012,SSD,NA,0.0260329991579056,NA
276,NA,2013,SSD,0.0384909994900227,NA,NA
277,NA,1990,STP,0.0397629998624325,NA,NA
278,0.0620130002498627,2000,STP,NA,NA,NA
279,NA,2012,STP,0.0162669997662306,NA,0.0067349998280406
280,NA,2013,SUR,0.00222499994561076,NA,NA
281,NA,2000,SVK,0.00170699995942414,NA,NA
282,NA,2013,SVK,NA,NA,0.00102199998218566
283,NA,1990,SVN,NA,NA,0.00147000001743436
284,0.0585100017488003,1990,SWZ,NA,0.0106180002912879,NA
285,NA,2000,SWZ,0.044964000582695,NA,NA
286,NA,2013,SWZ,NA,NA,0.013047999702394
287,NA,1990,SYC,NA,NA,0.00148300000000745
288,0.0130000002682209,2013,SYR,NA,NA,NA
289,0.094700001180172,2013,TCD,NA,NA,NA
290,0.0965040028095245,1990,TGO,NA,NA,NA
291,0.0682019963860512,2012,TGO,NA,NA,NA
292,NA,2013,TGO,0.0348690003156662,NA,NA
293,NA,1990,THA,NA,0.00499999988824129,0.00400000018998981
294,NA,2000,TJK,0.0201069992035627,NA,NA
295,0.0543019995093346,2012,TJK,NA,0.00130700005684048,NA
296,NA,2013,TJK,0.0100579997524619,NA,NA
297,0.0738079994916916,2000,TKM,NA,NA,NA
298,NA,2012,TKM,0.00883600022643805,NA,0.00364800007082522
299,0.136910006403923,1990,TLS,NA,NA,NA
300,0.052181001752615,2012,TLS,NA,NA,NA
301,NA,1990,TON,NA,NA,0.0027330000884831
302,NA,2000,TON,0.00300000002607703,0.00290299998596311,NA
303,NA,2012,TON,NA,NA,0.00257400004193187
304,0.0270629990845919,2000,TTO,NA,NA,NA
305,NA,2012,TTO,0.00242300005629659,NA,NA
306,NA,1990,TUN,0.0109999999403954,0.00400000018998981,0.00300000002607703
307,NA,2013,TUN,0.00224500009790063,NA,NA
308,0.0593999996781349,1990,TUR,NA,NA,NA
309,NA,2000,TUR,0.00744900014251471,NA,NA
310,NA,2013,TUR,NA,NA,0.0040799998678267
311,0.0843989998102188,2000,TZA,NA,NA,NA
312,NA,2012,TZA,NA,NA,0.0127320000901818
313,0.114601999521255,1990,UGA,NA,NA,NA
314,NA,2000,UGA,0.067951999604702,NA,NA
315,NA,1990,UKR,NA,NA,0.00267999991774559
316,NA,2012,UKR,NA,NA,0.00147300004027784
317,0.0226119998842478,1990,URY,NA,0.00100000004749745,NA
318,0.0230000000447035,1990,URY,NA,0.00100000004749745,NA
319,NA,2000,URY,0.00235500000417233,NA,NA
320,NA,2013,URY,NA,NA,0.00124300003517419
321,NA,1990,USA,NA,NA,0.00158100004773587
322,0.0381009988486767,2013,UZB,NA,NA,NA
323,0.0148010002449155,2012,VEN,NA,NA,NA
324,NA,2013,VEN,NA,NA,0.002125000115484
325,NA,1990,VNM,NA,NA,0.00899999961256981
326,0.0208000000566244,2012,VNM,NA,0.0031769999768585,NA
327,NA,1990,VUT,0.00649800011888146,NA,NA
328,NA,2012,VUT,0.00287900003604591,NA,NA
329,0.0277149993926287,1990,WSM,NA,NA,NA
330,NA,2000,WSM,0.00332799996249378,NA,0.00279600010253489
331,NA,1990,YEM,0.0392309986054897,NA,NA
332,0.0757009983062744,2000,YEM,NA,NA,NA
333,NA,2012,YEM,0.0142700001597404,NA,0.00641799997538328
334,0.105999998748302,2000,ZMB,NA,0.0350000001490116,NA
335,0.0558990016579628,1990,ZWE,NA,NA,NA
336,0.0620010010898113,2012,ZWE,NA,0.0168800000101328,NA
337,NA,2013,ZWE,0.0362440012395382,NA,NA
338,NA,2013,AFG,NA,0.00880900025367737,NA
339,NA,2012,ALB,NA,0.00231899996288121,NA
340,NA,2012,ARE,NA,0.00110300001688302,NA
341,NA,2013,ARG,NA,0.00112699996680021,NA
342,NA,2012,ATG,NA,0.00117199996020645,NA
343,NA,2012,BEL,NA,0.000532999983988702,NA
344,NA,2013,BEN,NA,0.0132099995389581,NA
345,NA,1990,BFA,NA,0.0207470003515482,NA
346,NA,2013,BRA,NA,0.00124000001233071,NA
347,NA,2012,BRB,NA,0.00084300001617521,NA
348,NA,2012,BRN,NA,0.00072900002123788,NA
349,NA,2013,BTN,NA,0.00879800040274858,NA
350,NA,2013,CHE,NA,0.000338999991072342,NA
351,NA,2013,CMR,NA,0.0232560001313686,NA
352,NA,1990,COD,NA,0.0431790016591549,NA
353,NA,2012,CYP,NA,0.000829000025987625,NA
354,NA,2013,DZA,NA,0.00300800008699298,NA
355,NA,1990,ERI,NA,0.0208870004862547,NA
356,NA,2012,ERI,NA,0.00637299986556172,NA
357,NA,2013,ESP,NA,0.000497000000905246,NA
358,NA,2012,EST,NA,0.000555999984499067,NA
359,NA,2013,GEO,NA,0.00125500001013279,NA
360,NA,2012,GMB,NA,0.0213859993964434,NA
361,NA,2013,GRD,NA,0.00269900006242096,NA
362,NA,2012,IDN,NA,0.00368000008165836,NA
363,NA,2013,IRN,NA,0.00201099994592369,NA
364,NA,2013,ISL,NA,0.000250999990385026,NA
365,NA,2012,ISR,NA,0.000530000019352883,NA
366,NA,2013,JAM,NA,0.00394299998879433,NA
367,NA,2000,KHM,NA,0.0217230003327131,NA
368,NA,2012,KNA,NA,0.00177299999631941,NA
369,NA,2013,LAO,NA,0.0044840001501143,NA
370,NA,2000,LBR,NA,0.0169990006834269,NA
371,NA,2013,LBY,NA,0.00153400003910065,NA
372,NA,2012,LSO,NA,0.020108999684453,NA
373,NA,2013,LTU,NA,0.000734000001102686,NA
374,NA,2012,LUX,NA,0.000258999993093312,NA
375,NA,2012,MDV,NA,0.00157800002489239,NA
376,NA,2013,MKD,NA,0.00100000004749745,NA
377,NA,2012,MLT,NA,0.000500000023748726,NA
378,NA,2013,MMR,NA,0.00691099977120757,NA
379,NA,2000,MNG,NA,0.00321400002576411,NA
380,NA,2000,MRT,NA,0.0110529996454716,NA
381,NA,2013,MRT,NA,0.00897699967026711,NA
382,NA,2012,MUS,NA,0.000977999996393919,NA
383,NA,2013,NGA,NA,0.0281000006943941,NA
384,NA,2012,NPL,NA,0.00448299990966916,NA
385,NA,2013,NRU,NA,0.000584000023081899,NA
386,NA,2012,NZL,NA,0.000377999996999279,NA
387,NA,2013,PAN,NA,0.00187000003643334,NA
388,NA,2012,PER,NA,0.00151800003368407,NA
389,NA,2000,POL,NA,0.00103000004310161,NA
390,NA,2012,PRT,NA,0.000738999980967492,NA
391,NA,2012,RWA,NA,0.0141460001468658,NA
392,NA,2013,SAU,NA,0.00265099992975593,NA
393,NA,2012,SDN,NA,0.0139990001916885,NA
394,NA,2013,SGP,NA,0.00049200002104044,NA
395,NA,2012,SLB,NA,0.00487300008535385,NA
396,NA,2013,SRB,NA,0.000659000012092292,NA
397,NA,2013,STP,NA,0.0108960000798106,NA
398,NA,2012,SUR,NA,0.00144599995110184,NA
399,NA,2013,TKM,NA,0.00300000002607703,NA
400,NA,2000,TON,0.00300000002607703,0.00300000002607703,NA
401,NA,2013,TTO,NA,0.0041880002245307,NA
402,NA,2012,TUN,NA,0.00184000004082918,NA
403,NA,2013,TZA,NA,0.0171719994395971,NA
404,NA,2012,UGA,NA,0.0241800006479025,NA
405,NA,2012,URY,NA,0.00103299994952977,NA
406,NA,2013,VUT,NA,0.00296099996194243,NA
407,NA,2012,WSM,NA,0.00169399997685105,NA
408,NA,2013,YEM,NA,0.00781899970024824,NA
