GHO,GBDCHILDCAUSES,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,MGHEREG,Display Value,Numeric,Low,High,Comments
MORT_200,CH4,PUBLISHED,2000,AFR,AGO,MONTHS1-59,BTSX,,1.3,1.32591,,,
MORT_300,CH4,PUBLISHED,2006,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.83336,,,
MORT_200,CH4,PUBLISHED,2006,AFR,AGO,DAYS0-27,BTSX,,0.1,0.05616,,,
MORT_100,CH4,PUBLISHED,2012,AFR,AGO,YEARS0-4,BTSX,,893,893,,,
MORT_200,CH4,PUBLISHED,2009,AFR,AGO,DAYS0-27,BTSX,,0,0.04987,,,
MORT_200,CH4,PUBLISHED,2001,AFR,AGO,MONTHS1-59,BTSX,,1.3,1.26929,,,
MORT_100,CH4,PUBLISHED,2007,AFR,AGO,DAYS0-27,BTSX,,41,41,,,
MORT_300,CH4,PUBLISHED,2009,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10074,,,
MORT_100,CH4,PUBLISHED,2013,AFR,AGO,MONTHS1-59,BTSX,,855,855.2007,,,
MORT_100,CH4,PUBLISHED,2005,AFR,AGO,YEARS0-4,BTSX,,1014,1014,,,
MORT_200,CH4,PUBLISHED,2009,AFR,AGO,YEARS0-4,BTSX,,1.1,1.10271,,,
MORT_300,CH4,PUBLISHED,2007,AFR,AGO,MONTHS1-59,BTSX,,0.7,0.74867,,,
MORT_300,CH4,PUBLISHED,2009,AFR,AGO,YEARS0-4,BTSX,,0.6,0.59365,,,
MORT_100,CH4,PUBLISHED,2010,AFR,AGO,MONTHS1-59,BTSX,,865,865,,,
MORT_100,CH4,PUBLISHED,2002,AFR,AGO,DAYS0-27,BTSX,,40,40,,,
MORT_300,CH4,PUBLISHED,2002,AFR,AGO,YEARS0-4,BTSX,,0.6,0.60607,,,
MORT_300,CH4,PUBLISHED,2010,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09364,,,
MORT_200,CH4,PUBLISHED,2013,AFR,AGO,YEARS0-4,BTSX,,1,0.98108,,,
MORT_300,CH4,PUBLISHED,2012,AFR,AGO,MONTHS1-59,BTSX,,0.7,0.74239,,,
MORT_200,CH4,PUBLISHED,2005,AFR,AGO,DAYS0-27,BTSX,,0.1,0.05657,,,
MORT_200,CH4,PUBLISHED,2012,AFR,AGO,YEARS0-4,BTSX,,1,0.98108,,,
MORT_300,CH4,PUBLISHED,2008,AFR,AGO,YEARS0-4,BTSX,,0.6,0.57154,,,
MORT_300,CH4,PUBLISHED,2004,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10748,,,
MORT_200,CH4,PUBLISHED,2012,AFR,AGO,DAYS0-27,BTSX,,0,0.04614,,,
MORT_300,CH4,PUBLISHED,2007,AFR,AGO,YEARS0-4,BTSX,,0.6,0.57787,,,
MORT_100,CH4,PUBLISHED,2011,AFR,AGO,YEARS0-4,BTSX,,911,911,,,
MORT_300,CH4,PUBLISHED,2013,AFR,AGO,YEARS0-4,BTSX,,0.6,0.58474,,,
