year,region,code,AGEGROUP,SEX,Display Value,Numeric
2003,WPR,CHN,DAYS0-27,BTSX,0,0.03144
2000,AFR,CIV,DAYS0-27,BTSX,0.1,0.11343
2006,AFR,CIV,DAYS0-27,BTSX,0.1,0.11515
2012,AFR,CIV,DAYS0-27,BTSX,0.1,0.12057
2011,AFR,CIV,DAYS0-27,BTSX,0.1,0.13804
2010,AFR,CIV,DAYS0-27,BTSX,0.1,0.12206
2004,AFR,CIV,DAYS0-27,BTSX,0.1,0.11944
2003,AFR,CIV,DAYS0-27,BTSX,0.1,0.12093
2007,AFR,CIV,DAYS0-27,BTSX,0.1,0.1202
2002,AFR,CIV,DAYS0-27,BTSX,0.1,0.11865
2013,AFR,CIV,DAYS0-27,BTSX,0.1,0.12346
2008,AFR,CIV,DAYS0-27,BTSX,0.1,0.12456
2001,AFR,CIV,DAYS0-27,BTSX,0.1,0.11366
2005,AFR,CIV,DAYS0-27,BTSX,0.1,0.11731
2009,AFR,CIV,DAYS0-27,BTSX,0.1,0.11982
2004,AFR,CMR,DAYS0-27,BTSX,0.2,0.15429
2010,AFR,CMR,DAYS0-27,BTSX,0.2,0.16849
2003,AFR,CMR,DAYS0-27,BTSX,0.2,0.15449
2009,AFR,CMR,DAYS0-27,BTSX,0.2,0.16734
2000,AFR,CMR,DAYS0-27,BTSX,0.2,0.15191
2008,AFR,CMR,DAYS0-27,BTSX,0.2,0.16187
2001,AFR,CMR,DAYS0-27,BTSX,0.2,0.15119
2012,AFR,CMR,DAYS0-27,BTSX,0.2,0.17367
2005,AFR,CMR,DAYS0-27,BTSX,0.2,0.15461
2007,AFR,CMR,DAYS0-27,BTSX,0.2,0.16036
2006,AFR,CMR,DAYS0-27,BTSX,0.2,0.1597
2013,AFR,CMR,DAYS0-27,BTSX,0.2,0.17551
2011,AFR,CMR,DAYS0-27,BTSX,0.2,0.17363
2002,AFR,CMR,DAYS0-27,BTSX,0.2,0.15499
2002,AFR,COD,DAYS0-27,BTSX,0.1,0.12708
2008,AFR,COD,DAYS0-27,BTSX,0.1,0.12677
2013,AFR,COD,DAYS0-27,BTSX,0.1,0.1342
2010,AFR,COD,DAYS0-27,BTSX,0.1,0.13484
2009,AFR,COD,DAYS0-27,BTSX,0.1,0.12512
2005,AFR,COD,DAYS0-27,BTSX,0.1,0.12228
2006,AFR,COD,DAYS0-27,BTSX,0.1,0.12339
2007,AFR,COD,DAYS0-27,BTSX,0.1,0.12185
2003,AFR,COD,DAYS0-27,BTSX,0.1,0.1263
2004,AFR,COD,DAYS0-27,BTSX,0.1,0.12206
2001,AFR,COD,DAYS0-27,BTSX,0.1,0.12821
2000,AFR,COD,DAYS0-27,BTSX,0.1,0.12423
2012,AFR,COD,DAYS0-27,BTSX,0.1,0.13179
2011,AFR,COD,DAYS0-27,BTSX,0.1,0.12875
2007,AFR,COG,DAYS0-27,BTSX,0.2,0.18553
2001,AFR,COG,DAYS0-27,BTSX,0.2,0.18762
2013,AFR,COG,DAYS0-27,BTSX,0.3,0.25895
2000,AFR,COG,DAYS0-27,BTSX,0.2,0.19052
2012,AFR,COG,DAYS0-27,BTSX,0.2,0.24868
2011,AFR,COG,DAYS0-27,BTSX,0.2,0.24213
2006,AFR,COG,DAYS0-27,BTSX,0.2,0.18032
2004,AFR,COG,DAYS0-27,BTSX,0.2,0.17065
2003,AFR,COG,DAYS0-27,BTSX,0.2,0.16687
2009,AFR,COG,DAYS0-27,BTSX,0.2,0.1983
2008,AFR,COG,DAYS0-27,BTSX,0.2,0.19126
2005,AFR,COG,DAYS0-27,BTSX,0.2,0.175
2002,AFR,COG,DAYS0-27,BTSX,0.2,0.18806
2010,AFR,COG,DAYS0-27,BTSX,0.2,0.23481
2005,WPR,COK,DAYS0-27,BTSX,0,0
2004,WPR,COK,DAYS0-27,BTSX,0,0
2011,WPR,COK,DAYS0-27,BTSX,0,0
2009,WPR,COK,DAYS0-27,BTSX,0,0
2010,WPR,COK,DAYS0-27,BTSX,0,0
2008,WPR,COK,DAYS0-27,BTSX,0,0
2002,WPR,COK,DAYS0-27,BTSX,0,0
2001,WPR,COK,DAYS0-27,BTSX,0,0
2012,WPR,COK,DAYS0-27,BTSX,0,0
2006,WPR,COK,DAYS0-27,BTSX,0,0
2003,WPR,COK,DAYS0-27,BTSX,0,0
2007,WPR,COK,DAYS0-27,BTSX,0,0
2013,WPR,COK,DAYS0-27,BTSX,0,0
2000,WPR,COK,DAYS0-27,BTSX,0,0
2009,AMR,COL,DAYS0-27,BTSX,0,0.0168
2002,AMR,COL,DAYS0-27,BTSX,0,0
2007,AMR,COL,DAYS0-27,BTSX,0,0.01484
2003,AMR,COL,DAYS0-27,BTSX,0,0
2008,AMR,COL,DAYS0-27,BTSX,0,0
2006,AMR,COL,DAYS0-27,BTSX,0,0.02978
2013,AMR,COL,DAYS0-27,BTSX,0,0.00964
2011,AMR,COL,DAYS0-27,BTSX,0,0.01056
2000,AMR,COL,DAYS0-27,BTSX,0,0.03048
2010,AMR,COL,DAYS0-27,BTSX,0,0.01156
2001,AMR,COL,DAYS0-27,BTSX,0,0.04546
2012,AMR,COL,DAYS0-27,BTSX,0,0.00964
2005,AMR,COL,DAYS0-27,BTSX,0,0.01396
2004,AMR,COL,DAYS0-27,BTSX,0,0.01363
2002,AFR,COM,DAYS0-27,BTSX,0.1,0.12821
2008,AFR,COM,DAYS0-27,BTSX,0.1,0.1227
2001,AFR,COM,DAYS0-27,BTSX,0.1,0.13141
2012,AFR,COM,DAYS0-27,BTSX,0.1,0.12755
2007,AFR,COM,DAYS0-27,BTSX,0.1,0.1227
2000,AFR,COM,DAYS0-27,BTSX,0.1,0.13495
2011,AFR,COM,DAYS0-27,BTSX,0.1,0.1261
2004,AFR,COM,DAYS0-27,BTSX,0.1,0.12453
2009,AFR,COM,DAYS0-27,BTSX,0.1,0.12361
2005,AFR,COM,DAYS0-27,BTSX,0.1,0.1233
2013,AFR,COM,DAYS0-27,BTSX,0.1,0.13012
2006,AFR,COM,DAYS0-27,BTSX,0.1,0.123
2010,AFR,COM,DAYS0-27,BTSX,0.1,0.12438
2003,AFR,COM,DAYS0-27,BTSX,0.1,0.12579
2006,AFR,CPV,DAYS0-27,BTSX,0,0
2000,AFR,CPV,DAYS0-27,BTSX,0,0
2005,AFR,CPV,DAYS0-27,BTSX,0,0
2012,AFR,CPV,DAYS0-27,BTSX,0,0
2002,AFR,CPV,DAYS0-27,BTSX,0,0
2008,AFR,CPV,DAYS0-27,BTSX,0,0
2010,AFR,CPV,DAYS0-27,BTSX,0,0
2001,AFR,CPV,DAYS0-27,BTSX,0,0
2007,AFR,CPV,DAYS0-27,BTSX,0,0
2009,AFR,CPV,DAYS0-27,BTSX,0,0
2003,AFR,CPV,DAYS0-27,BTSX,0,0
2011,AFR,CPV,DAYS0-27,BTSX,0,0
2004,AFR,CPV,DAYS0-27,BTSX,0,0
2013,AFR,CPV,DAYS0-27,BTSX,0,0
2010,AMR,CRI,DAYS0-27,BTSX,0.1,0.13554
2004,AMR,CRI,DAYS0-27,BTSX,0,0
2008,AMR,CRI,DAYS0-27,BTSX,0.2,0.20226
2007,AMR,CRI,DAYS0-27,BTSX,0.2,0.19031
2003,AMR,CRI,DAYS0-27,BTSX,0,0
2011,AMR,CRI,DAYS0-27,BTSX,0.1,0.13507
2001,AMR,CRI,DAYS0-27,BTSX,0,0
2013,AMR,CRI,DAYS0-27,BTSX,0.1,0.13444
2000,AMR,CRI,DAYS0-27,BTSX,0,0
2006,AMR,CRI,DAYS0-27,BTSX,0,0
2009,AMR,CRI,DAYS0-27,BTSX,0,0
2002,AMR,CRI,DAYS0-27,BTSX,0,0
2012,AMR,CRI,DAYS0-27,BTSX,0.1,0.13444
2005,AMR,CRI,DAYS0-27,BTSX,0,0
2009,AMR,CUB,DAYS0-27,BTSX,0,0
2003,AMR,CUB,DAYS0-27,BTSX,0,0
2002,AMR,CUB,DAYS0-27,BTSX,0,0
2008,AMR,CUB,DAYS0-27,BTSX,0,0
2001,AMR,CUB,DAYS0-27,BTSX,0,0
2007,AMR,CUB,DAYS0-27,BTSX,0,0
2012,AMR,CUB,DAYS0-27,BTSX,0,0
2004,AMR,CUB,DAYS0-27,BTSX,0,0
2005,AMR,CUB,DAYS0-27,BTSX,0,0
2011,AMR,CUB,DAYS0-27,BTSX,0,0
2010,AMR,CUB,DAYS0-27,BTSX,0,0
2013,AMR,CUB,DAYS0-27,BTSX,0,0
2006,AMR,CUB,DAYS0-27,BTSX,0,0
2000,AMR,CUB,DAYS0-27,BTSX,0,0
2007,EUR,CYP,DAYS0-27,BTSX,0,0
2000,EUR,CYP,DAYS0-27,BTSX,0,0
2001,EUR,CYP,DAYS0-27,BTSX,0,0
2013,EUR,CYP,DAYS0-27,BTSX,0,0
2006,EUR,CYP,DAYS0-27,BTSX,0,0
2003,EUR,CYP,DAYS0-27,BTSX,0,0
2005,EUR,CYP,DAYS0-27,BTSX,0,0
2002,EUR,CYP,DAYS0-27,BTSX,0,0
2010,EUR,CYP,DAYS0-27,BTSX,0,0
2008,EUR,CYP,DAYS0-27,BTSX,0,0
2004,EUR,CYP,DAYS0-27,BTSX,0,0
2009,EUR,CYP,DAYS0-27,BTSX,0,0
2012,EUR,CYP,DAYS0-27,BTSX,0,0
2011,EUR,CYP,DAYS0-27,BTSX,0,0
2011,EUR,CZE,DAYS0-27,BTSX,0,0
2005,EUR,CZE,DAYS0-27,BTSX,0,0
2004,EUR,CZE,DAYS0-27,BTSX,0,0
2008,EUR,CZE,DAYS0-27,BTSX,0,0
2001,EUR,CZE,DAYS0-27,BTSX,0,0
2007,EUR,CZE,DAYS0-27,BTSX,0,0
2012,EUR,CZE,DAYS0-27,BTSX,0,0
2013,EUR,CZE,DAYS0-27,BTSX,0,0
2010,EUR,CZE,DAYS0-27,BTSX,0,0
2000,EUR,CZE,DAYS0-27,BTSX,0,0
2003,EUR,CZE,DAYS0-27,BTSX,0,0
2009,EUR,CZE,DAYS0-27,BTSX,0,0
2002,EUR,CZE,DAYS0-27,BTSX,0,0
2006,EUR,CZE,DAYS0-27,BTSX,0,0
2004,EUR,DEU,DAYS0-27,BTSX,0,0
2009,EUR,DEU,DAYS0-27,BTSX,0,0
2002,EUR,DEU,DAYS0-27,BTSX,0,0
2001,EUR,DEU,DAYS0-27,BTSX,0,0
2006,EUR,DEU,DAYS0-27,BTSX,0,0
2005,EUR,DEU,DAYS0-27,BTSX,0,0
2010,EUR,DEU,DAYS0-27,BTSX,0,0
2007,EUR,DEU,DAYS0-27,BTSX,0,0
2012,EUR,DEU,DAYS0-27,BTSX,0,0
2011,EUR,DEU,DAYS0-27,BTSX,0,0
2003,EUR,DEU,DAYS0-27,BTSX,0,0
2008,EUR,DEU,DAYS0-27,BTSX,0,0
2013,EUR,DEU,DAYS0-27,BTSX,0,0
2000,EUR,DEU,DAYS0-27,BTSX,0,0
2002,EMR,DJI,DAYS0-27,BTSX,0,0
2008,EMR,DJI,DAYS0-27,BTSX,0,0
2001,EMR,DJI,DAYS0-27,BTSX,0,0
2007,EMR,DJI,DAYS0-27,BTSX,0,0
2013,EMR,DJI,DAYS0-27,BTSX,0,0
2012,EMR,DJI,DAYS0-27,BTSX,0,0
2011,EMR,DJI,DAYS0-27,BTSX,0,0
2000,EMR,DJI,DAYS0-27,BTSX,0,0
2010,EMR,DJI,DAYS0-27,BTSX,0,0
2005,EMR,DJI,DAYS0-27,BTSX,0,0
2006,EMR,DJI,DAYS0-27,BTSX,0,0
2004,EMR,DJI,DAYS0-27,BTSX,0,0
2003,EMR,DJI,DAYS0-27,BTSX,0,0
2009,EMR,DJI,DAYS0-27,BTSX,0,0
2012,AMR,DMA,DAYS0-27,BTSX,0,0
2006,AMR,DMA,DAYS0-27,BTSX,0,0
2000,AMR,DMA,DAYS0-27,BTSX,0,0
2013,AMR,DMA,DAYS0-27,BTSX,0,0
2005,AMR,DMA,DAYS0-27,BTSX,0,0
2004,AMR,DMA,DAYS0-27,BTSX,0,0
2009,AMR,DMA,DAYS0-27,BTSX,0,0
2010,AMR,DMA,DAYS0-27,BTSX,0,0
2001,AMR,DMA,DAYS0-27,BTSX,0,0
2011,AMR,DMA,DAYS0-27,BTSX,0,0
2008,AMR,DMA,DAYS0-27,BTSX,0,0
2007,AMR,DMA,DAYS0-27,BTSX,0,0
2003,AMR,DMA,DAYS0-27,BTSX,0,0
2002,AMR,DMA,DAYS0-27,BTSX,0,0
2010,EUR,DNK,DAYS0-27,BTSX,0,0
2004,EUR,DNK,DAYS0-27,BTSX,0,0
2003,EUR,DNK,DAYS0-27,BTSX,0,0
2002,EUR,DNK,DAYS0-27,BTSX,0,0
2009,EUR,DNK,DAYS0-27,BTSX,0,0
2008,EUR,DNK,DAYS0-27,BTSX,0,0
2006,EUR,DNK,DAYS0-27,BTSX,0,0
2013,EUR,DNK,DAYS0-27,BTSX,0,0
2012,EUR,DNK,DAYS0-27,BTSX,0,0
2005,EUR,DNK,DAYS0-27,BTSX,0,0
2011,EUR,DNK,DAYS0-27,BTSX,0,0
2007,EUR,DNK,DAYS0-27,BTSX,0,0
2000,EUR,DNK,DAYS0-27,BTSX,0,0
2001,EUR,DNK,DAYS0-27,BTSX,0,0
2003,AMR,DOM,DAYS0-27,BTSX,0,0.04551
2008,AMR,DOM,DAYS0-27,BTSX,0,0.04994
2007,AMR,DOM,DAYS0-27,BTSX,0,0.04836
2013,AMR,DOM,DAYS0-27,BTSX,0.1,0.05783
2002,AMR,DOM,DAYS0-27,BTSX,0,0.04542
2001,AMR,DOM,DAYS0-27,BTSX,0,0.04542
2005,AMR,DOM,DAYS0-27,BTSX,0,0.04618
2000,AMR,DOM,DAYS0-27,BTSX,0,0.04484
2012,AMR,DOM,DAYS0-27,BTSX,0.1,0.05643
2011,AMR,DOM,DAYS0-27,BTSX,0.1,0.05488
2004,AMR,DOM,DAYS0-27,BTSX,0,0.04554
2009,AMR,DOM,DAYS0-27,BTSX,0.1,0.05164
2010,AMR,DOM,DAYS0-27,BTSX,0.1,0.05332
2006,AMR,DOM,DAYS0-27,BTSX,0,0.04708
2001,AFR,DZA,DAYS0-27,BTSX,0,0.04473
2013,AFR,DZA,DAYS0-27,BTSX,0.1,0.06476
2007,AFR,DZA,DAYS0-27,BTSX,0.1,0.05451
2012,AFR,DZA,DAYS0-27,BTSX,0.1,0.06384
2006,AFR,DZA,DAYS0-27,BTSX,0.1,0.05819
2009,AFR,DZA,DAYS0-27,BTSX,0.1,0.06282
2002,AFR,DZA,DAYS0-27,BTSX,0,0.04576
2005,AFR,DZA,DAYS0-27,BTSX,0.1,0.05272
2000,AFR,DZA,DAYS0-27,BTSX,0.1,0.05193
2008,AFR,DZA,DAYS0-27,BTSX,0.1,0.05836
2011,AFR,DZA,DAYS0-27,BTSX,0.1,0.06194
2010,AFR,DZA,DAYS0-27,BTSX,0.1,0.06141
2004,AFR,DZA,DAYS0-27,BTSX,0.1,0.05449
2003,AFR,DZA,DAYS0-27,BTSX,0.1,0.05536
2011,AMR,ECU,DAYS0-27,BTSX,0.1,0.08444
2010,AMR,ECU,DAYS0-27,BTSX,0.1,0.0824
2003,AMR,ECU,DAYS0-27,BTSX,0.1,0.06897
2009,AMR,ECU,DAYS0-27,BTSX,0.1,0.08015
2000,AMR,ECU,DAYS0-27,BTSX,0.1,0.06464
2013,AMR,ECU,DAYS0-27,BTSX,0.1,0.08807
2006,AMR,ECU,DAYS0-27,BTSX,0.1,0.07349
2001,AMR,ECU,DAYS0-27,BTSX,0.1,0.06617
2002,AMR,ECU,DAYS0-27,BTSX,0.1,0.06745
2007,AMR,ECU,DAYS0-27,BTSX,0.1,0.07557
2004,AMR,ECU,DAYS0-27,BTSX,0.1,0.07022
2005,AMR,ECU,DAYS0-27,BTSX,0.1,0.07172
2012,AMR,ECU,DAYS0-27,BTSX,0.1,0.08641
2008,AMR,ECU,DAYS0-27,BTSX,0.1,0.07782
2004,EMR,EGY,DAYS0-27,BTSX,0.1,0.05488
2010,EMR,EGY,DAYS0-27,BTSX,0.1,0.07448
2008,EMR,EGY,DAYS0-27,BTSX,0.1,0.06956
2009,EMR,EGY,DAYS0-27,BTSX,0.1,0.0695
2001,EMR,EGY,DAYS0-27,BTSX,0,0.04432
2012,EMR,EGY,DAYS0-27,BTSX,0.1,0.07775
2002,EMR,EGY,DAYS0-27,BTSX,0.1,0.0506
2000,EMR,EGY,DAYS0-27,BTSX,0,0.04207
2005,EMR,EGY,DAYS0-27,BTSX,0.1,0.05783
2011,EMR,EGY,DAYS0-27,BTSX,0.1,0.076
2006,EMR,EGY,DAYS0-27,BTSX,0.1,0.06361
2013,EMR,EGY,DAYS0-27,BTSX,0.1,0.07907
2003,EMR,EGY,DAYS0-27,BTSX,0.1,0.05093
2007,EMR,EGY,DAYS0-27,BTSX,0.1,0.06503
2002,AFR,ERI,DAYS0-27,BTSX,0.2,0.1956
2001,AFR,ERI,DAYS0-27,BTSX,0.2,0.20202
2008,AFR,ERI,DAYS0-27,BTSX,0.2,0.23753
2006,AFR,ERI,DAYS0-27,BTSX,0.2,0.22841
2007,AFR,ERI,DAYS0-27,BTSX,0.2,0.23191
2000,AFR,ERI,DAYS0-27,BTSX,0.2,0.18079
2010,AFR,ERI,DAYS0-27,BTSX,0.2,0.24667
2009,AFR,ERI,DAYS0-27,BTSX,0.2,0.24242
2005,AFR,ERI,DAYS0-27,BTSX,0.2,0.2051
2013,AFR,ERI,DAYS0-27,BTSX,0.3,0.28033
2011,AFR,ERI,DAYS0-27,BTSX,0.2,0.24691
2012,AFR,ERI,DAYS0-27,BTSX,0.3,0.27268
2004,AFR,ERI,DAYS0-27,BTSX,0.2,0.20737
2003,AFR,ERI,DAYS0-27,BTSX,0.2,0.21297
2013,EUR,ESP,DAYS0-27,BTSX,0.1,0.1364
2000,EUR,ESP,DAYS0-27,BTSX,0,0
2011,EUR,ESP,DAYS0-27,BTSX,0.2,0.1998
2010,EUR,ESP,DAYS0-27,BTSX,0,0
2006,EUR,ESP,DAYS0-27,BTSX,0,0
2005,EUR,ESP,DAYS0-27,BTSX,0,0
2007,EUR,ESP,DAYS0-27,BTSX,0,0
2009,EUR,ESP,DAYS0-27,BTSX,0.2,0.19478
2004,EUR,ESP,DAYS0-27,BTSX,0,0
2003,EUR,ESP,DAYS0-27,BTSX,0.1,0.09204
2008,EUR,ESP,DAYS0-27,BTSX,0,0
2012,EUR,ESP,DAYS0-27,BTSX,0.1,0.1364
2002,EUR,ESP,DAYS0-27,BTSX,0,0
2001,EUR,ESP,DAYS0-27,BTSX,0,0
2005,EUR,EST,DAYS0-27,BTSX,0,0
2011,EUR,EST,DAYS0-27,BTSX,0,0
2004,EUR,EST,DAYS0-27,BTSX,0,0
2010,EUR,EST,DAYS0-27,BTSX,0,0
2002,EUR,EST,DAYS0-27,BTSX,0,0
2008,EUR,EST,DAYS0-27,BTSX,0,0
2003,EUR,EST,DAYS0-27,BTSX,0,0
2001,EUR,EST,DAYS0-27,BTSX,0,0
2009,EUR,EST,DAYS0-27,BTSX,0,0
2006,EUR,EST,DAYS0-27,BTSX,0,0
2012,EUR,EST,DAYS0-27,BTSX,0,0
2000,EUR,EST,DAYS0-27,BTSX,0,0
2007,EUR,EST,DAYS0-27,BTSX,0,0
2013,EUR,EST,DAYS0-27,BTSX,0,0
2003,AFR,ETH,DAYS0-27,BTSX,0.2,0.15007
2002,AFR,ETH,DAYS0-27,BTSX,0.1,0.14312
2006,AFR,ETH,DAYS0-27,BTSX,0.2,0.15791
2007,AFR,ETH,DAYS0-27,BTSX,0.2,0.16417
2001,AFR,ETH,DAYS0-27,BTSX,0.1,0.13589
2010,AFR,ETH,DAYS0-27,BTSX,0.2,0.17694
2004,AFR,ETH,DAYS0-27,BTSX,0.1,0.14854
2013,AFR,ETH,DAYS0-27,BTSX,0.2,0.20058
2009,AFR,ETH,DAYS0-27,BTSX,0.2,0.17515
2008,AFR,ETH,DAYS0-27,BTSX,0.2,0.16549
2012,AFR,ETH,DAYS0-27,BTSX,0.2,0.19423
2000,AFR,ETH,DAYS0-27,BTSX,0.1,0.13674
2011,AFR,ETH,DAYS0-27,BTSX,0.2,0.18265
2005,AFR,ETH,DAYS0-27,BTSX,0.2,0.1527
2007,EUR,FIN,DAYS0-27,BTSX,0,0
2001,EUR,FIN,DAYS0-27,BTSX,0,0
2000,EUR,FIN,DAYS0-27,BTSX,0,0
2013,EUR,FIN,DAYS0-27,BTSX,0,0
2012,EUR,FIN,DAYS0-27,BTSX,0,0
2004,EUR,FIN,DAYS0-27,BTSX,0,0
2008,EUR,FIN,DAYS0-27,BTSX,0,0
2011,EUR,FIN,DAYS0-27,BTSX,0,0
2009,EUR,FIN,DAYS0-27,BTSX,0,0
2003,EUR,FIN,DAYS0-27,BTSX,0,0
2002,EUR,FIN,DAYS0-27,BTSX,0,0
2010,EUR,FIN,DAYS0-27,BTSX,0,0
2006,EUR,FIN,DAYS0-27,BTSX,0,0
2005,EUR,FIN,DAYS0-27,BTSX,0,0
2012,WPR,FJI,DAYS0-27,BTSX,0,0
2000,WPR,FJI,DAYS0-27,BTSX,0,0
2006,WPR,FJI,DAYS0-27,BTSX,0,0
2011,WPR,FJI,DAYS0-27,BTSX,0,0
2005,WPR,FJI,DAYS0-27,BTSX,0,0
2010,WPR,FJI,DAYS0-27,BTSX,0,0
2004,WPR,FJI,DAYS0-27,BTSX,0,0
2002,WPR,FJI,DAYS0-27,BTSX,0,0
2001,WPR,FJI,DAYS0-27,BTSX,0,0
2007,WPR,FJI,DAYS0-27,BTSX,0,0
2009,WPR,FJI,DAYS0-27,BTSX,0,0
2008,WPR,FJI,DAYS0-27,BTSX,0,0
2013,WPR,FJI,DAYS0-27,BTSX,0,0
2003,WPR,FJI,DAYS0-27,BTSX,0,0
2004,EUR,FRA,DAYS0-27,BTSX,0,0
2010,EUR,FRA,DAYS0-27,BTSX,0.1,0.05519
2003,EUR,FRA,DAYS0-27,BTSX,0.1,0.10649
2008,EUR,FRA,DAYS0-27,BTSX,0.1,0.05691
2007,EUR,FRA,DAYS0-27,BTSX,0.1,0.05765
2013,EUR,FRA,DAYS0-27,BTSX,0.1,0.05502
2006,EUR,FRA,DAYS0-27,BTSX,0,0
2000,EUR,FRA,DAYS0-27,BTSX,0,0
2011,EUR,FRA,DAYS0-27,BTSX,0.1,0.05511
2002,EUR,FRA,DAYS0-27,BTSX,0.1,0.05233
2001,EUR,FRA,DAYS0-27,BTSX,0,0
2012,EUR,FRA,DAYS0-27,BTSX,0.1,0.05502
2009,EUR,FRA,DAYS0-27,BTSX,0.1,0.05877
2005,EUR,FRA,DAYS0-27,BTSX,0.1,0.11916
2002,WPR,FSM,DAYS0-27,BTSX,0,0
2008,WPR,FSM,DAYS0-27,BTSX,0,0
2001,WPR,FSM,DAYS0-27,BTSX,0,0
2012,WPR,FSM,DAYS0-27,BTSX,0,0
2004,WPR,FSM,DAYS0-27,BTSX,0,0
2005,WPR,FSM,DAYS0-27,BTSX,0,0
2009,WPR,FSM,DAYS0-27,BTSX,0,0
2000,WPR,FSM,DAYS0-27,BTSX,0,0
2003,WPR,FSM,DAYS0-27,BTSX,0,0
2007,WPR,FSM,DAYS0-27,BTSX,0,0
2006,WPR,FSM,DAYS0-27,BTSX,0,0
2013,WPR,FSM,DAYS0-27,BTSX,0,0
2011,WPR,FSM,DAYS0-27,BTSX,0,0
2010,WPR,FSM,DAYS0-27,BTSX,0,0
2007,AFR,GAB,DAYS0-27,BTSX,0.2,0.16142
2013,AFR,GAB,DAYS0-27,BTSX,0.3,0.2535
2006,AFR,GAB,DAYS0-27,BTSX,0.2,0.24292
2001,AFR,GAB,DAYS0-27,BTSX,0.2,0.16598
2012,AFR,GAB,DAYS0-27,BTSX,0.2,0.24793
2005,AFR,GAB,DAYS0-27,BTSX,0.2,0.24311
2010,AFR,GAB,DAYS0-27,BTSX,0.2,0.2447
2009,AFR,GAB,DAYS0-27,BTSX,0.2,0.24292
2003,AFR,GAB,DAYS0-27,BTSX,0.2,0.2461
2002,AFR,GAB,DAYS0-27,BTSX,0.2,0.24773
2008,AFR,GAB,DAYS0-27,BTSX,0.2,0.16168
2004,AFR,GAB,DAYS0-27,BTSX,0.2,0.2445
2000,AFR,GAB,DAYS0-27,BTSX,0.2,0.16708
2011,AFR,GAB,DAYS0-27,BTSX,0.2,0.2457
2005,EUR,GBR,DAYS0-27,BTSX,0,0
2011,EUR,GBR,DAYS0-27,BTSX,0,0
2004,EUR,GBR,DAYS0-27,BTSX,0,0
2009,EUR,GBR,DAYS0-27,BTSX,0,0
2003,EUR,GBR,DAYS0-27,BTSX,0,0
2007,EUR,GBR,DAYS0-27,BTSX,0,0.03998
2013,EUR,GBR,DAYS0-27,BTSX,0,0
2002,EUR,GBR,DAYS0-27,BTSX,0,0
2000,EUR,GBR,DAYS0-27,BTSX,0,0
2012,EUR,GBR,DAYS0-27,BTSX,0,0
2008,EUR,GBR,DAYS0-27,BTSX,0,0
2010,EUR,GBR,DAYS0-27,BTSX,0,0
2001,EUR,GBR,DAYS0-27,BTSX,0,0
2006,EUR,GBR,DAYS0-27,BTSX,0,0
2003,EUR,GEO,DAYS0-27,BTSX,0,0
2009,EUR,GEO,DAYS0-27,BTSX,0,0
2002,EUR,GEO,DAYS0-27,BTSX,0,0
2001,EUR,GEO,DAYS0-27,BTSX,0,0
2008,EUR,GEO,DAYS0-27,BTSX,0,0
2006,EUR,GEO,DAYS0-27,BTSX,0,0
2012,EUR,GEO,DAYS0-27,BTSX,0,0
2004,EUR,GEO,DAYS0-27,BTSX,0,0
2005,EUR,GEO,DAYS0-27,BTSX,0,0
2013,EUR,GEO,DAYS0-27,BTSX,0,0
2000,EUR,GEO,DAYS0-27,BTSX,0,0
2007,EUR,GEO,DAYS0-27,BTSX,0,0
2011,EUR,GEO,DAYS0-27,BTSX,0,0
2010,EUR,GEO,DAYS0-27,BTSX,0,0
2002,AFR,GHA,DAYS0-27,BTSX,0.2,0.15676
2008,AFR,GHA,DAYS0-27,BTSX,0.2,0.15347
2006,AFR,GHA,DAYS0-27,BTSX,0.2,0.16067
2007,AFR,GHA,DAYS0-27,BTSX,0.2,0.15463
2013,AFR,GHA,DAYS0-27,BTSX,0.2,0.16514
2000,AFR,GHA,DAYS0-27,BTSX,0.1,0.13995
2011,AFR,GHA,DAYS0-27,BTSX,0.2,0.16171
2010,AFR,GHA,DAYS0-27,BTSX,0.2,0.15718
2003,AFR,GHA,DAYS0-27,BTSX,0.2,0.15401
2009,AFR,GHA,DAYS0-27,BTSX,0.2,0.15752
2012,AFR,GHA,DAYS0-27,BTSX,0.2,0.16292
2005,AFR,GHA,DAYS0-27,BTSX,0.2,0.1581
2004,AFR,GHA,DAYS0-27,BTSX,0.2,0.16046
2001,AFR,GHA,DAYS0-27,BTSX,0.2,0.1535
2000,AFR,GIN,DAYS0-27,BTSX,0.1,0.12825
2012,AFR,GIN,DAYS0-27,BTSX,0.2,0.16537
2011,AFR,GIN,DAYS0-27,BTSX,0.2,0.15712
2005,AFR,GIN,DAYS0-27,BTSX,0.1,0.13732
2004,AFR,GIN,DAYS0-27,BTSX,0.1,0.13614
2010,AFR,GIN,DAYS0-27,BTSX,0.2,0.15575
2001,AFR,GIN,DAYS0-27,BTSX,0.1,0.13046
2002,AFR,GIN,DAYS0-27,BTSX,0.1,0.13261
2008,AFR,GIN,DAYS0-27,BTSX,0.2,0.15454
2006,AFR,GIN,DAYS0-27,BTSX,0.1,0.14591
2013,AFR,GIN,DAYS0-27,BTSX,0.2,0.1694
2007,AFR,GIN,DAYS0-27,BTSX,0.1,0.14667
2009,AFR,GIN,DAYS0-27,BTSX,0.2,0.15503
