year,region,code,AGEGROUP,SEX,Display Value,Numeric
2000,AFR,LBR,DAYS0-27,BTSX,0.1,0.13205
2009,AFR,LBR,DAYS0-27,BTSX,0.2,0.17199
2006,AFR,LBR,DAYS0-27,BTSX,0.2,0.16234
2012,AFR,LBR,DAYS0-27,BTSX,0.2,0.20715
2001,AFR,LBR,DAYS0-27,BTSX,0.1,0.13208
2009,EMR,LBY,DAYS0-27,BTSX,0.1,0.07199
2003,EMR,LBY,DAYS0-27,BTSX,0.1,0.05734
2008,EMR,LBY,DAYS0-27,BTSX,0.1,0.06752
2001,EMR,LBY,DAYS0-27,BTSX,0.1,0.05931
2012,EMR,LBY,DAYS0-27,BTSX,0.1,0.0854
2007,EMR,LBY,DAYS0-27,BTSX,0.1,0.06333
2005,EMR,LBY,DAYS0-27,BTSX,0.1,0.05784
2011,EMR,LBY,DAYS0-27,BTSX,0.1,0.08058
2010,EMR,LBY,DAYS0-27,BTSX,0.1,0.07651
2004,EMR,LBY,DAYS0-27,BTSX,0.1,0.05698
2000,EMR,LBY,DAYS0-27,BTSX,0.1,0.05893
2002,EMR,LBY,DAYS0-27,BTSX,0.1,0.05848
2006,EMR,LBY,DAYS0-27,BTSX,0.1,0.06013
2013,EMR,LBY,DAYS0-27,BTSX,0.1,0.08933
2013,AMR,LCA,DAYS0-27,BTSX,0,0
2007,AMR,LCA,DAYS0-27,BTSX,0,0
2006,AMR,LCA,DAYS0-27,BTSX,0,0
2010,AMR,LCA,DAYS0-27,BTSX,0,0
2003,AMR,LCA,DAYS0-27,BTSX,0,0
2008,AMR,LCA,DAYS0-27,BTSX,0,0
2009,AMR,LCA,DAYS0-27,BTSX,0,0
2002,AMR,LCA,DAYS0-27,BTSX,0,0
2004,AMR,LCA,DAYS0-27,BTSX,0,0
2001,AMR,LCA,DAYS0-27,BTSX,0,0
2000,AMR,LCA,DAYS0-27,BTSX,0,0
2012,AMR,LCA,DAYS0-27,BTSX,0,0
2011,AMR,LCA,DAYS0-27,BTSX,0,0
2005,AMR,LCA,DAYS0-27,BTSX,0,0
2000,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06143
2012,SEAR,LKA,DAYS0-27,BTSX,0.1,0.0858
2011,SEAR,LKA,DAYS0-27,BTSX,0.1,0.08344
2004,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06357
2003,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06373
2008,SEAR,LKA,DAYS0-27,BTSX,0.1,0.07396
2007,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06986
2013,SEAR,LKA,DAYS0-27,BTSX,0.1,0.08874
2009,SEAR,LKA,DAYS0-27,BTSX,0.1,0.07743
2010,SEAR,LKA,DAYS0-27,BTSX,0.1,0.08107
2001,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06274
2006,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06736
2002,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06337
2005,SEAR,LKA,DAYS0-27,BTSX,0.1,0.06475
2004,AFR,LSO,DAYS0-27,BTSX,0.1,0.13799
2010,AFR,LSO,DAYS0-27,BTSX,0.1,0.11995
2009,AFR,LSO,DAYS0-27,BTSX,0.1,0.12029
2002,AFR,LSO,DAYS0-27,BTSX,0.1,0.13089
2012,AFR,LSO,DAYS0-27,BTSX,0.1,0.11705
2006,AFR,LSO,DAYS0-27,BTSX,0.1,0.13674
2007,AFR,LSO,DAYS0-27,BTSX,0.1,0.13298
2005,AFR,LSO,DAYS0-27,BTSX,0.1,0.1387
2001,AFR,LSO,DAYS0-27,BTSX,0.1,0.12744
2013,AFR,LSO,DAYS0-27,BTSX,0.1,0.11812
2003,AFR,LSO,DAYS0-27,BTSX,0.1,0.13495
2008,AFR,LSO,DAYS0-27,BTSX,0.1,0.12121
2000,AFR,LSO,DAYS0-27,BTSX,0.1,0.12495
2011,AFR,LSO,DAYS0-27,BTSX,0.1,0.11886
2008,EUR,LTU,DAYS0-27,BTSX,0,0
2007,EUR,LTU,DAYS0-27,BTSX,0,0
2006,EUR,LTU,DAYS0-27,BTSX,0,0
2002,EUR,LTU,DAYS0-27,BTSX,0,0
2000,EUR,LTU,DAYS0-27,BTSX,0,0
2011,EUR,LTU,DAYS0-27,BTSX,0,0
2010,EUR,LTU,DAYS0-27,BTSX,0,0
2005,EUR,LTU,DAYS0-27,BTSX,0,0
2013,EUR,LTU,DAYS0-27,BTSX,0,0
2009,EUR,LTU,DAYS0-27,BTSX,0,0
2003,EUR,LTU,DAYS0-27,BTSX,0,0
2004,EUR,LTU,DAYS0-27,BTSX,0,0
2001,EUR,LTU,DAYS0-27,BTSX,0,0
2012,EUR,LTU,DAYS0-27,BTSX,0,0
2007,EUR,LUX,DAYS0-27,BTSX,0,0
2001,EUR,LUX,DAYS0-27,BTSX,0,0
2013,EUR,LUX,DAYS0-27,BTSX,0,0
2012,EUR,LUX,DAYS0-27,BTSX,0,0
2000,EUR,LUX,DAYS0-27,BTSX,0,0
2011,EUR,LUX,DAYS0-27,BTSX,0,0
2006,EUR,LUX,DAYS0-27,BTSX,0,0
2005,EUR,LUX,DAYS0-27,BTSX,0,0
2004,EUR,LUX,DAYS0-27,BTSX,0,0
2009,EUR,LUX,DAYS0-27,BTSX,0,0
2008,EUR,LUX,DAYS0-27,BTSX,0,0
2003,EUR,LUX,DAYS0-27,BTSX,0,0
2002,EUR,LUX,DAYS0-27,BTSX,0,0
2010,EUR,LUX,DAYS0-27,BTSX,0,0
2005,EUR,LVA,DAYS0-27,BTSX,0,0
2010,EUR,LVA,DAYS0-27,BTSX,0,0
2011,EUR,LVA,DAYS0-27,BTSX,0,0
2009,EUR,LVA,DAYS0-27,BTSX,0,0
2003,EUR,LVA,DAYS0-27,BTSX,0,0
2004,EUR,LVA,DAYS0-27,BTSX,0,0
2002,EUR,LVA,DAYS0-27,BTSX,0,0
2006,EUR,LVA,DAYS0-27,BTSX,0,0
2007,EUR,LVA,DAYS0-27,BTSX,0,0
2001,EUR,LVA,DAYS0-27,BTSX,0,0
2008,EUR,LVA,DAYS0-27,BTSX,0,0
2013,EUR,LVA,DAYS0-27,BTSX,0,0
2012,EUR,LVA,DAYS0-27,BTSX,0,0
2000,EUR,LVA,DAYS0-27,BTSX,0,0
2008,EMR,MAR,DAYS0-27,BTSX,0,0.03993
2003,EMR,MAR,DAYS0-27,BTSX,0,0.04144
2009,EMR,MAR,DAYS0-27,BTSX,0,0.04839
2007,EMR,MAR,DAYS0-27,BTSX,0,0.04665
2013,EMR,MAR,DAYS0-27,BTSX,0.1,0.05235
2000,EMR,MAR,DAYS0-27,BTSX,0,0.037
2004,EMR,MAR,DAYS0-27,BTSX,0,0.03543
2010,EMR,MAR,DAYS0-27,BTSX,0,0.04785
2002,EMR,MAR,DAYS0-27,BTSX,0,0.04031
2011,EMR,MAR,DAYS0-27,BTSX,0,0.04614
2001,EMR,MAR,DAYS0-27,BTSX,0,0.0388
2005,EMR,MAR,DAYS0-27,BTSX,0,0.03641
2006,EMR,MAR,DAYS0-27,BTSX,0,0.03765
2012,EMR,MAR,DAYS0-27,BTSX,0.1,0.05093
2002,EUR,MCO,DAYS0-27,BTSX,0,0
2008,EUR,MCO,DAYS0-27,BTSX,,
2007,EUR,MCO,DAYS0-27,BTSX,0,0
2001,EUR,MCO,DAYS0-27,BTSX,0,0
2012,EUR,MCO,DAYS0-27,BTSX,0,0
2000,EUR,MCO,DAYS0-27,BTSX,0,0
2005,EUR,MCO,DAYS0-27,BTSX,0,0
2009,EUR,MCO,DAYS0-27,BTSX,,
2011,EUR,MCO,DAYS0-27,BTSX,,
2006,EUR,MCO,DAYS0-27,BTSX,0,0
2013,EUR,MCO,DAYS0-27,BTSX,0,0
2010,EUR,MCO,DAYS0-27,BTSX,,
2004,EUR,MCO,DAYS0-27,BTSX,0,0
2003,EUR,MCO,DAYS0-27,BTSX,0,0
2012,EUR,MDA,DAYS0-27,BTSX,0,0
2013,EUR,MDA,DAYS0-27,BTSX,0,0
2006,EUR,MDA,DAYS0-27,BTSX,0,0
2011,EUR,MDA,DAYS0-27,BTSX,0,0
2000,EUR,MDA,DAYS0-27,BTSX,0,0
2010,EUR,MDA,DAYS0-27,BTSX,0,0
2005,EUR,MDA,DAYS0-27,BTSX,0,0
2003,EUR,MDA,DAYS0-27,BTSX,0,0
2002,EUR,MDA,DAYS0-27,BTSX,0,0
2007,EUR,MDA,DAYS0-27,BTSX,0,0
2008,EUR,MDA,DAYS0-27,BTSX,0,0
2001,EUR,MDA,DAYS0-27,BTSX,0,0
2004,EUR,MDA,DAYS0-27,BTSX,0,0
2009,EUR,MDA,DAYS0-27,BTSX,0,0
2004,AFR,MDG,DAYS0-27,BTSX,0.2,0.17778
2008,AFR,MDG,DAYS0-27,BTSX,0.2,0.21235
2010,AFR,MDG,DAYS0-27,BTSX,0.2,0.21709
2003,AFR,MDG,DAYS0-27,BTSX,0.2,0.18276
2009,AFR,MDG,DAYS0-27,BTSX,0.2,0.21555
2001,AFR,MDG,DAYS0-27,BTSX,0.2,0.17131
2000,AFR,MDG,DAYS0-27,BTSX,0.2,0.16761
2012,AFR,MDG,DAYS0-27,BTSX,0.2,0.22464
2005,AFR,MDG,DAYS0-27,BTSX,0.2,0.1785
2011,AFR,MDG,DAYS0-27,BTSX,0.2,0.21788
2007,AFR,MDG,DAYS0-27,BTSX,0.2,0.19781
2002,AFR,MDG,DAYS0-27,BTSX,0.2,0.17629
2013,AFR,MDG,DAYS0-27,BTSX,0.2,0.23094
2006,AFR,MDG,DAYS0-27,BTSX,0.2,0.1882
2008,SEAR,MDV,DAYS0-27,BTSX,0,0
2009,SEAR,MDV,DAYS0-27,BTSX,0,0
2003,SEAR,MDV,DAYS0-27,BTSX,0,0
2002,SEAR,MDV,DAYS0-27,BTSX,0,0
2001,SEAR,MDV,DAYS0-27,BTSX,0,0
2006,SEAR,MDV,DAYS0-27,BTSX,0,0
2005,SEAR,MDV,DAYS0-27,BTSX,0,0
2010,SEAR,MDV,DAYS0-27,BTSX,0,0
2012,SEAR,MDV,DAYS0-27,BTSX,0,0
2004,SEAR,MDV,DAYS0-27,BTSX,0,0
2007,SEAR,MDV,DAYS0-27,BTSX,0,0
2013,SEAR,MDV,DAYS0-27,BTSX,0,0
2000,SEAR,MDV,DAYS0-27,BTSX,0,0
2011,SEAR,MDV,DAYS0-27,BTSX,0,0
2007,AMR,MEX,DAYS0-27,BTSX,0,0
2013,AMR,MEX,DAYS0-27,BTSX,0,0.0075
2000,AMR,MEX,DAYS0-27,BTSX,0,0
2012,AMR,MEX,DAYS0-27,BTSX,0,0.0075
2006,AMR,MEX,DAYS0-27,BTSX,0,0
2001,AMR,MEX,DAYS0-27,BTSX,0,0
2004,AMR,MEX,DAYS0-27,BTSX,0,0
2003,AMR,MEX,DAYS0-27,BTSX,0,0.00476
2011,AMR,MEX,DAYS0-27,BTSX,0,0.00751
2010,AMR,MEX,DAYS0-27,BTSX,0,0.01115
2009,AMR,MEX,DAYS0-27,BTSX,0,0.01088
2002,AMR,MEX,DAYS0-27,BTSX,0,0
2005,AMR,MEX,DAYS0-27,BTSX,0,0.00492
2008,AMR,MEX,DAYS0-27,BTSX,0,0
2005,WPR,MHL,DAYS0-27,BTSX,0,0
2004,WPR,MHL,DAYS0-27,BTSX,0,0
2009,WPR,MHL,DAYS0-27,BTSX,0,0
2011,WPR,MHL,DAYS0-27,BTSX,0,0
2010,WPR,MHL,DAYS0-27,BTSX,0,0
2003,WPR,MHL,DAYS0-27,BTSX,0,0
2008,WPR,MHL,DAYS0-27,BTSX,0,0
2012,WPR,MHL,DAYS0-27,BTSX,0,0
2007,WPR,MHL,DAYS0-27,BTSX,0,0
2000,WPR,MHL,DAYS0-27,BTSX,0,0
2006,WPR,MHL,DAYS0-27,BTSX,0,0
2001,WPR,MHL,DAYS0-27,BTSX,0,0
2002,WPR,MHL,DAYS0-27,BTSX,0,0
2013,WPR,MHL,DAYS0-27,BTSX,0,0
2010,EUR,MKD,DAYS0-27,BTSX,0,0
2004,EUR,MKD,DAYS0-27,BTSX,0,0
2003,EUR,MKD,DAYS0-27,BTSX,0,0
2009,EUR,MKD,DAYS0-27,BTSX,0,0
2002,EUR,MKD,DAYS0-27,BTSX,0,0
2013,EUR,MKD,DAYS0-27,BTSX,0,0
2006,EUR,MKD,DAYS0-27,BTSX,0,0
2000,EUR,MKD,DAYS0-27,BTSX,0,0
2005,EUR,MKD,DAYS0-27,BTSX,0,0
2007,EUR,MKD,DAYS0-27,BTSX,0,0
2008,EUR,MKD,DAYS0-27,BTSX,0,0
2001,EUR,MKD,DAYS0-27,BTSX,0,0
2012,EUR,MKD,DAYS0-27,BTSX,0,0
2011,EUR,MKD,DAYS0-27,BTSX,0,0
2008,AFR,MLI,DAYS0-27,BTSX,0.1,0.1126
2002,AFR,MLI,DAYS0-27,BTSX,0.1,0.09901
2001,AFR,MLI,DAYS0-27,BTSX,0.1,0.10333
2007,AFR,MLI,DAYS0-27,BTSX,0.1,0.10955
2013,AFR,MLI,DAYS0-27,BTSX,0.1,0.12621
2006,AFR,MLI,DAYS0-27,BTSX,0.1,0.1062
2004,AFR,MLI,DAYS0-27,BTSX,0.1,0.10251
2012,AFR,MLI,DAYS0-27,BTSX,0.1,0.12344
2000,AFR,MLI,DAYS0-27,BTSX,0.1,0.10419
2011,AFR,MLI,DAYS0-27,BTSX,0.1,0.12468
2003,AFR,MLI,DAYS0-27,BTSX,0.1,0.10247
2005,AFR,MLI,DAYS0-27,BTSX,0.1,0.10232
2010,AFR,MLI,DAYS0-27,BTSX,0.1,0.1183
2009,AFR,MLI,DAYS0-27,BTSX,0.1,0.11569
2012,EUR,MLT,DAYS0-27,BTSX,0,0
2013,EUR,MLT,DAYS0-27,BTSX,0,0
2006,EUR,MLT,DAYS0-27,BTSX,0,0
2005,EUR,MLT,DAYS0-27,BTSX,0,0
2000,EUR,MLT,DAYS0-27,BTSX,0,0
2011,EUR,MLT,DAYS0-27,BTSX,0,0
2009,EUR,MLT,DAYS0-27,BTSX,0,0
2002,EUR,MLT,DAYS0-27,BTSX,0,0
2001,EUR,MLT,DAYS0-27,BTSX,0,0
2004,EUR,MLT,DAYS0-27,BTSX,0,0
2003,EUR,MLT,DAYS0-27,BTSX,0,0
2010,EUR,MLT,DAYS0-27,BTSX,0,0
2008,EUR,MLT,DAYS0-27,BTSX,0,0
2007,EUR,MLT,DAYS0-27,BTSX,0,0
2011,SEAR,MMR,DAYS0-27,BTSX,0,0.03569
2005,SEAR,MMR,DAYS0-27,BTSX,0,0.03198
2010,SEAR,MMR,DAYS0-27,BTSX,0,0.03463
2003,SEAR,MMR,DAYS0-27,BTSX,0,0.03242
2007,SEAR,MMR,DAYS0-27,BTSX,0,0.03343
2000,SEAR,MMR,DAYS0-27,BTSX,0,0.02779
2013,SEAR,MMR,DAYS0-27,BTSX,0,0.03791
2006,SEAR,MMR,DAYS0-27,BTSX,0,0.03293
2002,SEAR,MMR,DAYS0-27,BTSX,0,0.03062
2009,SEAR,MMR,DAYS0-27,BTSX,0,0.03413
2001,SEAR,MMR,DAYS0-27,BTSX,0,0.0291
2012,SEAR,MMR,DAYS0-27,BTSX,0,0.03704
2004,SEAR,MMR,DAYS0-27,BTSX,0,0.03066
2008,SEAR,MMR,DAYS0-27,BTSX,0,0.03374
2009,EUR,MNE,DAYS0-27,BTSX,0,0
2008,EUR,MNE,DAYS0-27,BTSX,0,0
2003,EUR,MNE,DAYS0-27,BTSX,0,0
2005,EUR,MNE,DAYS0-27,BTSX,0,0
2004,EUR,MNE,DAYS0-27,BTSX,0,0
2001,EUR,MNE,DAYS0-27,BTSX,0,0
2012,EUR,MNE,DAYS0-27,BTSX,0,0
2010,EUR,MNE,DAYS0-27,BTSX,0,0
2000,EUR,MNE,DAYS0-27,BTSX,0,0
2011,EUR,MNE,DAYS0-27,BTSX,0,0
2013,EUR,MNE,DAYS0-27,BTSX,0,0
2002,EUR,MNE,DAYS0-27,BTSX,0,0
2007,EUR,MNE,DAYS0-27,BTSX,0,0
2006,EUR,MNE,DAYS0-27,BTSX,0,0
2001,WPR,MNG,DAYS0-27,BTSX,0,0
2007,WPR,MNG,DAYS0-27,BTSX,0.1,0.11198
2006,WPR,MNG,DAYS0-27,BTSX,0,0
2013,WPR,MNG,DAYS0-27,BTSX,0.1,0.11323
2005,WPR,MNG,DAYS0-27,BTSX,0,0
2012,WPR,MNG,DAYS0-27,BTSX,0.1,0.10989
2000,WPR,MNG,DAYS0-27,BTSX,0,0
2010,WPR,MNG,DAYS0-27,BTSX,0.1,0.10288
2003,WPR,MNG,DAYS0-27,BTSX,0,0
2002,WPR,MNG,DAYS0-27,BTSX,0,0
2008,WPR,MNG,DAYS0-27,BTSX,0.1,0.10695
2009,WPR,MNG,DAYS0-27,BTSX,0.1,0.10417
2011,WPR,MNG,DAYS0-27,BTSX,0.1,0.10549
2004,WPR,MNG,DAYS0-27,BTSX,0,0
2012,AFR,MOZ,DAYS0-27,BTSX,0.2,0.1658
2000,AFR,MOZ,DAYS0-27,BTSX,0.1,0.1129
2006,AFR,MOZ,DAYS0-27,BTSX,0.1,0.13268
2005,AFR,MOZ,DAYS0-27,BTSX,0.1,0.12679
2004,AFR,MOZ,DAYS0-27,BTSX,0.1,0.12349
2011,AFR,MOZ,DAYS0-27,BTSX,0.2,0.15899
2010,AFR,MOZ,DAYS0-27,BTSX,0.2,0.15492
2003,AFR,MOZ,DAYS0-27,BTSX,0.1,0.11618
2001,AFR,MOZ,DAYS0-27,BTSX,0.1,0.11468
2008,AFR,MOZ,DAYS0-27,BTSX,0.1,0.14354
2007,AFR,MOZ,DAYS0-27,BTSX,0.1,0.14051
2013,AFR,MOZ,DAYS0-27,BTSX,0.2,0.16852
2002,AFR,MOZ,DAYS0-27,BTSX,0.1,0.11549
2009,AFR,MOZ,DAYS0-27,BTSX,0.1,0.14937
2009,AFR,MRT,DAYS0-27,BTSX,0.2,0.15402
2004,AFR,MRT,DAYS0-27,BTSX,0.1,0.13717
2010,AFR,MRT,DAYS0-27,BTSX,0.2,0.15402
2002,AFR,MRT,DAYS0-27,BTSX,0.1,0.11902
2001,AFR,MRT,DAYS0-27,BTSX,0.1,0.12195
2012,AFR,MRT,DAYS0-27,BTSX,0.1,0.13268
2005,AFR,MRT,DAYS0-27,BTSX,0.1,0.1352
2007,AFR,MRT,DAYS0-27,BTSX,0.1,0.13286
2008,AFR,MRT,DAYS0-27,BTSX,0.1,0.13254
2011,AFR,MRT,DAYS0-27,BTSX,0.1,0.13207
2000,AFR,MRT,DAYS0-27,BTSX,0.1,0.14985
2003,AFR,MRT,DAYS0-27,BTSX,0.1,0.11674
2013,AFR,MRT,DAYS0-27,BTSX,0.1,0.13533
2006,AFR,MRT,DAYS0-27,BTSX,0.1,0.13378
2008,AFR,MUS,DAYS0-27,BTSX,0,0
2002,AFR,MUS,DAYS0-27,BTSX,0,0
2007,AFR,MUS,DAYS0-27,BTSX,0,0
2006,AFR,MUS,DAYS0-27,BTSX,0,0
2011,AFR,MUS,DAYS0-27,BTSX,0,0
2010,AFR,MUS,DAYS0-27,BTSX,0,0
2000,AFR,MUS,DAYS0-27,BTSX,0,0
2003,AFR,MUS,DAYS0-27,BTSX,0,0
2013,AFR,MUS,DAYS0-27,BTSX,0,0
2004,AFR,MUS,DAYS0-27,BTSX,0,0
2005,AFR,MUS,DAYS0-27,BTSX,0,0
2001,AFR,MUS,DAYS0-27,BTSX,0,0
2009,AFR,MUS,DAYS0-27,BTSX,0,0
2012,AFR,MUS,DAYS0-27,BTSX,0,0
2007,AFR,MWI,DAYS0-27,BTSX,0.2,0.16889
2001,AFR,MWI,DAYS0-27,BTSX,0.1,0.12182
2000,AFR,MWI,DAYS0-27,BTSX,0.1,0.12382
2013,AFR,MWI,DAYS0-27,BTSX,0.2,0.20269
2005,AFR,MWI,DAYS0-27,BTSX,0.2,0.15435
2012,AFR,MWI,DAYS0-27,BTSX,0.2,0.2001
2006,AFR,MWI,DAYS0-27,BTSX,0.2,0.15549
2011,AFR,MWI,DAYS0-27,BTSX,0.2,0.19458
2004,AFR,MWI,DAYS0-27,BTSX,0.1,0.14555
2008,AFR,MWI,DAYS0-27,BTSX,0.2,0.17511
2009,AFR,MWI,DAYS0-27,BTSX,0.2,0.18362
2010,AFR,MWI,DAYS0-27,BTSX,0.2,0.18638
2003,AFR,MWI,DAYS0-27,BTSX,0.1,0.1415
2002,AFR,MWI,DAYS0-27,BTSX,0.1,0.14317
2011,WPR,MYS,DAYS0-27,BTSX,0.2,0.19231
2005,WPR,MYS,DAYS0-27,BTSX,0.2,0.23105
2004,WPR,MYS,DAYS0-27,BTSX,0.2,0.22523
2010,WPR,MYS,DAYS0-27,BTSX,0.2,0.2006
2009,WPR,MYS,DAYS0-27,BTSX,0.2,0.20715
2002,WPR,MYS,DAYS0-27,BTSX,0.2,0.20194
2001,WPR,MYS,DAYS0-27,BTSX,0.2,0.1865
2006,WPR,MYS,DAYS0-27,BTSX,0.2,0.24426
2000,WPR,MYS,DAYS0-27,BTSX,0.2,0.17349
2012,WPR,MYS,DAYS0-27,BTSX,0.2,0.22594
2008,WPR,MYS,DAYS0-27,BTSX,0.2,0.20408
2007,WPR,MYS,DAYS0-27,BTSX,0.3,0.25304
2013,WPR,MYS,DAYS0-27,BTSX,0.2,0.22594
2003,WPR,MYS,DAYS0-27,BTSX,0.2,0.21524
2003,AFR,NAM,DAYS0-27,BTSX,0.2,0.23041
2009,AFR,NAM,DAYS0-27,BTSX,0.2,0.23866
2008,AFR,NAM,DAYS0-27,BTSX,0.2,0.23791
2002,AFR,NAM,DAYS0-27,BTSX,0.2,0.22745
2013,AFR,NAM,DAYS0-27,BTSX,0.2,0.23263
2007,AFR,NAM,DAYS0-27,BTSX,0.2,0.23791
2001,AFR,NAM,DAYS0-27,BTSX,0.2,0.22388
2004,AFR,NAM,DAYS0-27,BTSX,0.2,0.23274
2011,AFR,NAM,DAYS0-27,BTSX,0.2,0.23828
2005,AFR,NAM,DAYS0-27,BTSX,0.2,0.23529
2000,AFR,NAM,DAYS0-27,BTSX,0.2,0.22157
2010,AFR,NAM,DAYS0-27,BTSX,0.2,0.23885
2006,AFR,NAM,DAYS0-27,BTSX,0.2,0.23659
2012,AFR,NAM,DAYS0-27,BTSX,0.2,0.23274
2001,AFR,NER,DAYS0-27,BTSX,0.1,0.14715
2002,AFR,NER,DAYS0-27,BTSX,0.2,0.15098
2012,AFR,NER,DAYS0-27,BTSX,0.2,0.18381
2011,AFR,NER,DAYS0-27,BTSX,0.2,0.18019
2009,AFR,NER,DAYS0-27,BTSX,0.2,0.16717
2008,AFR,NER,DAYS0-27,BTSX,0.2,0.16275
2010,AFR,NER,DAYS0-27,BTSX,0.2,0.1759
2005,AFR,NER,DAYS0-27,BTSX,0.2,0.1607
2004,AFR,NER,DAYS0-27,BTSX,0.2,0.15576
2006,AFR,NER,DAYS0-27,BTSX,0.2,0.16125
2013,AFR,NER,DAYS0-27,BTSX,0.2,0.18916
2000,AFR,NER,DAYS0-27,BTSX,0.1,0.1442
2007,AFR,NER,DAYS0-27,BTSX,0.2,0.16632
2003,AFR,NER,DAYS0-27,BTSX,0.2,0.1511
2006,AFR,NGA,DAYS0-27,BTSX,0.1,0.13756
2000,AFR,NGA,DAYS0-27,BTSX,0.1,0.12697
2012,AFR,NGA,DAYS0-27,BTSX,0.2,0.15851
2010,AFR,NGA,DAYS0-27,BTSX,0.1,0.14273
2009,AFR,NGA,DAYS0-27,BTSX,0.1,0.13272
2003,AFR,NGA,DAYS0-27,BTSX,0.1,0.13365
2013,AFR,NGA,DAYS0-27,BTSX,0.2,0.1619
2007,AFR,NGA,DAYS0-27,BTSX,0.1,0.13925
2002,AFR,NGA,DAYS0-27,BTSX,0.1,0.1328
2005,AFR,NGA,DAYS0-27,BTSX,0.1,0.13628
2011,AFR,NGA,DAYS0-27,BTSX,0.2,0.15266
2001,AFR,NGA,DAYS0-27,BTSX,0.1,0.1298
2004,AFR,NGA,DAYS0-27,BTSX,0.1,0.135
2008,AFR,NGA,DAYS0-27,BTSX,0.1,0.13583
2004,AMR,NIC,DAYS0-27,BTSX,0,0.04878
2010,AMR,NIC,DAYS0-27,BTSX,0.1,0.05516
2003,AMR,NIC,DAYS0-27,BTSX,0,0.04735
2002,AMR,NIC,DAYS0-27,BTSX,0,0.04579
2008,AMR,NIC,DAYS0-27,BTSX,0.1,0.05255
2007,AMR,NIC,DAYS0-27,BTSX,0.1,0.05173
2013,AMR,NIC,DAYS0-27,BTSX,0.1,0.06143
2001,AMR,NIC,DAYS0-27,BTSX,0,0.04396
2012,AMR,NIC,DAYS0-27,BTSX,0.1,0.05988
2000,AMR,NIC,DAYS0-27,BTSX,0,0.04158
2011,AMR,NIC,DAYS0-27,BTSX,0.1,0.05701
2006,AMR,NIC,DAYS0-27,BTSX,0.1,0.05066
2009,AMR,NIC,DAYS0-27,BTSX,0.1,0.05365
2005,AMR,NIC,DAYS0-27,BTSX,0,0.0499
2002,WPR,NIU,DAYS0-27,BTSX,,
2001,WPR,NIU,DAYS0-27,BTSX,,
2006,WPR,NIU,DAYS0-27,BTSX,,
2012,WPR,NIU,DAYS0-27,BTSX,,
2008,WPR,NIU,DAYS0-27,BTSX,,
2013,WPR,NIU,DAYS0-27,BTSX,,
2005,WPR,NIU,DAYS0-27,BTSX,,
2000,WPR,NIU,DAYS0-27,BTSX,,
2009,WPR,NIU,DAYS0-27,BTSX,,
2010,WPR,NIU,DAYS0-27,BTSX,,
2004,WPR,NIU,DAYS0-27,BTSX,,
2007,WPR,NIU,DAYS0-27,BTSX,,
2011,WPR,NIU,DAYS0-27,BTSX,,
2003,WPR,NIU,DAYS0-27,BTSX,,
2007,EUR,NLD,DAYS0-27,BTSX,0,0
2001,EUR,NLD,DAYS0-27,BTSX,0,0
2013,EUR,NLD,DAYS0-27,BTSX,0.1,0.07057
2011,EUR,NLD,DAYS0-27,BTSX,0.2,0.20674
2006,EUR,NLD,DAYS0-27,BTSX,0,0
2000,EUR,NLD,DAYS0-27,BTSX,0,0
2010,EUR,NLD,DAYS0-27,BTSX,0,0
2003,EUR,NLD,DAYS0-27,BTSX,0,0
2008,EUR,NLD,DAYS0-27,BTSX,0,0
2012,EUR,NLD,DAYS0-27,BTSX,0.1,0.07057
2005,EUR,NLD,DAYS0-27,BTSX,0,0
2004,EUR,NLD,DAYS0-27,BTSX,0,0
2009,EUR,NLD,DAYS0-27,BTSX,0,0
2002,EUR,NLD,DAYS0-27,BTSX,0,0
2005,EUR,NOR,DAYS0-27,BTSX,0,0
2011,EUR,NOR,DAYS0-27,BTSX,0,0
2004,EUR,NOR,DAYS0-27,BTSX,0,0
2002,EUR,NOR,DAYS0-27,BTSX,0,0
2001,EUR,NOR,DAYS0-27,BTSX,0,0
2000,EUR,NOR,DAYS0-27,BTSX,0,0
2012,EUR,NOR,DAYS0-27,BTSX,0,0
2009,EUR,NOR,DAYS0-27,BTSX,0,0
2008,EUR,NOR,DAYS0-27,BTSX,0,0
2003,EUR,NOR,DAYS0-27,BTSX,0,0
2013,EUR,NOR,DAYS0-27,BTSX,0,0
2010,EUR,NOR,DAYS0-27,BTSX,0,0
2007,EUR,NOR,DAYS0-27,BTSX,0,0
2006,EUR,NOR,DAYS0-27,BTSX,0,0
2003,SEAR,NPL,DAYS0-27,BTSX,0.2,0.15276
2009,SEAR,NPL,DAYS0-27,BTSX,0.2,0.18731
2002,SEAR,NPL,DAYS0-27,BTSX,0.1,0.14792
2001,SEAR,NPL,DAYS0-27,BTSX,0.1,0.14417
2006,SEAR,NPL,DAYS0-27,BTSX,0.2,0.16378
