year,region,code,agegroup,Display Value,Numeric,Low,High,Comments
2007,EUR,ITA,MONTHS1-59,0,0,,,
2006,EUR,KAZ,MONTHS1-59,0,0,,,
2012,AFR,BWA,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00224,,,
2008,WPR,FJI,MONTHS1-59,0,0,,,
2006,AFR,ZMB,MONTHS1-59,0,0.01096,,,
2001,EUR,BEL,MONTHS1-59,0,0,,,
2006,WPR,TON,MONTHS1-59,0,0,,,
2010,EUR,AND,MONTHS1-59,0,0,,,
2004,AFR,KEN,MONTHS1-59,0,0.0122,,,
2003,EUR,TKM,MONTHS1-59,0,0,,,
2011,EMR,BHR,MONTHS1-59,0,0,,,
2001,AMR,BRA,MONTHS1-59,0,0.00949,,,
2007,,,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01694,,,
2012,EUR,AUT,MONTHS1-59,0,0,,,
2003,EMR,JOR,MONTHS1-59,0,0,,,
2009,EUR,ESP,MONTHS1-59,0,0,,,
2002,SEAR,BTN,MONTHS1-59,0,0,,,
2000,SEAR,NPL,MONTHS1-59,0,0.03578,,,
2007,WPR,MYS,MONTHS1-59,0,0.00961,,,
2012,EUR,ALB,MONTHS1-59,0,0,,,
2003,AFR,MWI,MONTHS1-59,0,0.00585,,,
2013,EUR,ITA,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.00859,,,
2008,,,MONTHS1-59,0,0.01657,,,
2000,WPR,PHL,MONTHS1-59,0,0.03396,,,
2013,SEAR,THA,MONTHS1-59,0,0.00622,,,
2008,AFR,GIN,MONTHS1-59,0,0.01971,,,
2006,SEAR,THA,MONTHS1-59,0,0.00842,,,
2011,AMR,GRD,MONTHS1-59,0,0,,,
2004,SEAR,IND,MONTHS1-59,0,0.03292,,,
2005,EUR,SMR,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00224,,,
2008,EUR,MLT,MONTHS1-59,0,0,,,
2011,AFR,NAM,MONTHS1-59,0,0,,,
2006,SEAR,MMR,MONTHS1-59,0,0.01529,,,
2006,AFR,GMB,MONTHS1-59,0,0.0067,,,
2004,,,MONTHS1-59,0,0.01449,,,
2001,EUR,BIH,MONTHS1-59,0,0,,,
2002,EUR,KGZ,MONTHS1-59,0,0,,,
2004,AFR,CAF,MONTHS1-59,0,0.02261,,,
2002,AFR,CPV,MONTHS1-59,0,0,,,
2001,EUR,SVK,MONTHS1-59,0,0,,,
2013,AFR,LBR,MONTHS1-59,0,0.026,,,
2006,EUR,DNK,MONTHS1-59,0,0,,,
2001,AFR,RWA,MONTHS1-59,0,0.00228,,,
2002,,,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.00817,,,
2010,AFR,MUS,MONTHS1-59,0,0,,,
2012,EUR,TUR,MONTHS1-59,0,0.00117,,,
2001,WPR,MHL,MONTHS1-59,0,0,,,
2000,SEAR,MMR,MONTHS1-59,0,0.02689,,,
2010,AFR,COD,MONTHS1-59,0,0.01508,,,
2009,AFR,ZWE,MONTHS1-59,0,0.01449,,,
2009,WPR,MNG,MONTHS1-59,0,0,,,
2012,AFR,LSO,MONTHS1-59,0,0,,,
2012,AMR,HND,MONTHS1-59,0,0,,,
2007,EMR,IRN,MONTHS1-59,0,0.0092,,,
2000,EMR,QAT,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.01558,,,
2006,,,MONTHS1-59,0,0.0015,,,
2004,EUR,AZE,MONTHS1-59,0,0,,,
2001,EUR,CZE,MONTHS1-59,0,0,,,
2013,AMR,ARG,MONTHS1-59,0,0,,,
2008,WPR,NZL,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.01542,,,
2010,AFR,CAF,MONTHS1-59,0,0.01806,,,
2012,AFR,SSD,MONTHS1-59,0,0.00278,,,
2005,EMR,IRQ,MONTHS1-59,0.1,0.05027,,,
2001,WPR,KOR,MONTHS1-59,0.1,0.06089,,,
2002,AFR,SWZ,MONTHS1-59,0,0,,,
2002,AFR,BDI,MONTHS1-59,0,0.00424,,,
2009,AMR,LCA,MONTHS1-59,0,0,,,
2000,AMR,NIC,MONTHS1-59,0,0,,,
2003,EUR,ISL,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.02142,,,
2008,,,MONTHS1-59,0,0.00727,,,
2004,EUR,AND,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.02179,,,
2006,AFR,AGO,MONTHS1-59,0,0.0071,,,
2010,EUR,HRV,MONTHS1-59,0,0,,,
2000,AMR,BRA,MONTHS1-59,0,0,,,
2011,EUR,KAZ,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.02157,,,
2007,EUR,KGZ,MONTHS1-59,0,0,,,
2013,AMR,ECU,MONTHS1-59,0,0,,,
2008,EUR,PRT,MONTHS1-59,0,0,,,
2010,AMR,COL,MONTHS1-59,0,0.00925,,,
2004,EMR,MAR,MONTHS1-59,0,0.00295,,,
2011,EUR,SVN,MONTHS1-59,0,0,,,
2004,EMR,PAK,MONTHS1-59,0,0.01236,,,
2009,,,MONTHS1-59,0,0.01906,,,
2003,EMR,DJI,MONTHS1-59,0,0,,,
2007,WPR,PNG,MONTHS1-59,0,0.02237,,,
2005,WPR,PHL,MONTHS1-59,0,0.02383,,,
2011,SEAR,IDN,MONTHS1-59,0,0.02348,,,
2011,,,MONTHS1-59,0,0.02002,,,
2005,AFR,BWA,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.01833,,,
2009,WPR,PLW,MONTHS1-59,0,0,,,
2013,EUR,CZE,MONTHS1-59,0,0,,,
2005,WPR,VUT,MONTHS1-59,0,0,,,
2007,EMR,TUN,MONTHS1-59,0,0,,,
2012,WPR,MYS,MONTHS1-59,0,0.00583,,,
2010,,,MONTHS1-59,0,0.0046,,,
2000,,,MONTHS1-59,0,0.02779,,,
2002,,,MONTHS1-59,0,0.03538,,,
2005,AFR,CMR,MONTHS1-59,0,0.00848,,,
2009,AMR,TTO,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.0004,,,
2008,AFR,DZA,MONTHS1-59,0,0.01045,,,
2001,,,MONTHS1-59,0,0.00046,,,
2001,EUR,MLT,MONTHS1-59,0,0,,,
2006,EUR,BEL,MONTHS1-59,0,0,,,
2011,EMR,QAT,MONTHS1-59,0,0,,,
2000,EMR,IRN,MONTHS1-59,0,0.01111,,,
2002,AMR,VEN,MONTHS1-59,0,0.02062,,,
2003,AFR,GHA,MONTHS1-59,0,0.00882,,,
2004,EMR,IRQ,MONTHS1-59,0.1,0.05001,,,
2005,AFR,ETH,MONTHS1-59,0,0.02345,,,
2008,EUR,MDA,MONTHS1-59,0,0,,,
2004,EMR,BHR,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.00025,,,
2000,AFR,SSD,MONTHS1-59,0,0.00251,,,
2003,EMR,AFG,MONTHS1-59,0,0.01851,,,
2005,,,MONTHS1-59,0,0.00027,,,
2006,AFR,MRT,MONTHS1-59,0,0.0138,,,
2013,WPR,COK,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.00597,,,
2007,WPR,COK,MONTHS1-59,0,0,,,
2001,EUR,GRC,MONTHS1-59,0,0,,,
2003,EUR,FIN,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01437,,,
2007,,,MONTHS1-59,0,0,,,
2004,WPR,PLW,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.01351,,,
2009,,,MONTHS1-59,0,0.01593,,,
2013,EUR,EST,MONTHS1-59,0,0,,,
2009,AFR,COM,MONTHS1-59,0,0,,,
2013,EUR,LVA,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.01296,,,
2006,AMR,ARG,MONTHS1-59,0,0,,,
2005,AMR,CHL,MONTHS1-59,0,0,,,
2003,AFR,TZA,MONTHS1-59,0,0.00723,,,
2005,EUR,MKD,MONTHS1-59,0,0,,,
2005,AFR,ZMB,MONTHS1-59,0,0.01133,,,
2002,EUR,SRB,MONTHS1-59,0,0,,,
2004,EUR,ROU,MONTHS1-59,0,0,,,
2006,AFR,SSD,MONTHS1-59,0,0.00252,,,
2007,,,MONTHS1-59,0,0.02032,,,
2000,EUR,TUR,MONTHS1-59,0,0.00237,,,
2007,EUR,BIH,MONTHS1-59,0,0,,,
2011,EUR,DEU,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.01583,,,
2003,AMR,PAN,MONTHS1-59,0,0,,,
2003,EUR,PRT,MONTHS1-59,0,0,,,
2011,EMR,LBY,MONTHS1-59,0,0,,,
2004,EUR,LTU,MONTHS1-59,0,0,,,
2008,EUR,IRL,MONTHS1-59,0,0,,,
2011,EMR,SAU,MONTHS1-59,0,0,,,
2013,SEAR,MMR,MONTHS1-59,0,0.01578,,,
2012,AMR,ARG,MONTHS1-59,0,0,,,
2010,EMR,BHR,MONTHS1-59,0,0,,,
2008,AFR,TZA,MONTHS1-59,0,0.00696,,,
2008,EUR,TKM,MONTHS1-59,0,0,,,
2013,WPR,JPN,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.0158,,,
2003,,,MONTHS1-59,0,0,,,
2013,SEAR,LKA,MONTHS1-59,0,0.00804,,,
2000,EUR,GBR,MONTHS1-59,0,0,,,
2001,AFR,SEN,MONTHS1-59,0,0.00622,,,
2009,AFR,COD,MONTHS1-59,0,0.01606,,,
2012,EUR,BIH,MONTHS1-59,0,0,,,
2002,AFR,SLE,MONTHS1-59,0,0.01046,,,
2011,AMR,CRI,MONTHS1-59,0,0,,,
2008,AMR,KNA,MONTHS1-59,0,0,,,
2007,AFR,NGA,MONTHS1-59,0,0.01431,,,
2002,EUR,CYP,MONTHS1-59,0,0,,,
2010,AFR,STP,MONTHS1-59,0,0,,,
2001,WPR,VNM,MONTHS1-59,0,0.00908,,,
2005,EUR,ITA,MONTHS1-59,0,0,,,
2011,EMR,EGY,MONTHS1-59,0,0.00407,,,
2002,WPR,CHN,MONTHS1-59,0,0.04042,,,
2000,AMR,SLV,MONTHS1-59,0,0,,,
2004,AFR,BEN,MONTHS1-59,0,0.01198,,,
2010,EMR,SAU,MONTHS1-59,0,0,,,
2002,EUR,RUS,MONTHS1-59,0,0,,,
2006,WPR,MYS,MONTHS1-59,0,0.01068,,,
2001,WPR,FJI,MONTHS1-59,0,0,,,
2001,AFR,GIN,MONTHS1-59,0,0.01832,,,
2007,AFR,CIV,MONTHS1-59,0,0.01601,,,
2002,WPR,BRN,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0,,,
2010,SEAR,PRK,MONTHS1-59,0,0.01906,,,
2000,AFR,LBR,MONTHS1-59,0,0.02194,,,
2009,AMR,BLZ,MONTHS1-59,0,0,,,
2011,AFR,MDG,MONTHS1-59,0,0.01109,,,
2011,EUR,FRA,MONTHS1-59,0,0,,,
2009,AMR,GTM,MONTHS1-59,0,0.01222,,,
2013,AMR,PER,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00649,,,
2000,EUR,CZE,MONTHS1-59,0,0,,,
2003,AFR,CAF,MONTHS1-59,0,0.02456,,,
2007,AMR,GUY,MONTHS1-59,0,0,,,
2010,AFR,ETH,MONTHS1-59,0,0.02121,,,
2008,AMR,SUR,MONTHS1-59,0,0,,,
2011,EUR,UKR,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.02124,,,
2013,EUR,GBR,MONTHS1-59,0,0,,,
2001,AFR,TGO,MONTHS1-59,0,0.00851,,,
2005,SEAR,THA,MONTHS1-59,0,0.00883,,,
2007,,,MONTHS1-59,0,0.01679,,,
2004,,,MONTHS1-59,0,0.0112,,,
2013,AFR,CIV,MONTHS1-59,0,0.01568,,,
2012,,,MONTHS1-59,0,0.00018,,,
2004,AMR,CHL,MONTHS1-59,0,0,,,
2013,AMR,SLV,MONTHS1-59,0,0,,,
2006,EUR,GRC,MONTHS1-59,0,0,,,
2010,EMR,MAR,MONTHS1-59,0,0.00242,,,
2013,AFR,MOZ,MONTHS1-59,0,0.01277,,,
2005,,,MONTHS1-59,0,0.03017,,,
2006,AFR,UGA,MONTHS1-59,0,0.01382,,,
2009,EUR,SWE,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01347,,,
2006,EUR,POL,MONTHS1-59,0,0,,,
2002,AFR,GNQ,MONTHS1-59,0,0.00561,,,
2009,EMR,SOM,MONTHS1-59,0,0.02294,,,
2005,EUR,BGR,MONTHS1-59,0,0,,,
2012,WPR,MHL,MONTHS1-59,0,0,,,
2002,AFR,DZA,MONTHS1-59,0,0.01182,,,
2009,EUR,MCO,MONTHS1-59,0,0,,,
2000,EUR,UZB,MONTHS1-59,0,0,,,
2005,EUR,AUT,MONTHS1-59,0,0,,,
2013,SEAR,TLS,MONTHS1-59,0.1,0.06655,,,
2010,AFR,NAM,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.02762,,,
2001,,,MONTHS1-59,0,0.01494,,,
2012,AFR,AGO,MONTHS1-59,0,0.00433,,,
2009,EUR,ROU,MONTHS1-59,0,0,,,
2007,EUR,SRB,MONTHS1-59,0,0,,,
2002,AFR,GAB,MONTHS1-59,0.1,0.0734,,,
2010,WPR,TUV,MONTHS1-59,0,0,,,
2005,AFR,GMB,MONTHS1-59,0,0.00676,,,
2007,EUR,MDA,MONTHS1-59,0,0,,,
2008,AMR,HTI,MONTHS1-59,0,0.02447,,,
2006,,,MONTHS1-59,0,0.02199,,,
2008,AFR,MLI,MONTHS1-59,0,0.00953,,,
2008,,,MONTHS1-59,0,0.0272,,,
2010,EUR,AUT,MONTHS1-59,0,0,,,
2005,AFR,SSD,MONTHS1-59,0,0.0024,,,
2007,EUR,ESP,MONTHS1-59,0,0,,,
2004,AMR,GRD,MONTHS1-59,0,0,,,
2007,AMR,BHS,MONTHS1-59,0,0,,,
2010,EUR,ALB,MONTHS1-59,0,0,,,
2011,WPR,KHM,MONTHS1-59,0,0.01013,,,
2007,WPR,BRN,MONTHS1-59,0,0,,,
2001,EUR,TKM,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01447,,,
2010,EMR,KWT,MONTHS1-59,0,0,,,
2010,SEAR,NPL,MONTHS1-59,0,0.02072,,,
2007,AMR,MEX,MONTHS1-59,0,0,,,
2011,EUR,GBR,MONTHS1-59,0,0,,,
2013,SEAR,BGD,MONTHS1-59,0,0.00741,,,
2002,AFR,KEN,MONTHS1-59,0,0.01338,,,
2002,AFR,BFA,MONTHS1-59,0,0.00784,,,
2003,AMR,CHL,MONTHS1-59,0,0,,,
2008,SEAR,BGD,MONTHS1-59,0,0.00786,,,
2006,AFR,BEN,MONTHS1-59,0,0.01241,,,
2001,SEAR,THA,MONTHS1-59,0,0.00814,,,
2011,EUR,ARM,MONTHS1-59,0,0,,,
2000,EUR,DEU,MONTHS1-59,0,0,,,
2003,AMR,CAN,MONTHS1-59,0,0,,,
2002,WPR,VNM,MONTHS1-59,0,0.01095,,,
2000,EUR,AUT,MONTHS1-59,0,0,,,
2008,AFR,AGO,MONTHS1-59,0,0.00559,,,
2008,AFR,NGA,MONTHS1-59,0,0.01358,,,
2008,AMR,ECU,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.00641,,,
2004,EMR,DJI,MONTHS1-59,0,0,,,
2012,SEAR,NPL,MONTHS1-59,0,0.01816,,,
2011,AMR,CUB,MONTHS1-59,0,0,,,
2013,AFR,BWA,MONTHS1-59,0,0,,,
2007,AFR,GMB,MONTHS1-59,0,0.00658,,,
2004,AFR,BFA,MONTHS1-59,0,0.00773,,,
2010,WPR,CHN,MONTHS1-59,0,0.02291,,,
2012,EUR,UKR,MONTHS1-59,0,0,,,
2004,AFR,GHA,MONTHS1-59,0,0.00859,,,
2004,WPR,MNG,MONTHS1-59,0,0,,,
2007,AMR,HND,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.02181,,,
2013,EUR,BGR,MONTHS1-59,0,0,,,
2010,AMR,BLZ,MONTHS1-59,0,0,,,
2005,WPR,WSM,MONTHS1-59,0,0,,,
2006,EUR,SMR,MONTHS1-59,0,0,,,
2012,AFR,NAM,MONTHS1-59,0,0,,,
2007,EUR,TUR,MONTHS1-59,0,0.00126,,,
2013,,,MONTHS1-59,0,0.02091,,,
2009,AMR,ATG,MONTHS1-59,0,0,,,
2011,AMR,VCT,MONTHS1-59,0,0,,,
2007,EUR,HUN,MONTHS1-59,0,0,,,
2013,WPR,MYS,MONTHS1-59,0,0.00591,,,
2006,AMR,HND,MONTHS1-59,0,0,,,
2009,EUR,FIN,MONTHS1-59,0,0,,,
2002,AMR,CAN,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.03517,,,
2006,AFR,MDG,MONTHS1-59,0,0.0108,,,
2012,SEAR,IDN,MONTHS1-59,0,0.02442,,,
2003,AFR,SLE,MONTHS1-59,0,0.01043,,,
2002,,,MONTHS1-59,0,0.0004,,,
2004,AFR,MUS,MONTHS1-59,0,0,,,
2009,AFR,TCD,MONTHS1-59,0,0.02235,,,
2013,AFR,SSD,MONTHS1-59,0,0.003,,,
2003,,,MONTHS1-59,0,0.01466,,,
2009,AMR,KNA,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0,,,
2011,EUR,BEL,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0,,,
2013,EMR,TUN,MONTHS1-59,0,0,,,
2005,EUR,BIH,MONTHS1-59,0,0,,,
2006,EUR,MDA,MONTHS1-59,0,0,,,
2009,SEAR,MDV,MONTHS1-59,0,0,,,
2002,EUR,ISL,MONTHS1-59,0,0,,,
2010,WPR,VUT,MONTHS1-59,0,0,,,
2003,AFR,STP,MONTHS1-59,0,0,,,
2009,WPR,NIU,MONTHS1-59,0,0,,,
2009,WPR,FSM,MONTHS1-59,0,0,,,
2008,AFR,COM,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01556,,,
2003,SEAR,PRK,MONTHS1-59,0,0.01839,,,
2006,,,MONTHS1-59,0,0.00983,,,
2000,EUR,ISR,MONTHS1-59,0,0,,,
2013,AMR,GUY,MONTHS1-59,0,0,,,
2004,WPR,TON,MONTHS1-59,0,0,,,
2013,EUR,ISR,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02091,,,
2008,,,MONTHS1-59,0,0.01668,,,
2009,EMR,BHR,MONTHS1-59,0,0,,,
2006,EUR,SVK,MONTHS1-59,0,0,,,
2005,WPR,KHM,MONTHS1-59,0,0.01515,,,
2003,EUR,LTU,MONTHS1-59,0,0,,,
2005,AFR,RWA,MONTHS1-59,0,0.00218,,,
2010,AFR,BWA,MONTHS1-59,0,0,,,
2011,SEAR,MMR,MONTHS1-59,0,0.01407,,,
2007,EUR,CYP,MONTHS1-59,0,0,,,
2001,EMR,LBN,MONTHS1-59,0,0,,,
2009,WPR,TUV,MONTHS1-59,0,0,,,
2011,AFR,SYC,MONTHS1-59,0,0,,,
2013,EUR,ESP,MONTHS1-59,0,0,,,
2007,AMR,KNA,MONTHS1-59,0,0,,,
2008,AMR,URY,MONTHS1-59,0,0,,,
2003,AMR,JAM,MONTHS1-59,0,0,,,
2004,WPR,PHL,MONTHS1-59,0,0.02545,,,
2004,EUR,ALB,MONTHS1-59,0,0,,,
2011,SEAR,TLS,MONTHS1-59,0.1,0.0645,,,
2000,,,MONTHS1-59,0,0.0349,,,
2007,AFR,MWI,MONTHS1-59,0,0.00554,,,
2009,AMR,VCT,MONTHS1-59,0,0,,,
2010,EUR,BLR,MONTHS1-59,0,0,,,
2000,AMR,ECU,MONTHS1-59,0,0,,,
2005,EUR,DNK,MONTHS1-59,0,0,,,
2010,EUR,UKR,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01212,,,
2002,,,MONTHS1-59,0,0.03918,,,
2008,AMR,BLZ,MONTHS1-59,0,0,,,
2013,AFR,SWZ,MONTHS1-59,0,0,,,
2003,EUR,TJK,MONTHS1-59,0,0,,,
2002,AMR,LCA,MONTHS1-59,0,0,,,
2000,EMR,TUN,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0,,,
2007,AFR,SWZ,MONTHS1-59,0,0,,,
2006,AFR,NGA,MONTHS1-59,0,0.01462,,,
2007,,,MONTHS1-59,0,0.00707,,,
2006,EUR,HUN,MONTHS1-59,0,0,,,
2009,EMR,AFG,MONTHS1-59,0,0.01233,,,
2000,EUR,EST,MONTHS1-59,0,0,,,
2013,WPR,FJI,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.00046,,,
2010,EMR,IRQ,MONTHS1-59,0,0.04771,,,
2011,SEAR,THA,MONTHS1-59,0,0.00577,,,
2010,AMR,CHL,MONTHS1-59,0,0,,,
2003,EUR,AND,MONTHS1-59,0,0,,,
2008,AMR,PAN,MONTHS1-59,0,0,,,
2005,WPR,SGP,MONTHS1-59,0,0,,,
2000,EUR,POL,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.0006,,,
2012,EUR,BEL,MONTHS1-59,0,0,,,
2013,EUR,NOR,MONTHS1-59,0,0,,,
2013,AMR,PRY,MONTHS1-59,0,0,,,
2013,WPR,KOR,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.02665,,,
2000,,,MONTHS1-59,0,0.0158,,,
2011,EUR,TUR,MONTHS1-59,0,0.00108,,,
2004,EUR,ARM,MONTHS1-59,0,0,,,
2000,AFR,ZAF,MONTHS1-59,0,0.02951,,,
2002,EMR,JOR,MONTHS1-59,0,0,,,
2001,SEAR,BGD,MONTHS1-59,0,0.01295,,,
2013,WPR,VNM,MONTHS1-59,0,0.00858,,,
2008,AFR,GAB,MONTHS1-59,0.1,0.05682,,,
2001,EMR,ARE,MONTHS1-59,0,0,,,
2011,EUR,BGR,MONTHS1-59,0,0,,,
2003,EUR,ROU,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.01983,,,
2008,,,MONTHS1-59,0,0.01333,,,
2000,,,MONTHS1-59,0,0.02828,,,
2004,AMR,VCT,MONTHS1-59,0,0,,,
2004,EUR,HRV,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.01289,,,
2011,,,MONTHS1-59,0,0.0199,,,
2006,,,MONTHS1-59,0,0.02507,,,
2007,EUR,MLT,MONTHS1-59,0,0,,,
2013,EUR,HUN,MONTHS1-59,0,0,,,
2004,AFR,STP,MONTHS1-59,0,0,,,
2010,AMR,DOM,MONTHS1-59,0,0.03155,,,
2004,SEAR,MDV,MONTHS1-59,0,0,,,
2011,WPR,VUT,MONTHS1-59,0,0,,,
2000,WPR,JPN,MONTHS1-59,0,0,,,
2008,AMR,MEX,MONTHS1-59,0,0,,,
2011,AFR,GMB,MONTHS1-59,0,0.00632,,,
2005,AMR,NIC,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.00712,,,
2001,,,MONTHS1-59,0,0.02727,,,
2002,EUR,PRT,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.01418,,,
2004,AFR,GNB,MONTHS1-59,0,0.01715,,,
2012,WPR,COK,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.00024,,,
2009,AFR,ERI,MONTHS1-59,0,0.00289,,,
2011,,,MONTHS1-59,0,0.00622,,,
2009,AFR,KEN,MONTHS1-59,0,0.01029,,,
2006,EUR,BIH,MONTHS1-59,0,0,,,
2001,AMR,DMA,MONTHS1-59,0,0,,,
2012,AFR,RWA,MONTHS1-59,0,0,,,
2000,SEAR,TLS,MONTHS1-59,0.1,0.09908,,,
2006,AFR,ZAF,MONTHS1-59,0,0.01627,,,
2012,EUR,CZE,MONTHS1-59,0,0,,,
2006,AFR,LBR,MONTHS1-59,0,0.02437,,,
2008,EMR,JOR,MONTHS1-59,0,0,,,
2003,WPR,PLW,MONTHS1-59,0,0,,,
2011,AMR,BRA,MONTHS1-59,0,0.00154,,,
2007,EMR,ARE,MONTHS1-59,0,0,,,
2002,EUR,TKM,MONTHS1-59,0,0,,,
2004,AMR,DOM,MONTHS1-59,0,0.04816,,,
2003,WPR,NRU,MONTHS1-59,0,0,,,
2012,EUR,EST,MONTHS1-59,0,0,,,
2011,AFR,CMR,MONTHS1-59,0,0.00837,,,
2006,WPR,JPN,MONTHS1-59,0,0,,,
2000,SEAR,BTN,MONTHS1-59,0,0.01827,,,
2005,,,MONTHS1-59,0,0,,,
2001,EMR,JOR,MONTHS1-59,0,0,,,
2002,AMR,TTO,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.03742,,,
2013,,,MONTHS1-59,0,0.02156,,,
2004,EUR,SVN,MONTHS1-59,0,0,,,
2008,EUR,FIN,MONTHS1-59,0,0,,,
2002,WPR,PLW,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01469,,,
2013,,,MONTHS1-59,0,0.01474,,,
2007,AFR,TZA,MONTHS1-59,0,0.00698,,,
2009,AFR,ETH,MONTHS1-59,0,0.02082,,,
2001,AFR,BDI,MONTHS1-59,0,0.00406,,,
2002,AMR,GTM,MONTHS1-59,0,0.01713,,,
2006,AMR,BOL,MONTHS1-59,0,0.01555,,,
2011,EUR,UZB,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.02879,,,
2001,AMR,PAN,MONTHS1-59,0,0,,,
2013,EUR,MDA,MONTHS1-59,0,0,,,
2004,AFR,CMR,MONTHS1-59,0,0.00834,,,
2006,,,MONTHS1-59,0,0.01319,,,
2012,AFR,SEN,MONTHS1-59,0,0.0112,,,
2003,WPR,TUV,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01806,,,
2007,,,MONTHS1-59,0,0.01365,,,
2001,WPR,PNG,MONTHS1-59,0,0.0291,,,
2004,,,MONTHS1-59,0,0.03018,,,
2007,AFR,COM,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.02802,,,
2001,EUR,FIN,MONTHS1-59,0,0,,,
2005,EUR,NOR,MONTHS1-59,0,0,,,
2008,EMR,PAK,MONTHS1-59,0,0.01097,,,
2010,EUR,CHE,MONTHS1-59,0,0,,,
2002,EUR,ROU,MONTHS1-59,0,0,,,
2001,AFR,BFA,MONTHS1-59,0,0.00766,,,
2009,,,MONTHS1-59,0,0.01183,,,
2005,AFR,UGA,MONTHS1-59,0,0.01389,,,
2007,EUR,ISL,MONTHS1-59,0,0,,,
2000,AFR,MWI,MONTHS1-59,0,0.00641,,,
2004,AFR,SYC,MONTHS1-59,0,0,,,
2010,EMR,OMN,MONTHS1-59,0,0,,,
2009,EUR,DEU,MONTHS1-59,0,0,,,
2003,EMR,KWT,MONTHS1-59,0,0,,,
2007,AFR,TCD,MONTHS1-59,0,0.02346,,,
2007,WPR,NRU,MONTHS1-59,0,0,,,
2000,EUR,NLD,MONTHS1-59,0,0,,,
2009,EUR,GEO,MONTHS1-59,0,0,,,
2003,EUR,KAZ,MONTHS1-59,0,0,,,
2000,WPR,PNG,MONTHS1-59,0,0.03132,,,
2009,,,MONTHS1-59,0,0.00862,,,
2000,EUR,KGZ,MONTHS1-59,0,0,,,
2006,EMR,LBN,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0,,,
2000,EMR,JOR,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.03083,,,
2010,EUR,ITA,MONTHS1-59,0,0,,,
2005,EUR,HUN,MONTHS1-59,0,0,,,
2007,AFR,GHA,MONTHS1-59,0,0.00782,,,
2001,AFR,DZA,MONTHS1-59,0,0.01074,,,
2002,WPR,TUV,MONTHS1-59,0,0,,,
2012,AFR,MWI,MONTHS1-59,0,0.00616,,,
2004,AMR,ARG,MONTHS1-59,0,0,,,
