year,region,code,agegroup,Display Value,Numeric,Low,High,Comments
2009,,,MONTHS1-59,0,0.00873,,,
2005,EUR,MCO,MONTHS1-59,,,,,
2013,EUR,KAZ,MONTHS1-59,0,0,,,
2008,EUR,EST,MONTHS1-59,0,0,,,
2001,AMR,LCA,MONTHS1-59,0,0,,,
2008,WPR,NIU,MONTHS1-59,0,0,,,
2011,WPR,MHL,MONTHS1-59,0,0,,,
2011,EUR,HUN,MONTHS1-59,0,0,,,
2012,EUR,NLD,MONTHS1-59,0,0,,,
2004,EUR,ITA,MONTHS1-59,0,0,,,
2011,EUR,GRC,MONTHS1-59,0,0,,,
2012,EUR,SRB,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.00859,,,
2010,,,MONTHS1-59,0,0.0186,,,
2013,AFR,DZA,MONTHS1-59,0,0.00684,,,
2013,,,MONTHS1-59,0,0.02277,,,
2012,EUR,IRL,MONTHS1-59,0,0,,,
2008,WPR,TUV,MONTHS1-59,0,0,,,
2013,EMR,JOR,MONTHS1-59,0,0,,,
2003,AFR,ZMB,MONTHS1-59,0,0.0121,,,
2007,AFR,ZWE,MONTHS1-59,0,0.01373,,,
2013,EMR,YEM,MONTHS1-59,0,0.03672,,,
2006,,,MONTHS1-59,0,0.01423,,,
2001,,,MONTHS1-59,0,0.03997,,,
2000,,,MONTHS1-59,0,0.00054,,,
2001,,,MONTHS1-59,0,0.03685,,,
2010,EUR,POL,MONTHS1-59,0,0,,,
2010,AMR,NIC,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00954,,,
2002,,,MONTHS1-59,0,0,,,
2005,SEAR,BGD,MONTHS1-59,0,0.0092,,,
2006,,,MONTHS1-59,0,0.01714,,,
2000,AMR,USA,MONTHS1-59,0,0,,,
2003,EUR,DEU,MONTHS1-59,0,0,,,
2004,AFR,SSD,MONTHS1-59,0,0.00238,,,
2006,EUR,ESP,MONTHS1-59,0,0,,,
2005,AFR,CIV,MONTHS1-59,0,0.01604,,,
2000,WPR,NZL,MONTHS1-59,0,0,,,
2010,AMR,HND,MONTHS1-59,0,0,,,
2008,AFR,COD,MONTHS1-59,0,0.01696,,,
2000,EUR,IRL,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.0193,,,
2005,AFR,MOZ,MONTHS1-59,0,0.01463,,,
2008,EUR,LTU,MONTHS1-59,0,0,,,
2005,AFR,NGA,MONTHS1-59,0,0.01366,,,
2007,AFR,BFA,MONTHS1-59,0,0.00853,,,
2011,WPR,JPN,MONTHS1-59,0,0,,,
2002,EUR,SWE,MONTHS1-59,0,0,,,
2006,EUR,TKM,MONTHS1-59,0,0,,,
2001,EUR,ISL,MONTHS1-59,0,0,,,
2010,AMR,ARG,MONTHS1-59,0,0,,,
2005,EUR,GRC,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.03063,,,
2000,,,MONTHS1-59,0,0,,,
2011,EMR,SDN,MONTHS1-59,0,0.00816,,,
2000,AMR,DOM,MONTHS1-59,0.1,0.0554,,,
2005,AMR,GTM,MONTHS1-59,0,0.01481,,,
2009,AMR,BOL,MONTHS1-59,0,0.01546,,,
2012,EUR,ARM,MONTHS1-59,0,0,,,
2006,EMR,BHR,MONTHS1-59,0,0,,,
2005,EMR,SOM,MONTHS1-59,0,0.02654,,,
2007,,,MONTHS1-59,0,0,,,
2004,EUR,LUX,MONTHS1-59,0,0,,,
2013,AMR,DOM,MONTHS1-59,0,0.03212,,,
2000,WPR,FSM,MONTHS1-59,0,0,,,
2010,EUR,ESP,MONTHS1-59,0,0,,,
2001,AFR,CMR,MONTHS1-59,0,0.00684,,,
2003,AMR,BOL,MONTHS1-59,0,0.01633,,,
2005,,,MONTHS1-59,0,0.01391,,,
2008,AMR,HND,MONTHS1-59,0,0,,,
2012,WPR,SLB,MONTHS1-59,0,0,,,
2011,AMR,URY,MONTHS1-59,0,0,,,
2006,AMR,JAM,MONTHS1-59,0,0,,,
2001,WPR,PHL,MONTHS1-59,0,0.03125,,,
2002,AFR,SSD,MONTHS1-59,0,0.00236,,,
2010,AFR,GAB,MONTHS1-59,0,0.04832,,,
2011,WPR,NRU,MONTHS1-59,0,0,,,
2013,AFR,STP,MONTHS1-59,0,0,,,
2012,EMR,LBY,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02761,,,
2010,,,MONTHS1-59,0,0.02492,,,
2012,,,MONTHS1-59,0,0.01767,,,
2010,AMR,MEX,MONTHS1-59,0,0,,,
2005,AFR,COM,MONTHS1-59,0,0,,,
2003,EUR,MDA,MONTHS1-59,0,0,,,
2005,EUR,AND,MONTHS1-59,0,0,,,
2006,WPR,KIR,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.00051,,,
2006,AFR,ETH,MONTHS1-59,0,0.02217,,,
2013,AFR,ZMB,MONTHS1-59,0,0.01199,,,
2007,EMR,QAT,MONTHS1-59,0,0,,,
2011,AMR,BLZ,MONTHS1-59,0,0,,,
2009,AFR,NGA,MONTHS1-59,0,0.01318,,,
2012,SEAR,MDV,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.02057,,,
2001,EUR,DEU,MONTHS1-59,0,0,,,
2009,EUR,SVK,MONTHS1-59,0,0,,,
2000,EUR,LTU,MONTHS1-59,0,0,,,
2008,EMR,IRN,MONTHS1-59,0,0.00902,,,
2010,EUR,NLD,MONTHS1-59,0,0,,,
2002,EUR,TUR,MONTHS1-59,0,0.00186,,,
2009,,,MONTHS1-59,0,0.00766,,,
2011,WPR,LAO,MONTHS1-59,0,0.01973,,,
2010,WPR,BRN,MONTHS1-59,0,0,,,
2012,AMR,VCT,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00046,,,
2007,EUR,KAZ,MONTHS1-59,0,0,,,
2013,AFR,GAB,MONTHS1-59,0.1,0.05141,,,
2012,,,MONTHS1-59,0,0.00021,,,
2002,,,MONTHS1-59,0,0.02165,,,
2001,WPR,MNG,MONTHS1-59,0,0,,,
2001,AFR,TCD,MONTHS1-59,0,0.02541,,,
2007,EUR,MCO,MONTHS1-59,,,,,
2011,WPR,FJI,MONTHS1-59,0,0,,,
2002,EMR,PAK,MONTHS1-59,0,0.01569,,,
2012,AFR,COG,MONTHS1-59,0,0.01813,,,
2000,EUR,MLT,MONTHS1-59,0,0,,,
2013,AFR,SLE,MONTHS1-59,0,0.01095,,,
2013,EUR,LUX,MONTHS1-59,0,0,,,
2012,EUR,CYP,MONTHS1-59,0,0,,,
2009,AMR,COL,MONTHS1-59,0,0,,,
2000,AFR,GAB,MONTHS1-59,0.1,0.08294,,,
2004,EMR,OMN,MONTHS1-59,0,0,,,
2006,AMR,CAN,MONTHS1-59,0,0,,,
2006,AFR,MWI,MONTHS1-59,0,0.0056,,,
2003,AMR,GRD,MONTHS1-59,0,0,,,
2003,WPR,TON,MONTHS1-59,0,0,,,
2007,AMR,LCA,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.01434,,,
2001,AMR,VEN,MONTHS1-59,0,0.0186,,,
2011,AFR,UGA,MONTHS1-59,0,0.01355,,,
2006,AMR,BHS,MONTHS1-59,0,0,,,
2012,EUR,RUS,MONTHS1-59,0,0,,,
2000,EMR,ARE,MONTHS1-59,0,0,,,
2010,AFR,SSD,MONTHS1-59,0,0.00279,,,
2002,,,MONTHS1-59,0,0.01529,,,
2007,EUR,AND,MONTHS1-59,0,0,,,
2005,EUR,MDA,MONTHS1-59,0,0,,,
2008,AFR,ETH,MONTHS1-59,0,0.02199,,,
2010,,,MONTHS1-59,0,0.01253,,,
2005,AFR,COG,MONTHS1-59,0,0.01535,,,
2009,AFR,MDG,MONTHS1-59,0,0.01262,,,
2001,AMR,JAM,MONTHS1-59,0,0,,,
2010,WPR,COK,MONTHS1-59,0,0,,,
2003,EUR,BGR,MONTHS1-59,0,0,,,
2011,WPR,NZL,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.04539,,,
2006,AMR,SUR,MONTHS1-59,0,0,,,
2007,WPR,NIU,MONTHS1-59,0,0,,,
2010,WPR,MHL,MONTHS1-59,0,0,,,
2005,AFR,SWZ,MONTHS1-59,0,0,,,
2009,SEAR,MMR,MONTHS1-59,0,0.01585,,,
2011,,,MONTHS1-59,0,0.02375,,,
2000,AFR,ZWE,MONTHS1-59,0,0.0295,,,
2006,AFR,DZA,MONTHS1-59,0,0.01447,,,
2009,,,MONTHS1-59,0,0,,,
2004,AMR,SLV,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.00468,,,
2009,AMR,CRI,MONTHS1-59,0,0,,,
2010,EUR,NOR,MONTHS1-59,0,0,,,
2012,AFR,BFA,MONTHS1-59,0,0.01071,,,
2009,EUR,FRA,MONTHS1-59,0,0,,,
2000,AMR,PAN,MONTHS1-59,0,0,,,
2000,AFR,GNQ,MONTHS1-59,0,0.00597,,,
2011,EMR,YEM,MONTHS1-59,0,0.03254,,,
2002,EUR,ALB,MONTHS1-59,0,0,,,
2009,AFR,STP,MONTHS1-59,0,0,,,
2013,AFR,GIN,MONTHS1-59,0,0.0196,,,
2000,AFR,NGA,MONTHS1-59,0,0.01576,,,
2013,EUR,MLT,MONTHS1-59,0,0,,,
2008,AFR,CAF,MONTHS1-59,0,0.01967,,,
2008,AFR,ZWE,MONTHS1-59,0,0.01578,,,
2007,AFR,BDI,MONTHS1-59,0,0.0042,,,
2012,,,MONTHS1-59,0,0.0256,,,
2006,SEAR,LKA,MONTHS1-59,0,0.01174,,,
2007,EMR,YEM,MONTHS1-59,0,0.03089,,,
2012,AMR,BOL,MONTHS1-59,0,0.0168,,,
2003,SEAR,MDV,MONTHS1-59,0,0,,,
2003,WPR,KIR,MONTHS1-59,0,0,,,
2007,AMR,PAN,MONTHS1-59,0,0,,,
2012,SEAR,BGD,MONTHS1-59,0,0.00677,,,
2010,EMR,QAT,MONTHS1-59,0,0,,,
2011,EUR,EST,MONTHS1-59,0,0,,,
2012,AFR,NGA,MONTHS1-59,0,0.01241,,,
2008,EMR,DJI,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0,,,
2002,AMR,BLZ,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.00031,,,
2010,WPR,PHL,MONTHS1-59,0,0.01421,,,
2007,EUR,IRL,MONTHS1-59,0,0,,,
2002,WPR,NRU,MONTHS1-59,0,0,,,
2010,EUR,KAZ,MONTHS1-59,0,0,,,
2011,EUR,LVA,MONTHS1-59,0,0,,,
2009,EUR,MNE,MONTHS1-59,0,0,,,
2013,AFR,BDI,MONTHS1-59,0,0.00463,,,
2013,AFR,CPV,MONTHS1-59,0,0,,,
2000,AMR,BOL,MONTHS1-59,0,0.01811,,,
2003,EUR,ARM,MONTHS1-59,0,0,,,
2005,EUR,UZB,MONTHS1-59,0,0,,,
2010,AFR,CMR,MONTHS1-59,0,0.00855,,,
2002,EMR,SDN,MONTHS1-59,0,0.01065,,,
2012,EUR,SVK,MONTHS1-59,0,0,,,
2011,AMR,HND,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01255,,,
2013,,,MONTHS1-59,0,0.01299,,,
2008,AFR,ERI,MONTHS1-59,0,0.00301,,,
2002,AFR,MLI,MONTHS1-59,0,0.00845,,,
2008,EUR,ISL,MONTHS1-59,0,0,,,
2010,AMR,GRD,MONTHS1-59,0,0,,,
2008,AFR,TCD,MONTHS1-59,0,0.02284,,,
2007,,,MONTHS1-59,0,0.02418,,,
2003,EMR,PAK,MONTHS1-59,0,0.0138,,,
2000,EUR,SVK,MONTHS1-59,0,0,,,
2010,WPR,TON,MONTHS1-59,0,0,,,
2008,AFR,BFA,MONTHS1-59,0,0.00901,,,
2005,EMR,TUN,MONTHS1-59,0,0,,,
2008,SEAR,PRK,MONTHS1-59,0,0.01858,,,
2011,EMR,LBN,MONTHS1-59,0,0,,,
2000,WPR,BRN,MONTHS1-59,0,0,,,
2005,AMR,USA,MONTHS1-59,0,0,,,
2004,EUR,LVA,MONTHS1-59,0,0,,,
2000,AFR,NER,MONTHS1-59,0,0.01735,,,
2003,EUR,ITA,MONTHS1-59,0,0,,,
2010,AFR,UGA,MONTHS1-59,0,0.01358,,,
2008,,,MONTHS1-59,0,0.02223,,,
2004,AFR,AGO,MONTHS1-59,0,0.0086,,,
2005,EUR,KGZ,MONTHS1-59,0,0,,,
2006,AFR,TZA,MONTHS1-59,0,0.00711,,,
2006,EMR,SDN,MONTHS1-59,0,0.01005,,,
2007,,,MONTHS1-59,0,0.02836,,,
2001,EMR,BHR,MONTHS1-59,0,0,,,
2012,WPR,MNG,MONTHS1-59,0,0,,,
2012,EUR,ISL,MONTHS1-59,0,0,,,
2009,AMR,NIC,MONTHS1-59,0,0,,,
2011,AMR,BOL,MONTHS1-59,0,0.016,,,
2013,WPR,CHN,MONTHS1-59,0,0.02531,,,
2003,WPR,VUT,MONTHS1-59,0,0,,,
2002,EMR,LBY,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.02032,,,
2001,EUR,LTU,MONTHS1-59,0,0,,,
2007,AMR,CUB,MONTHS1-59,0,0,,,
2005,EMR,ARE,MONTHS1-59,0,0,,,
2010,WPR,VNM,MONTHS1-59,0,0.00865,,,
2002,EUR,BLR,MONTHS1-59,0,0,,,
2011,EUR,IRL,MONTHS1-59,0,0,,,
2008,AFR,NAM,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.01618,,,
2011,AMR,USA,MONTHS1-59,0,0,,,
2001,EUR,TJK,MONTHS1-59,0,0,,,
2004,AFR,UGA,MONTHS1-59,0,0.01396,,,
2002,AFR,ZMB,MONTHS1-59,0,0.01222,,,
2013,AFR,COM,MONTHS1-59,0,0,,,
2008,EUR,MKD,MONTHS1-59,0,0,,,
2008,EUR,ALB,MONTHS1-59,0,0,,,
2009,SEAR,IDN,MONTHS1-59,0,0.02795,,,
2004,AFR,ZAF,MONTHS1-59,0,0.02017,,,
2007,AFR,COD,MONTHS1-59,0,0.01755,,,
2002,EUR,KAZ,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.01295,,,
2002,,,MONTHS1-59,0,0.03615,,,
2001,WPR,TON,MONTHS1-59,0,0,,,
2006,EUR,ARM,MONTHS1-59,0,0,,,
2011,EMR,DJI,MONTHS1-59,0,0,,,
2007,SEAR,IDN,MONTHS1-59,0,0.03792,,,
2002,EUR,BIH,MONTHS1-59,0,0,,,
2008,AFR,RWA,MONTHS1-59,0,0.00205,,,
2001,WPR,CHN,MONTHS1-59,0,0.04656,,,
2011,EUR,CZE,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.01378,,,
2000,AFR,COG,MONTHS1-59,0,0.01536,,,
2012,EUR,LUX,MONTHS1-59,0,0,,,
2003,EUR,UKR,MONTHS1-59,0,0,,,
2001,AFR,KEN,MONTHS1-59,0,0.0141,,,
2010,AMR,CRI,MONTHS1-59,0,0,,,
2010,EUR,BEL,MONTHS1-59,0,0,,,
2009,AFR,MRT,MONTHS1-59,0,0.01323,,,
2006,EUR,IRL,MONTHS1-59,0,0,,,
2006,AFR,GAB,MONTHS1-59,0.1,0.06466,,,
2003,EUR,MKD,MONTHS1-59,0,0,,,
2010,WPR,SGP,MONTHS1-59,0,0,,,
2000,EUR,LUX,MONTHS1-59,0,0,,,
2002,AFR,COD,MONTHS1-59,0,0.01732,,,
2011,AFR,TGO,MONTHS1-59,0,0.00785,,,
2013,,,MONTHS1-59,0,0.00431,,,
2011,WPR,VNM,MONTHS1-59,0,0.00817,,,
2005,,,MONTHS1-59,0,0.02753,,,
2006,EUR,NLD,MONTHS1-59,0,0,,,
2012,EMR,LBN,MONTHS1-59,0,0,,,
2008,EUR,TJK,MONTHS1-59,0,0,,,
2011,SEAR,BTN,MONTHS1-59,0,0,,,
2011,SEAR,BGD,MONTHS1-59,0,0.00608,,,
2003,,,MONTHS1-59,0,0.01435,,,
2008,EUR,AZE,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0,,,
2013,EUR,CYP,MONTHS1-59,0,0,,,
2011,AMR,DMA,MONTHS1-59,0,0,,,
2012,AMR,PAN,MONTHS1-59,0,0,,,
2009,AFR,SSD,MONTHS1-59,0,0.00276,,,
2012,EUR,PRT,MONTHS1-59,0,0,,,
2011,EUR,ESP,MONTHS1-59,0,0,,,
2012,AFR,TZA,MONTHS1-59,0,0.00777,,,
2002,EUR,DEU,MONTHS1-59,0,0,,,
2005,AMR,CAN,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.00735,,,
2005,AFR,GIN,MONTHS1-59,0,0.02062,,,
2003,,,MONTHS1-59,0,0.01715,,,
2001,EUR,SWE,MONTHS1-59,0,0,,,
2003,AFR,RWA,MONTHS1-59,0,0.00217,,,
2000,EUR,SWE,MONTHS1-59,0,0,,,
2005,AMR,ATG,MONTHS1-59,0,0,,,
2006,EUR,ROU,MONTHS1-59,0.1,0.05453,,,
2012,AFR,GHA,MONTHS1-59,0,0.00672,,,
2000,EMR,SOM,MONTHS1-59,0,0.02855,,,
2002,EMR,EGY,MONTHS1-59,0,0.00631,,,
2003,WPR,MHL,MONTHS1-59,0,0,,,
2004,AFR,CIV,MONTHS1-59,0,0.01563,,,
2006,WPR,NRU,MONTHS1-59,0,0,,,
2001,AMR,DOM,MONTHS1-59,0.1,0.05294,,,
2013,WPR,FSM,MONTHS1-59,0,0,,,
2003,EUR,BIH,MONTHS1-59,0,0,,,
2003,SEAR,BTN,MONTHS1-59,0,0,,,
2005,AFR,TZA,MONTHS1-59,0,0.00718,,,
2010,WPR,FJI,MONTHS1-59,0,0,,,
2007,EUR,GEO,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.03404,,,
2009,EUR,CZE,MONTHS1-59,0,0,,,
2005,AMR,BHS,MONTHS1-59,0,0,,,
2001,AMR,COL,MONTHS1-59,0,0.01333,,,
2012,AFR,ERI,MONTHS1-59,0,0.00268,,,
2004,,,MONTHS1-59,0,0.0273,,,
2002,AFR,MDG,MONTHS1-59,0,0.01384,,,
2012,EUR,LTU,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02435,,,
2005,AFR,GAB,MONTHS1-59,0.1,0.0701,,,
2012,,,MONTHS1-59,0,0.00423,,,
2005,AMR,HTI,MONTHS1-59,0,0.0282,,,
2006,EUR,SWE,MONTHS1-59,0,0,,,
2009,AFR,RWA,MONTHS1-59,0,0.00192,,,
2011,EUR,CYP,MONTHS1-59,0,0,,,
2009,AMR,SLV,MONTHS1-59,0,0,,,
2012,AMR,TTO,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.00069,,,
2001,EUR,HRV,MONTHS1-59,0,0,,,
2008,EMR,KWT,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0,,,
2005,WPR,BRN,MONTHS1-59,0,0,,,
2001,AFR,NAM,MONTHS1-59,0,0,,,
2005,AMR,VEN,MONTHS1-59,0,0,,,
2004,AFR,NGA,MONTHS1-59,0,0.0153,,,
2003,EUR,EST,MONTHS1-59,0,0,,,
2007,EUR,HRV,MONTHS1-59,0,0,,,
2008,EUR,SVN,MONTHS1-59,0,0,,,
2006,EUR,AZE,MONTHS1-59,0,0,,,
2008,WPR,SGP,MONTHS1-59,0,0,,,
2000,EUR,MCO,MONTHS1-59,,,,,
2000,AFR,KEN,MONTHS1-59,0,0.01494,,,
2003,AFR,AGO,MONTHS1-59,0,0.00902,,,
2011,WPR,MNG,MONTHS1-59,0,0,,,
2009,EUR,BEL,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.03008,,,
2001,AFR,ETH,MONTHS1-59,0,0.02878,,,
2009,EUR,UZB,MONTHS1-59,0,0,,,
2012,WPR,PLW,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.0003,,,
2004,,,MONTHS1-59,0,0,,,
2010,AFR,SEN,MONTHS1-59,0,0.01009,,,
2005,EUR,CYP,MONTHS1-59,0,0,,,
2006,AFR,MLI,MONTHS1-59,0,0.00909,,,
2005,AMR,KNA,MONTHS1-59,0,0,,,
2000,EUR,ROU,MONTHS1-59,0,0,,,
2009,SEAR,LKA,MONTHS1-59,0,0.00901,,,
2012,,,MONTHS1-59,0,0.02155,,,
2009,AFR,GIN,MONTHS1-59,0,0.01897,,,
2011,EUR,AND,MONTHS1-59,0,0,,,
2012,WPR,KIR,MONTHS1-59,0,0,,,
2002,AMR,HND,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.0138,,,
2005,,,MONTHS1-59,0,0.02579,,,
2009,WPR,VNM,MONTHS1-59,0,0.00927,,,
2012,EUR,TJK,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.00712,,,
2005,AFR,TCD,MONTHS1-59,0,0.02357,,,
2001,SEAR,NPL,MONTHS1-59,0,0.03242,,,
2001,SEAR,IDN,MONTHS1-59,0.1,0.05204,,,
2000,,,MONTHS1-59,0,0.00891,,,
2010,AFR,BDI,MONTHS1-59,0,0.00428,,,
2013,EUR,ARM,MONTHS1-59,0,0,,,
2004,EUR,CYP,MONTHS1-59,0,0,,,
2006,EUR,ISR,MONTHS1-59,0,0,,,
2002,EUR,FIN,MONTHS1-59,0,0,,,
2002,EMR,DJI,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.02626,,,
2013,AFR,SEN,MONTHS1-59,0,0.0118,,,
2010,AFR,MRT,MONTHS1-59,0,0.01268,,,
2010,AFR,LSO,MONTHS1-59,0,0,,,
2009,WPR,SLB,MONTHS1-59,0,0,,,
2008,AFR,GHA,MONTHS1-59,0,0.00753,,,
2001,AFR,COG,MONTHS1-59,0,0.01451,,,
2011,EUR,BIH,MONTHS1-59,0,0,,,
2005,EUR,GBR,MONTHS1-59,0,0,,,
2011,EUR,CHE,MONTHS1-59,0,0,,,
2013,EMR,LBN,MONTHS1-59,0,0,,,
2000,WPR,FJI,MONTHS1-59,0,0,,,
2007,EUR,LUX,MONTHS1-59,0,0,,,
2008,AFR,MUS,MONTHS1-59,0,0,,,
2004,EUR,BEL,MONTHS1-59,0,0,,,
2006,EMR,YEM,MONTHS1-59,0,0.02886,,,
2010,AMR,BRA,MONTHS1-59,0,0,,,
2009,WPR,TON,MONTHS1-59,0,0,,,
2009,AFR,NAM,MONTHS1-59,0,0,,,
2000,EMR,LBN,MONTHS1-59,0,0,,,
2010,EUR,TUR,MONTHS1-59,0,0.00122,,,
2002,WPR,FSM,MONTHS1-59,0,0,,,
2005,EUR,CZE,MONTHS1-59,0,0,,,
2009,EMR,KWT,MONTHS1-59,0,0,,,
2013,AMR,SUR,MONTHS1-59,0,0,,,
2003,EMR,IRQ,MONTHS1-59,0.1,0.05321,,,
2001,AMR,KNA,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01535,,,
2013,WPR,MNG,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.01494,,,
2013,EUR,TKM,MONTHS1-59,0,0,,,
2012,AFR,GAB,MONTHS1-59,0,0.04907,,,
2001,EMR,SDN,MONTHS1-59,0,0.01131,,,
2002,SEAR,IND,MONTHS1-59,0,0.03745,,,
2007,WPR,MNG,MONTHS1-59,0,0,,,
2009,EMR,MAR,MONTHS1-59,0,0.0026,,,
2013,EUR,IRL,MONTHS1-59,0,0,,,
2009,EUR,SVN,MONTHS1-59,0,0,,,
2007,AMR,TTO,MONTHS1-59,0,0,,,
2006,EUR,SRB,MONTHS1-59,0,0,,,
2003,SEAR,IDN,MONTHS1-59,0.1,0.05176,,,
2011,,,MONTHS1-59,0,0.01446,,,
2010,EUR,GRC,MONTHS1-59,0,0,,,
2001,EUR,ROU,MONTHS1-59,0,0,,,
2003,AMR,BRA,MONTHS1-59,0,0.005,,,
2004,WPR,MHL,MONTHS1-59,0,0,,,
2013,AFR,TCD,MONTHS1-59,0,0.02282,,,
2012,EUR,FIN,MONTHS1-59,0,0,,,
2006,AFR,SLE,MONTHS1-59,0,0.01097,,,
2000,,,MONTHS1-59,0,0.02418,,,
2008,AMR,CHL,MONTHS1-59,0,0,,,
2007,EUR,AZE,MONTHS1-59,0,0,,,
2008,AFR,ZMB,MONTHS1-59,0,0.01059,,,
2012,AFR,NER,MONTHS1-59,0,0.01787,,,
2013,,,MONTHS1-59,0,0.01874,,,
2006,AMR,VEN,MONTHS1-59,0,0,,,
2008,EMR,IRQ,MONTHS1-59,0,0.04856,,,
2007,AFR,CAF,MONTHS1-59,0,0.02072,,,
2009,EUR,TUR,MONTHS1-59,0,0.00128,,,
2011,AMR,GUY,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.01825,,,
2008,EUR,KAZ,MONTHS1-59,0,0,,,
2002,AFR,ETH,MONTHS1-59,0,0.02585,,,
2003,SEAR,MMR,MONTHS1-59,0,0.01964,,,
2010,AFR,CIV,MONTHS1-59,0,0.01482,,,
2008,WPR,TON,MONTHS1-59,0,0,,,
2000,AMR,ATG,MONTHS1-59,0,0,,,
2003,WPR,SGP,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.02375,,,
2006,AFR,BFA,MONTHS1-59,0,0.00821,,,
2007,WPR,LAO,MONTHS1-59,0,0.02848,,,
2008,EUR,SMR,MONTHS1-59,0,0,,,
2009,AFR,CMR,MONTHS1-59,0,0.00856,,,
2009,EUR,ITA,MONTHS1-59,0,0,,,
2002,AMR,COL,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.00232,,,
2008,EMR,MAR,MONTHS1-59,0,0.0027,,,
2007,AMR,JAM,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.01319,,,
2008,,,MONTHS1-59,0,0,,,
2012,AFR,ZWE,MONTHS1-59,0,0.01524,,,
2009,WPR,VUT,MONTHS1-59,0,0,,,
2001,EUR,ARM,MONTHS1-59,0,0,,,
2011,AMR,BHS,MONTHS1-59,0,0,,,
2003,AFR,ZAF,MONTHS1-59,0,0.02168,,,
2010,EMR,TUN,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.01296,,,
2012,AFR,MLI,MONTHS1-59,0,0.00976,,,
2000,AFR,MLI,MONTHS1-59,0,0.00817,,,
2012,AMR,BLZ,MONTHS1-59,0,0,,,
2011,AMR,HTI,MONTHS1-59,0,0.02076,,,
2006,EMR,DJI,MONTHS1-59,0,0,,,
2013,AFR,GNB,MONTHS1-59,0,0.0198,,,
2001,,,MONTHS1-59,0,0.01615,,,
2008,,,MONTHS1-59,0,0.02175,,,
2003,EUR,CHE,MONTHS1-59,0,0,,,
2013,EUR,LTU,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.0202,,,
2004,EUR,SRB,MONTHS1-59,0,0,,,
2010,AFR,NGA,MONTHS1-59,0,0.01238,,,
2010,,,MONTHS1-59,0,0.02872,,,
2004,AFR,SEN,MONTHS1-59,0,0.00794,,,
2007,EMR,MAR,MONTHS1-59,0,0.00275,,,
2008,AMR,NIC,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00224,,,
2003,AFR,SYC,MONTHS1-59,0,0,,,
2009,WPR,MHL,MONTHS1-59,0,0,,,
2004,SEAR,BGD,MONTHS1-59,0,0.00998,,,
2005,EUR,LUX,MONTHS1-59,0,0,,,
2007,AFR,DZA,MONTHS1-59,0,0.01241,,,
2001,,,MONTHS1-59,0,0.00232,,,
2004,,,MONTHS1-59,0,0.03111,,,
2005,EUR,ISR,MONTHS1-59,0,0,,,
2004,AFR,GMB,MONTHS1-59,0,0.00689,,,
2008,SEAR,MDV,MONTHS1-59,0,0,,,
2011,WPR,KOR,MONTHS1-59,0,0,,,
2003,AFR,BWA,MONTHS1-59,0,0,,,
